"Year","Album","Plays"
"2020","KISS ~ Hot In The Shade",1
"2020","Doja Cat ~ Hot Pink",1
"2020","Benny Camaro ~ How We Run",1
"2020","Usher ~ I Don't Mind (feat. Juicy J)",1
"2020","NLE Choppa ~ I Don't Need No Help",1
"2020","Tory Lanez ~ I Told You",1
"2020","LANNE ~ I Want It That Way",1
"2020","Kenny Chesney ~ I Will Stand",1
"2020","Matty Wood$ ~ I'll Be Fine",1
"2020","Tracy Byrd ~ I'm From The Country",1
"2020","iann dior ~ I'm Gone",1
"2020","Reba McEntire ~ If You See Him",1
"2020","The Roots ~ Illadelph Halflife",1
"2020","Joan Baez ~ In Concert",1
"2020","Ravi Shankar ~ In Concert 1972",1
"2020","Radiohead ~ In Rainbows",1
"2020","Blu & Exile ~ In The Beginning: Before The Heavens",1
"2020","Britney Spears ~ In The Zone",1
"2020","The Weeknd ~ In Your Eyes",1
"2020","EMAMKAY ~ Inside Story",1
"2020","Funkonami ~ Interstellar Funk (El Mundo) / String Rider",1
"2020","Chubby Checker ~ It's Pony Time/Let's Twist Again",1
"2020","FloFilz ~ Ivebeentryin'",1
"2020","Yusuf / Cat Stevens ~ Izitso",1
"2020","Slum Village ~ J-88",1
"2020","Rashid Ali ~ Jaane Tu... Ya Jaane Na",1
"2020","The Mouse Outfit ~ Jagged Tooth Crook",1
"2020","Kid Abstrakt ~ Jazz & Coffee, Pt. 4",1
"2020","Sunday Service Choir ~ Jesus Is Born",1
"2020","Thin Lizzy ~ Johnny The Fox",1
"2020","French Montana ~ Jungle Rules",1
"2020","K-Trap ~ K-Trap Presents The Last Whip Mixtape",1
"2020","Loverboy ~ KEEP IT UP",1
"2020","J. Cole ~ KOD",1
"2020","Adnan Sami ~ Kabhi To Nazar Milao/Bheegi Bheegi raton Mein",1
"2020","Dbangz ~ Keahonui",1
"2020","Xavier Wulf ~ Kid Cudi (Remix)",1
"2020","Kishore Kumar ~ Kishore Kumar most loved in 2020",1
"2020","Peter Green ~ Kolors",1
"2020","monte booker ~ Kompany",1
"2020","Akon ~ Konvicted",1
"2020","Trippie Redd ~ LIFE'S A TRIP",1
"2020","George Michael ~ Ladies And Gentlemen... The Best Of George Michael",1
"2020","Joni Mitchell ~ Ladies of the Canyon",1
"2020","Wun Two ~ Lasagne",1
"2020","Kid Cudi ~ Leader Of The Delinquents",1
"2020","David Bowie ~ Legacy",1
"2020","Meek Mill ~ Legends of the Summer",1
"2020","Internet Money ~ Lemonade (Feat. Roddy Ricch & Don Toliver) [Remix]",1
"2020","The Kid LAROI ~ Let Her Go",1
"2020","Bryson Tiller ~ Let Me Explain",1
"2020","KISS ~ Lick It Up",1
"2020","GEEGEE ~ Life From The Stu'",1
"2020","Lil Yachty ~ Lil Boat 3",1
"2020","Phlocalyst ~ Lilium",1
"2020","Clay Walker ~ Live, Laugh, Love",1
"2020","Mountain ~ Live: The Road Goes Ever On",1
"2020","Chill Beats Music ~ Lofi Exposure 1",1
"2020","Zomboy ~ Lone Wolf",1
"2020","Tame Impala ~ Lonerism B-Sides & Remixes",1
"2020","Lonestar ~ Lonestar",1
"2020","Eagles ~ Long Road out of Eden",1
"2020","Undagawds ~ Looking for Words & Different People",1
"2020","Bellecour ~ Los Choukarios",1
"2020","Air Supply ~ Lost in Love",1
"2020","Lou Reed ~ Lou Reed Live",1
"2020","Benny Dayal ~ Love Dose: Benny Dayal",1
"2020","KISS ~ Love Gun",1
"2020","Jon Costa ~ Love Me",1
"2020","prxz ~ Love Wounds",1
"2020","Cap Kendricks ~ Lucid Dreams",1
"2020","Anthony Drawn ~ Lush Grind",1
"2020","PRICE ~ MAYA",1
"2020","Mac Miller ~ Macadelic (Remastered Edition)",1
"2020","Mixtape Madness ~ Mad About Bars - S4-E2",1
"2020","Portaledge ~ Mago",1
"2020","Felly ~ Mariposa",1
"2020","Future ~ Mask Off (feat. Kendrick Lamar)",1
"2020","The Who ~ Meaty, Beaty, Big And Bouncy",1
"2020","Kanisan ~ Mermaid's Garden",1
"2020","Quiet Riot ~ Metal Health",1
"2020","Move 78 ~ Middling",1
"2020","Rejjie Snow ~ Mirrors",1
"2020","Richie Havens ~ Mixed Bag",1
"2020","Frank Ocean ~ Moon River",1
"2020","Gaullin ~ Moonlight",1
"2020","Drake ~ More Than A Game",1
"2020","Arlo Guthrie ~ More Together Again (Remastered)",1
"2020","Screen Jazzmaster ~ Morning in Tbilisi",1
"2020","Alextbh ~ Mornings (See You Again)",1
"2020","Black Star ~ Mos Def & Talib Kweli Are Black Star",1
"2020","Nafe Smallz ~ Movie Music",1
"2020","Anuradha Paudwal ~ My Best Collection - Anuradha Paudwal",1
"2020","Of Monsters and Men ~ My Head Is An Animal",1
"2020","Kid Taro ~ Nagoya Nights",1
"2020","Tom Doolie ~ Naoko",1
"2020","RIZ LA VIE ~ Napkins",1
"2020","Kazam ~ Natural Healing",1
"2020","Brent Faiyaz ~ Natural Release",1
"2020","Saib ~ Nautica",1
"2020","Crosby, Stills, Nash & Young ~ Neil Young Archives Vol. I (1963 - 1972)",1
"2020","Zaps ~ Niagara Falls",1
"2020","Digga D ~ No Diet",1
"2020","Helix ~ No Rest for the Wicked",1
"2020","The Band ~ Northern Lights-Southern Cross",1
"2020","Lil Mosey ~ Northsbest",1
"2020","Frank Ocean ~ Novacane",1
"2020","Yusuf / Cat Stevens ~ Numbers",1
"2020","Lil Yachty ~ Nuthin' 2 Prove",1
"2020","Kansas ~ OCC ROCKS",1
"2020","B-Side ~ Oceangrown",1
"2020","The BREED ~ Odd Meter Groove",1
"2020","Downtown Owl ~ Okay",1
"2020","Penn Masala ~ On Detours",1
"2020","Randy Travis ~ On the Other Hand - All the Number Ones",1
"2020","Common ~ One Day It'll All Make Sense",1
"2020","George Strait ~ One Step At A Time",1
"2020","K CAMP ~ Only Way Is Up",1
"2020","IVE ~ Osmose",1
"2020","GR?Y ~ Out Of My Hands (feat. Oddisee)",1
"2020","Drake ~ Over",1
"2020","Mountain ~ Over The Top",1
"2020","Toby Schay ~ Overgrowth",1
"2020","ScHoolboy Q ~ Oxymoron",1
"2020","PARTYNEXTDOOR ~ PARTYNEXTDOOR TWO",1
"2020","PARTYNEXTDOOR ~ PARTYPACK",1
"2020","Ciscero ~ POETRY JAM (feat. Foggieraw)",1
"2020","DJ Khaled ~ POPSTAR (feat. Drake)",1
"2020","L One ~ Pack It",1
"2020","Dream Easy Collective ~ Palettes",1
"2020","Ryler Smith ~ Patek",1
"2020","Ivan Ave ~ Phone Won't Charge",1
"2020","Daniel Caesar ~ Pilgrim's Paradise",1
"2020","Nicki Minaj ~ Pink Friday ... Roman Reloaded",1
"2020","Cyrax ~ Play Your Role",1
"2020","Mary Chapin Carpenter ~ Playlist: The Very Best Of Mary Chapin Carpenter",1
"2020","Jr. Wellness ~ Plenty Times",1
"2020","Brent Faiyaz ~ Poison",1
"2020","Syrup ~ Politickin",1
"2020","Tyler, The Creator ~ Potato Salad",1
"2020","Panic! At The Disco ~ Pray for the Wicked",1
"2020","Daryl Hall & John Oates ~ Private Eyes",1
"2020","J.I the Prince of N.Y ~ Proud Of Me",1
"2020","Ty Dolla $ign ~ Purple Emoji (feat. J. Cole)",1
"2020","Quavo ~ QUAVO HUNCHO",1
"2020","Quality Control ~ Quality Control: Control The Streets Volume 2",1
"2020","Noor Jehan ~ Queen of Melody Noor Jehan, Vol. 1",1
"2020","Quill ~ Quill",1
"2020","Link up TV ~ RV x Headie One Behind Barz",1
"2020","Aitch ~ Rain",1
"2020","Mike WiLL Made-It ~ Ransom 2",1
"2020","2 Chainz ~ Rap Or Go To The League",1
"2020","Zakir Hussain ~ Ravi Shankar Presents The Master Drummers Of India (Digitally Remastered)",1
"2020","The Notorious B.I.G. ~ Ready to Die",1
"2020","Lowkey ~ Red Card",1
"2020","Cochise ~ Red Head",1
"2020","Wings ~ Red Rose Speedway",1
"2020","Jay Rock ~ Redemption",1
"2020","Bassnectar ~ Reflective (Part 4)",1
"2020","Talking Heads ~ Remain in Light",1
"2020","The Weeknd ~ Reminder",1
"2020","John Michael Montgomery ~ Rhino Hi-Five: John Michael Montgomery",1
"2020","Moe ~ Rich Dreamin'",1
"2020","Ricochet ~ Ricochet",1
"2020","Olly Murs ~ Right Place Right Time",1
"2020","Vincent Rayn ~ Rise",1
"2020","Ritchie Valens ~ Ritchie Valens",1
"2020","Anthony Drawn ~ Roads to Anaga",1
"2020","Dominic Fike ~ Rollerblades",1
"2020","RLLBTS ~ Romantics",1
"2020","Brent Faiyaz ~ Running on E.",1
"2020","Gunna ~ SKYBOX",1
"2020","Jay Prince ~ SOL, VOL.1",1
"2020","YG ~ STAY DANGEROUS",1
"2020","Jaden ~ SYRE",1
"2020","Tiago Frugoli Ensemble ~ Sal das Ondas",1
"2020","LESKY ~ Same Old Me",1
"2020","Jazzy James ~ Sand Castle",1
"2020","Bobbi Humphrey ~ Satin Doll",1
"2020","Devaloop ~ Saturns Dream",1
"2020","HawkOne ~ Scott Stork",1
"2020","67 ~ Search & Destroy",1
"2020","ShooterGang Kony ~ Second Hand Smoke",1
"2020","Submerse ~ See You Soon",1
"2020","Yung Gravy ~ Sensational",1
"2020","ScHoolboy Q ~ Setbacks",1
"2020","Kenji ~ Settling In",1
"2020","Thin Lizzy ~ Shades Of A Blue Orphanage",1
"2020","Fed Nance ~ Shadows",1
"2020","Troy Ave ~ She Belongs to the Game (feat. Young Lito) - Single",1
"2020","Jeff Bernat ~ She Loves Me Not",1
"2020","Lil Skies ~ Shelby",1
"2020","Billy Ray Cyrus ~ Shot Full Of Love",1
"2020","Lil Loaded ~ Shotta Shit",1
"2020","Kenaj ~ Side to Side",1
"2020","Stevie Wonder ~ Signed, Sealed And Delivered",1
"2020","FRANZ ~ Silo",1
"2020","Tim Hardin ~ Simple Songs Of Freedom: The Tim Hardin Collection",1
"2020","Big Sean ~ Single Again",1
"2020","DripReport ~ Skechers (feat. Tyga)",1
"2020","New Boyz ~ Skinny Jeanz and a Mic",1
"2020","Awon ~ Sleep Is the Cousin of Death",1
"2020","Nafe Smallz ~ Smokin' (Remix) [feat. Chip & Black the Ripper]",1
"2020","J. Cole ~ Snow On Tha Bluff",1
"2020","Crosby, Stills, Nash & Young ~ So Far",1
"2020","Michel Telo ~ So Sucesso 40+",1
"2020","The Rolling Stones ~ Some Girls",1
"2020","Todd Rundgren ~ Something / Anything?",1
"2020","The Starting 5ive ~ Somethings Happening",1
"2020","Maroon 5 ~ Songs About Jane",1
"2020","Tears For Fears ~ Songs From The Big Chair",1
"2020","Neil Young ~ Songs for Judy",1
"2020","Living Room ~ Soul Croissant",1
"2020","Pete Rock ~ Soul Survivor",1
"2020","Vince Gill ~ Souvenirs",1
"2020","DAO ~ Speakeasy",1
"2020","Talking Heads ~ Speaking in Tongues",1
"2020","FloFilz ~ Speakthru (Bonus Tracks Version)",1
"2020","TREVR ~ Spectrum.Exe",1
"2020","Ty Dolla $ign ~ Spicy (feat. Post Malone)",1
"2020","Koralle ~ Spinning",1
"2020","Nujabes ~ Spiritual State",1
"2020","Rae Sremmurd ~ SremmLife 2",1
"2020","The Silhouettes Project ~ Standing There",1
"2020","Roddy Ricch ~ Start Wit Me (feat. Gunna)",1
"2020","Zedd ~ Stay",1
"2020","YungGen ~ Stay Safe - Deluxe",1
"2020","Weston & Teston ~ Stay the Night",1
"2020","G-Eazy ~ Step Brothers",1
"2020","Steppenwolf ~ Steppenwolf",1
"2020","Harlem Spartans ~ Still On The O",1
"2020","A$AP Ferg ~ Still Striving",1
"2020","03 Greedo ~ Still Summer In The Projects",1
"2020","Anti Lilly & Phoniks ~ Stories From The Brass Section",1
"2020","Jane's Addiction ~ Strays",1
"2020","rei brown ~ Street Fighter",1
"2020","Kelly Clarkson ~ Stronger",1
"2020","Gesmis ~ Study Babyyy",1
"2020","Healy ~ Subluxe",1
"2020","Suigeneris ~ Suinami",1
"2020","Tim Hardin ~ Suite For Susan Moore and Damian: We Are One, One, All In One",1
"2020","Deeb ~ Summer Days",1
"2020","Harddope ~ Summertime Sadness",1
"2020","Anuradha Paudwal ~ Sunder Te Dhyan",1
"2020","The Beach Boys ~ Sunflower",1
"2020","Bryce Vine ~ Sunflower Seeds",1
"2020","coldbrew ~ Sunnyside",1
"2020","7apes ~ Sunset Blvd",1
"2020","sumishii ~ Swan Of '82",1
"2020","Tory Lanez ~ TAlk tO Me (with Rich The Kid feat. Lil Wayne)",1
"2020","A$AP Rocky ~ TESTING",1
"2020","Polo G ~ THE GOAT",1
"2020","T-Pain ~ THR33 RINGZ",1
"2020","loland ~ Taidana",1
"2020","Arlo Guthrie ~ Taking Woodstock [Original Motion Picture Soundtrack]",1
"2020","Kofi Stone ~ Talk About Us",1
"2020","popadiclo ~ Tamarind",1
"2020","Vodka ~ Te Amo Brasil (Football Party & Dance Hits 2014)",1
"2020","Wynonna ~ Tell Me Why",1
"2020","Flynn ~ Terraria",1
"2020","Stevie Ray Vaughan ~ Texas Flood (Legacy Edition)",1
"2020","Coops ~ That Jazz",1
"2020","Rahmeen ~ That's Okay",1
"2020","67 ~ The 6",1
"2020","Wale ~ The Album About Nothing",1
"2020","The Animals ~ The Animals",1
"2020","Country Joe McDonald ~ The Best Of Country Joe McDonald",1
"2020","Joan Baez ~ The Best Of Joan Baez",1
"2020","Peter Green ~ The Best Of Peter Green Splinter Group",1
"2020","A Boogie Wit da Hoodie ~ The Bigger Artist",1
"2020","Lil Baby ~ The Bigger Picture",1
"2020","Canned Heat ~ The Boogie House Tapes 1967-1976",1
"2020","Nat King Cole ~ The Christmas Song",1
"2020","Tweeko ~ The Coldest Link Up",1
"2020","Phlocalyst ~ The Common Third",1
"2020","Carl Perkins ~ The Dance Album",1
"2020","Brooks & Dunn ~ The Essential Brooks & Dunn",1
"2020","Journey ~ The Essential Journey",1
"2020","Travis Tritt ~ The Essentials: Travis Tritt",1
"2020","This Is Tomorrow ~ The Fallen",1
"2020","Lady Gaga ~ The Fame Monster",1
"2020","Summers Sons ~ The Feeling",1
"2020","Joan Baez ~ The First 10 Years",1
"2020","HansSOLO ~ The Gengis LP",1
"2020","Asha Bhosle ~ The Golden Melodies, Vol. 2",1
"2020","Jon Bellion ~ The Human Condition",1
"2020","Logic ~ The Incredible True Story",1
"2020","A Tribe Called Quest ~ The Low End Theory",1
"2020","Rejjie Snow ~ The Moon & You",1
"2020","Odd Future ~ The OF Tape Vol. 2",1
"2020","Cordae ~ The Parables",1
"2020","Ravi Shankar ~ The Ravi Shankar Collection: India's Master Musician",1
"2020","Ravi Shankar ~ The Rough Guide to Ravi Shankar",1
"2020","Steppenwolf ~ The Second",1
"2020","Jaden ~ The Sunset Tapes: A Cool Tape Story",1
"2020","The Tractors ~ The Tractors",1
"2020","Frankie Valli ~ The Very Best of Frankie Valli & The 4 Seasons",1
"2020","Mick Jenkins ~ The Water[s]",1
"2020","Outkast ~ The Way You Move / Hey Ya!",1
"2020","The Who ~ The Who Hits 50",1
"2020","UFO ~ The Wild, the Willing and the Innocent",1
"2020","Rich The Kid ~ The World Is Yours 2",1
"2020","Yes ~ The Yes Album",1
"2020","Sly & The Family Stone ~ There's A Riot Goin' On",1
"2020","Kendrick Lamar ~ These Walls",1
"2020","Aretha Franklin ~ This Girl's in Love with You",1
"2020","Tim Hardin ~ This Is Tim Hardin",1
"2020","Ty Herndon ~ This Is Ty Herndon: Greatest Hits",1
"2020","Mr Mantega ~ This Place",1
"2020","Ryder Sinclair ~ Through Anything",1
"2020","Ella Mai ~ Time",1
"2020","svrite ~ Time To Listen",1
"2020","Barlito ~ Times We Had",1
"2020","Anderson .Paak ~ Tints (feat. Kendrick Lamar)",1
"2020","Toby Keith ~ Toby Keith 35 Biggest Hits",1
"2020","Country Joe & The Fish ~ Together",1
"2020","Saib ~ Tokyo Cruise",1
"2020","TOTO ~ Toto IV",1
"2020","Made in M ~ Traffic Jam / Plaza",1
"2020","Talib Kweli ~ Train of Thought: Lost Lyrics, Rare Releases & Beautiful B-Sides, Vol. 1",1
"2020","Koralle ~ Trick Questions",1
"2020","Trey Songz ~ Trigga Reloaded",1
"2020","URCHN ~ Trouble in Paradise",1
"2020","Blu ~ True & Livin'",1
"2020","C1 ~ Tulse Hill Slums",1
"2020","Blue Wednesday ~ Tunnels",1
"2020","NAV ~ Turks",1
"2020","Seneca B ~ Tylenol",1
"2020","Summers Sons ~ Uhuru",1
"2020","Santana ~ Ultimate Santana",1
"2020","Undagawds ~ Undagawds (The Director's Cut)",1
"2020","Bill adlib ~ Undine",1
"2020","Nat King Cole ~ Unforgettable",1
"2020","NMST ~ Universe",1
"2020","Russ ~ Usual Suspects",1
"2020","Van Halen ~ Van Halen",1
"2020","Van Halen ~ Van Halen II",1
"2020","Migos ~ Versace (feat. Drake) [Remix] - Single",1
"2020","JPEGMAFIA ~ Veteran",1
"2020","Nipsey Hussle ~ Victory Lap",1
"2020","I.L.L. Will ~ Vintage Low Fidelity",1
"2020","Madeus ~ Void",1
"2020","3OH!3 ~ WANT",1
"2020","Westside Gunn ~ WHO MADE THE SUNSHINE",1
"2020","Dijon ~ WILD",1
"2020","Felly ~ Waking up to Sirens",1
"2020","Pop Smoke ~ War",1
"2020","Dre'es ~ Warm (feat. Mia)",1
"2020","Fredfades ~ Warmth",1
"2020","Village People ~ Was nicht passt, wird passend gemacht (Music Inspired By the Film)",1
"2020","Travis Scott ~ Watch (feat. Lil Uzi Vert & Kanye West)",1
"2020","Young Money ~ We Are Young Money",1
"2020","Slum Village ~ We Do It Remixes",1
"2020","Weezer ~ Weezer",1
"2020","Ty Herndon ~ What Mattered Most",1
"2020","Grateful Dead ~ What a Long Strange Trip It's Been: The Best of the Grateful Dead",1
"2020","rocomoco ~ When You Can Ride Like This",1
"2020","Thelonious Coltrane ~ When the Sky Falls Down",1
"2020","30 ~ Where They Hiding",1
"2020","CJ ~ Whoopty",1
"2020","The Chicks ~ Wide Open Spaces",1
"2020","Malia Lou ~ Witchcraft",1
"2020","Swae Lee ~ Won't Be Late (feat. Drake)",1
"2020","Grateful Dead ~ Workingman's Dead",1
"2020","XanMan ~ Xan Servin 2",1
"2020","Hulk Hodn ~ Yakamoz",1
"2020","Yes ~ Yes",1
"2020","Billy Marchiafava ~ Yikes!",1
"2020","REO Speedwagon ~ You Can Tune a Piano, But You Can't Tuna Fish",1
"2020","Flying Lotus ~ You're Dead!",1
"2020","Aretha Franklin ~ Young, Gifted and Black",1
"2020","Justin Bieber ~ Yummy",1
"2020","Genra ~ Zoe",1
"2020","Kamal. ~ blue",1
"2020","datcurryboi ~ cloud machine",1
"2020","Fujitsu ~ corals 3",1
"2020","Skengdo ~ crash",1
"2020","blackbear ~ do re mi (feat. Gucci Mane)",1
"2020","Taylor Swift ~ evermore",1
"2020","Sueco ~ fast (Remix) [feat. Offset & A Boogie Wit da Hoodie]",1
"2020","Spectacular Diagnostics ~ methodandtechniques",1
"2020","Toby Schay ~ moonkiss / focus",1
"2020","pettersson ~ more beats",1
"2020","iann dior ~ nothings ever good enough",1
"2020","gianni & kyle ~ she's no angel",1
"2020","whiterosemoxie ~ whitegold",1
"2021","$NOT ~ - TRAGEDY +",1
"2021","Calvin Harris ~ 18 Months",1
"2021","Latitia ~ 1984",1
"2021","Joey Bada$$ ~ 1999",1
"2021","Dr. Dre ~ 2001",1
"2021","A Boogie Wit da Hoodie ~ 24 Hours (feat. Lil Durk)",1
"2021","Andy Williams ~ 40 Christmas Classics",1
"2021","Umberto Giordano ~ 40 Most Beautiful Arias",1
"2021","The Beach Boys ~ 50 Big Ones: Greatest Hits",1
"2021","FEDUK ~ <U+0419><U+0410><U+0419>",1
"2021","LIZER ~ <U+041D><U+0435> <U+0410><U+043D><U+0433><U+0435><U+043B>",1
"2021","Skryptonite ~ <U+041F><U+0440><U+0430><U+0437><U+0434><U+043D><U+0438><U+043A> <U+043D><U+0430> <U+0443><U+043B><U+0438><U+0446><U+0435> 36",1
"2021","<U+30BB><U+30AD><U+30C8><U+30AA>.<U+30B7><U+30B2><U+30AA> ~ <U+30B9><U+30DA><U+30B7><U+30E3><U+30EB>.<U+30B5><U+30A6><U+30F3><U+30C9>.<U+30BB><U+30EC><U+30AF><U+30B7><U+30E7><U+30F3> -<U+30B6>.<U+30EF><U+30FC><U+30C9>-",1
"2021","Moneybagg Yo ~ A Gangsta's Pain",1
"2021","Brous One ~ A Tarde Notte",1
"2021","KALEO ~ A/B",1
"2021","Pop Smoke ~ AP",1
"2021","G. V. Prakash ~ Aadukalam (Original Motion Picture Soundtrack)",1
"2021","halfpastseven ~ Abu Dhabi",1
"2021","SoFaygo ~ After Me",1
"2021","Steely Dan ~ Aja",1
"2021","Passenger ~ All the Little Lights",1
"2021","Kendrick Lamar ~ Alright",1
"2021","Wale ~ Ambition",1
"2021","Jake Owen ~ American Love",1
"2021","Kenny Mason ~ Angelic Hoodrat: Supercut",1
"2021","KISS ~ Animalize",1
"2021","Annamayya Keerthana ~ Annamayya",1
"2021","Mano ~ April 1st Vidudala",1
"2021","SwuM ~ Audi",1
"2021","Richie Rych ~ August",1
"2021","Miramare ~ Azure Blue",1
"2021","BANNERS ~ BANNERS",1
"2021","Aries ~ BELIEVE IN ME, WHO BELIEVES IN YOU",1
"2021","Tyler, The Creator ~ BEST INTEREST",1
"2021","Big Time Rush ~ BTR",1
"2021","KAYTRANADA ~ BUBBA",1
"2021","AC/DC ~ Back In Black",1
"2021","Steve Winwood ~ Back In The High Life",1
"2021","Curren$y ~ Back at Burnie's",1
"2021","James Arthur ~ Back from the Edge",1
"2021","Dee Watkins ~ Bad Ass Jit",1
"2021","Dev Negi ~ Badrinath Ki Dulhania",1
"2021","Smino ~ Baguetti (with JID & Kenny Beats)",1
"2021","JID ~ Ballads (with Conway The Machine)",1
"2021","Salim-Sulaiman ~ Band Baaja Baaraat",1
"2021","Wings ~ Band On The Run",1
"2021","Vishal Dadlani ~ Bang Bang",1
"2021","Matt Maeson ~ Bank On The Funeral",1
"2021","Hippo Campus ~ Bashful Creatures",1
"2021","Novo Amor ~ Bathing Beach",1
"2021","Comethazine ~ Bawskee",1
"2021","Rex Orange County ~ Bcos U Will Never B Free",1
"2021","Ludwig van Beethoven ~ Beethoven: Piano Sonatas Nos.21""""Waldstein"""", 26 """"Les Adieux"""" & 23 """"Appassionata""""",1
"2021","Hubert Daviz ~ Before Sunrise",1
"2021","Justin Bieber ~ Believe",1
"2021","LuvBug ~ Best Is Yet To Come",1
"2021","P. Susheela ~ Best Of P. Susheela",1
"2021","The J. Geils Band ~ Best Of The J. Geils Band",1
"2021","NEIKED ~ Better Days (NEIKED x Mae Muller x Polo G)",1
"2021","Alifia, Sonu Kakkar, Bob ~ Bewafaa",1
"2021","Shankar-Ehsaan-Loy ~ Bhaag Milkha Bhaag (Original Motion Picture Soundtrack)",1
"2021","Arunmozhi ~ Bharathi Kannamma (Original Motion Picture Soundtrack)",1
"2021","Kevin Gates ~ Big Gangsta",1
"2021","EST Gee ~ Bigger Than Life Or Death",1
"2021","Sahara ~ Billo Hai (feat. Manj Musik & Raftaar)",1
"2021","Yuvan Shankar Raja ~ Biriyani (Original Motion Picture Soundtrack)",1
"2021","Bryson Tiller ~ Blame",1
"2021","DaBaby ~ Blank Blank",1
"2021","Santino Le Saint ~ Blue Pill",1
"2021","Logic ~ Bobby Tarantino II",1
"2021","Sam Hunt ~ Body Like A Back Road",1
"2021","Atif Aslam ~ Bol",1
"2021","Fivio Foreign ~ Bop It (feat. Polo G)",1
"2021","Redlight King ~ Born to Rise",1
"2021","42 Dugg ~ Bounce Back",1
"2021","Mvdk ~ Bourbon Street Jazz",1
"2021","The Black Keys ~ Brothers",1
"2021","Saba ~ Bucket List Project",1
"2021","Zmeyev ~ Bumpin",1
"2021","PARTYNEXTDOOR ~ COLOURS 2",1
"2021","Aries ~ CONVERSATIONS",1
"2021","Crosby, Stills & Nash ~ CSN",1
"2021","Jaden ~ CTV3: Cool Tape Vol. 3",1
"2021","SSGKobe ~ Calabasas",1
"2021","Train ~ California 37",1
"2021","Jon Pardi ~ California Sunrise",1
"2021","Big Time Rush ~ Call It Like I See It",1
"2021","Lil Tjay ~ Calling My Phone",1
"2021","Louk ~ Can We Talk",1
"2021","Zedd ~ Candyman",1
"2021","PLVTINUM ~ Champagne & Sunshine (Ellusive Remix)",1
"2021","Cap Kendricks ~ Change Places",1
"2021","Michael Buble ~ Christmas",1
"2021","Coldplay ~ Christmas Lights",1
"2021","The Beach Boys ~ Christmas With The Beach Boys",1
"2021","Franz Liszt ~ Classical Music Anthology Volume I",1
"2021","Neeraj Shridhar ~ Cocktail",1
"2021","Jay & The Americans ~ Come A Little Bit Closer: The Best Of Jay & The Americans",1
"2021","Carolina Liar ~ Coming To Terms",1
"2021","Usher ~ Confessions",1
"2021","John Mayer ~ Continuum",1
"2021","khaderbai ~ Cornerloops, Vol. 5",1
"2021","A$AP Mob ~ Cozy Tapes Vol. 2: Too Cozy",1
"2021","Noisestorm ~ Crab Rave",1
"2021","Eearz ~ Creed II: The Album",1
"2021","Crosby, Stills & Nash ~ Crosby, Stills & Nash",1
"2021","Village People ~ Cruisin'",1
"2021","Migos ~ Culture III",1
"2021","D. Savage ~ D Phoenix",1
"2021","Pusha T ~ DAYTONA",1
"2021","Mnogoznaal ~ DOF",1
"2021","Future ~ DS2",1
"2021","Big Sean ~ Dark Sky Paradise",1
"2021","David Bowie ~ David Bowie (aka Space Oddity)",1
"2021","Vani Jairam ~ Deerga Sumangali (Original Motion Picture Soundtrack)",1
"2021","Nouman Khalid ~ Desi Thumka (feat. Osama Com Laude)",1
"2021","A$AP NAST ~ Designer Boi",1
"2021","Lil Tjay ~ Destined 2 Win",1
"2021","The Jackson 5 ~ Diana Ross Presents The Jackson 5",1
"2021","Polo G ~ Die A Legend",1
"2021","Yashita Sharma ~ Dil Dhadakne Do",1
"2021","Neha Kakkar ~ Dil Ko Karaar Aaya",1
"2021","Cream ~ Disraeli Gears",1
"2021","Purrple Cat ~ Distant Worlds",1
"2021","Kevin Gates ~ Diva (feat. Don Toliver)",1
"2021","madmax ~ Divinity Of Space",1
"2021","The Chainsmokers ~ Don't Let Me Down",1
"2021","Dua Lipa ~ Don't Start Now",1
"2021","KISS ~ Double Platinum",1
"2021","Ghantasala ~ Doyen of Tollywood - ANR",1
"2021","Faith Hill ~ Dr. Seuss' How The Grinch Stole Christmas",1
"2021","Dreamgirl ~ Dreamgirl",1
"2021","Meek Mill ~ Dreams and Nightmares",1
"2021","KISS ~ Dressed To Kill",1
"2021","Teo ~ Drifting Away",1
"2021","Don Toliver ~ Drugs N Hella Melodies (feat. Kali Uchis)",1
"2021","Duke Ellington ~ Duke Ellington & John Coltrane",1
"2021","KISS ~ Dynasty",1
"2021","Headie One ~ EDNA",1
"2021","Bad Bunny ~ EL ULTIMO TOUR DEL MUNDO",1
"2021","Butcher Brown ~ ENCORE",1
"2021","JPEGMAFIA ~ EP!",1
"2021","The Carters ~ EVERYTHING IS LOVE",1
"2021","paris91 ~ Edith",1
"2021","Ella Mai ~ Ella Mai",1
"2021","Elvis Presley ~ Elvis' Christmas Album",1
"2021","Uma Ramanan ~ Enakkaga Kaathiru - Malargale Malarungal - Ulagam Piranthathu Enakkaga - Vasanthathil Oru Vanavi",1
"2021","Eminem ~ Encore",1
"2021","Jacob Sigman ~ Episode 1",1
"2021","Olympic Ayres ~ Episode III",1
"2021","Morpheus Two ~ Eremito",1
"2021","Elijah Lee ~ Escapade",1
"2021","Lil Uzi Vert ~ Eternal Atake",1
"2021","Edith Piaf ~ Eternelle",1
"2021","Logic ~ Everybody",1
"2021","Trippie Redd ~ Excitement",1
"2021","Survivor ~ Eye Of The Tiger",1
"2021","The Kid LAROI ~ F*CK LOVE 3: OVER YOU",1
