"Year","Album","Plays"
"2018","Calvin Harris ~ This Is What You Came For",5
"2018","DJ Khaled ~ We The Best Forever",5
"2019","Bruno Mars ~ 24K Magic",5
"2019","Queen ~ A Kind of Magic",5
"2019","Berlioz ~ A Letter Home",5
"2019","Trippie Redd ~ A Love Letter To You 3",5
"2019","Libor Kolman ~ A une passante",5
"2019","Eoin Henderson ~ Across the river",5
"2019","Kendrick Lamar ~ All The Stars (with SZA)",5
"2019","Guns N' Roses ~ Appetite For Destruction",5
"2019","Otto Wahl ~ Awakening",5
"2019","Vikingur Olafsson ~ Bach Reworks",5
"2019","Paul McCartney ~ Back In The U.S.",5
"2019","Rosie Carney ~ Bare",5
"2019","Novo Talos ~ Carry On",5
"2019","S.A. Karl ~ Castor / Pollux",5
"2019","Tory Lanez ~ Chixtape 5",5
"2019","Once Proven ~ Closing In On Reality",5
"2019","Robert Haigh ~ Creatures of the Deep",5
"2019","Johannes Bornlof ~ Dear Sleep",5
"2019","Maya Astrom ~ Den kvallen jag sag dig",5
"2019","Lil Baby ~ Drip Too Hard",5
"2019","Enno Aare ~ Enno Aare",5
"2019","Chris Brown ~ F.A.M.E.",5
"2019","Aaron Lansing ~ Faded Dreams",5
"2019","Heike Blau ~ Fernweh",5
"2019","Kylian Rebour ~ Fields",5
"2019","Martin Greenbaum ~ Folk Dances",5
"2019","Adam Fincher ~ Forrester",5
"2019","Amine ~ Good For You",5
"2019","Juice WRLD ~ Goodbye & Good Riddance",5
"2019","Sophie Hutchings ~ Grace",5
"2019","Melanie Adler ~ Gratitude",5
"2019","Marshmello ~ Here With Me",5
"2019","Valbona Ceferin ~ Hvalezni",5
"2019","Gesaffelstein ~ Hyperion",5
"2019","Daigo Hanada ~ Ichiru",5
"2019","Drake ~ If You're Reading This It's Too Late",5
"2019","Sigri?ur ~ Interconnectivity",5
"2019","Davorka Poljak ~ Isonzo",5
"2019","Sunday Service Choir ~ Jesus Is Born",5
"2019","Nils Frahm ~ Keys",5
"2019","Trippie Redd ~ LIFE'S A TRIP",5
"2019","Aleksy Wysocki ~ Lato",5
"2019","Dimitri Stockl ~ Leave Me",5
"2019","The Rolling Stones ~ Let It Bleed",5
"2019","Minik Jakobsen ~ Limerence",5
"2019","BlocBoy JB ~ Look Alive (feat. Drake)",5
"2019","Odin Sorlie ~ Lucida",5
"2019","Samuel Lindon ~ Meadow Mornings",5
"2019","Mia Strass ~ Mid-Life",5
"2019","Karin Borg ~ Norrsken",5
"2019","Ozymandias ~ Nos Annees Troubles",5
"2019","Regina Mira ~ October",5
"2019","Claire Pinette ~ Petit a petit, l'oiseau fait son nid",5
"2019","Sebastian Zawadzki ~ Piano Works, Vol. 3",5
"2019","Otto A. Totland ~ Pino",5
"2019","Birdman ~ Pricele$$",5
"2019","Evelyn Stein ~ Quiet resource",5
"2019","Mike WiLL Made-It ~ Ransom 2",5
"2019","Jen Libby ~ Remembrance",5
"2019","Robin Bennich ~ Resilient",5
"2019","Plinki Plonki ~ Reul",5
"2019","Bruno Bavota ~ Selected Works",5
"2019","Lionel Scardino ~ Sinestesia",5
"2019","Poppy Ackroyd ~ Sketches",5
"2019","Agni Bjark ~ Snow",5
"2019","Joep Beving ~ Solipsism",5
"2019","Charlie Key ~ Song for A",5
"2019","Gabriel Olafs ~ Staircase Sonata",5
"2019","Lambert ~ Stay In The Dark",5
"2019","MAX ~ Still New York (feat. Joey Bada$$)",5
"2019","Eamonn Watt ~ Sweetest Dreams",5
"2019","Max Richter ~ Taboo",5
"2019","Eik Octobre ~ Take Me Somewhere Else",5
"2019","The Arcadian Wild ~ The Arcadian Wild",5
"2019","Berner ~ The Big Pescado",5
"2019","Koral Banko ~ The Nomad",5
"2019","Chad Lawson ~ The Piano",5
"2019","Alexis Ffrench ~ The Piano Whisperer",5
"2019","Tomasz Kraal ~ The Swan",5
"2019","Chad Lawson ~ The Waning Moon",5
"2019","Saddest Girl In The World ~ Tomorrow EP",5
"2019","Charles Bolt ~ Tone of Love",5
"2019","Eamonn Watt ~ Truly Yours",5
"2019","Sarah Spring ~ Under Cold Water",5
"2019","Tomasz Kraal ~ Valse Glacee",5
"2019","Helene Roche ~ Veracity",5
"2019","Harry Bergqvist ~ Vidablick",5
"2019","Ricki Westberg ~ When We First Met",5
"2019","SYML ~ Where's My Love",5
"2019","Peter Cavallo ~ You And Me",5
"2019","Ski Mask The Slump God ~ You Will Regret",5
"2019","Rex Orange County ~ You've Got a Friend in Me",5
"2019","Bionda van der Ham ~ Zomer",5
"2019","Jean-Michel Blais ~ eviction sessions",5
"2019","Sabine Paulet ~ flaner",5
"2020","The Script ~ #3",5
"2020","Richie Havens ~ 20th Century Masters: The Millennium Collection: Best Of Richie Havens",5
"2020","Trippie Redd ~ A Love Letter To You 3",5
"2020","Creedence Clearwater Revival ~ Bayou Country",5
"2020","Imran Khan ~ Bewafa",5
"2020","Kodak Black ~ Bill Israel",5
"2020","Nico & Vinz ~ Black Star Elephant",5
"2020","Melanie ~ Born to Be",5
"2020","Blood, Sweat & Tears ~ Child Is Father To The Man",5
"2020","Aretha Franklin ~ Divas Live",5
"2020","The J. Geils Band ~ Freeze Frame",5
"2020","Daft Punk ~ Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]",5
"2020","Coldplay ~ Ghost Stories",5
"2020","Bantu ~ Jackie Chan",5
"2020","Asha Bhosle ~ Kashmir Ki Kali (Original Motion Picture Soundtrack)",5
"2020","Childish Gambino ~ Kauai",5
"2020","KYLE ~ Moment (feat. Wiz Khalifa)",5
"2020","Mountain ~ Mountain",5
"2020","Led Zeppelin ~ Physical Graffiti",5
"2020","Billy Joel ~ Piano Man (Legacy Edition)",5
"2020","Kodak Black ~ Project Baby 2: All Grown Up",5
"2020","Akon ~ Ra-One",5
"2020","Young Thug ~ So Much Fun",5
"2020","YG ~ Still Brazy",5
"2020","Giveon ~ TAKE TIME",5
"2020","Canned Heat ~ The Best Of Canned Heat",5
"2020","Avicii ~ The Days / Nights",5
"2020","Avicii ~ True",5
"2020","Logic ~ Under Pressure",5
"2020","Wings ~ Wings Greatest",5
"2021","The Beatles ~ A Hard Day's Night",5
"2021","The Score ~ ATLAS",5
"2021","Neha Kakkar ~ Aankh Marey (From """"Simmba"""")",5
"2021","Flovry ~ Ages Ago",5
"2021","Amar Arshi ~ Baar Baar Dekho",5
"2021","Hoogway ~ Beauty In All Forms",5
"2021","brillion. ~ Bedtime Stories Pt. 3",5
"2021","Jhove ~ Before You Go",5
"2021","Daniel Caesar ~ CASE STUDY 01",5
"2021","Meek Mill ~ Championships",5
"2021","Osibih ~ Come Closer",5
"2021","Lata Mangeshkar ~ Diamonds Forever - Lata Mangeshkar",5
"2021","Don Toliver ~ Diva",5
"2021","Rainbow ~ Down To Earth",5
"2021","6LACK ~ East Atlanta Love Letter",5
"2021","Veorra ~ Emerald",5
"2021","Fetty Wap ~ Fetty Wap",5
"2021","Amine ~ Good For You",5
"2021","Elton John ~ Honky Chateau",5
"2021","Kanye West ~ Hurricane",5
"2021","Briston Maroney ~ Indiana",5
"2021","Kid Cudi ~ Indicud",5
"2021","JACKBOYS ~ JACKBOYS",5
"2021","J. Cole ~ MIDDLE CHILD",5
"2021","Gotye ~ Making Mirrors",5
"2021","Lata Mangeshkar ~ Masterworks Lata Mangeshkar",5
"2021","Pop Smoke ~ Meet The Woo",5
"2021","Dwn2earth ~ Mutombo",5
"2021","David Guetta ~ Nothing but the Beat 2.0",5
"2021","Justin Bieber ~ Purpose",5
"2021","Aitch ~ Rain",5
"2021","trxxshed ~ Retro Colors",5
"2021","The Beatles ~ Revolver",5
"2021","Veorra ~ Ruby",5
"2021","Marshmello ~ Silence",5
"2021","A.R. Rahman ~ Slumdog Millionaire - Music From The Motion Picture",5
"2021","Gunna ~ Sold Out Dates (feat. Lil Baby)",5
"2021","Wallows ~ Spring EP",5
"2021","Giveon ~ TAKE TIME",5
"2021","The Animals ~ The Animals",5
"2021","Machine Gun Kelly ~ Tickets To My Downfall",5
"2021","Avicii ~ True",5
"2021","OneRepublic ~ Waking Up",5
"2021","Casiio ~ Wondering",5
"2021","steezy prime ~ beyond the pines",5
"2021","Billie Eilish ~ dont smile at me",5
"2021","Taylor Swift ~ evermore",5
"2021","girl in red ~ i wanna be your girlfriend",5
"2022","The Beatles ~ A Hard Day's Night",5
"2022","Quinn XCII ~ A Letter To My Younger Self",5
"2022","Aerosmith ~ Aerosmith",5
"2022","Magic System ~ Africainement votre",5
"2022","Jay Sean ~ All Or Nothing",5
"2022","Kesha ~ Animal",5
"2022","Young Dolph ~ Aspen",5
"2022","Don Toliver ~ Back Up (feat. Wiz Khalifa)",5
"2022","Wiz Khalifa ~ Bake Sale (feat. Travis Scott)",5
"2022","Chief Keef ~ Bang 3",5
"2022","Sada Baby ~ Bartier Bounty",5
"2022","Don Toliver ~ Best You Had",5
"2022","Jean Dawson ~ CHAOS NOW*",5
"2022","Aries ~ CONVERSATIONS",5
"2022","Childish Gambino ~ Camp",5
"2022","Bryce Vine ~ Carnival",5
"2022","Mike WiLL Made-It ~ Creed II: The Album",5
"2022","Journey ~ Departure",5
"2022","Lil Tjay ~ Destined 2 Win",5
"2022","Rainbow ~ Down To Earth",5
"2022","Journey ~ Escape",5
"2022","benny blanco ~ FRIENDS KEEP SECRETS",5
"2022","Jonas Blue ~ Fast Car",5
"2022","Steve Lacy ~ Gemini Rights",5
"2022","The Turtles ~ Happy Together",5
"2022","Lil Baby ~ Harder Than Ever",5
"2022","BJ The Chicago Kid ~ In My Mind",5
"2022","Benzz ~ Je M'appelle",5
"2022","DaBaby ~ KIRK",5
"2022","Led Zeppelin ~ Led Zeppelin III",5
"2022","Tame Impala ~ Lonerism",5
"2022","Brent Faiyaz ~ Make Luv",5
"2022","Rascal Flatts ~ Me And My Gang",5
"2022","Ariana Grande ~ My Everything",5
"2022","OneRepublic ~ Native",5
"2022","REASON ~ New Beginnings",5
"2022","Migos ~ No Label II",5
"2022","Frank Ocean ~ Novacane",5
"2022","Rex Orange County ~ OPEN A WINDOW (feat. Tyler, The Creator)",5
"2022","Kendrick Lamar ~ Overly Dedicated",5
"2022","Jean Dawson ~ PIRATE RADIO*",5
"2022","The Beach Boys ~ Pet Sounds",5
"2022","Jean Dawson ~ Pixel Bath",5
"2022","Selena Gomez ~ Rare",5
"2022","Hippo Campus ~ South",5
"2022","Rae Sremmurd ~ SremmLife",5
"2022","Lil Baby ~ Street Gossip",5
"2022","Childish Gambino ~ Summer Pack",5
"2022","The Animals ~ The Animals",5
"2022","JAY-Z ~ The Blueprint 3",5
"2022","Avicii ~ The Days / Nights",5
"2022","Electric Light Orchestra ~ The Essential Electric Light Orchestra",5
"2022","Lil Uzi Vert ~ The Perfect LUV Tape",5
"2022","G-Eazy ~ These Things Happen",5
"2022","Trey Songz ~ Tremaine the Album",5
"2022","Billie Eilish ~ WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",5
"2022","OneRepublic ~ Waking Up",5
"2022","Arctic Monkeys ~ Whatever People Say I Am, That's What I'm Not",5
"2022","Yukmouth ~ Yukmouth Presents: United Ghettos of America",5
"2022","Young Thug ~ pick up the phone",5
"2022","Kendrick Lamar ~ untitled 07 | levitate",5
"2016","Sweet ~ Desolation Boulevard",4
"2016","Chocolate Puma ~ I Can't Understand",4
"2016","Capital Cities ~ In A Tidal Wave Of Mystery",4
"2016","Dada Life ~ Kick Out The Epic Motherf**ker",4
"2016","Meghan Trainor ~ NO",4
"2016","Tchami ~ Untrue",4
"2017","Fetty Wap ~ 679 (feat. Remy Boyz)",4
"2017","Guns N' Roses ~ Appetite For Destruction",4
"2017","Migos ~ Culture",4
"2017","Pitbull ~ Global Warming: Meltdown",4
"2017","XXXTENTACION ~ Look At Me!",4
"2017","Drake ~ Nothing Was The Same",4
"2017","NF ~ Perception",4
"2017","Black Eyed Peas ~ THE E.N.D. (THE ENERGY NEVER DIES)",4
"2017","Usher ~ Versus",4
"2017","Drake ~ What A Time To Be Alive",4
"2017","Portugal. The Man ~ Woodstock",4
"2018","Taylor Swift ~ 1989",4
"2018","Adele ~ 21",4
"2018","Green Day ~ 21st Century Breakdown",4
"2018","Queen ~ A Day At The Races",4
"2018","Zo ~ Born 2 Ball",4
"2018","Bruno Mars ~ Doo-Wops & Hooligans",4
"2018","Meek Mill ~ Dreams and Nightmares",4
"2018","Daft Punk ~ Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]",4
"2018","Green Day ~ Greatest Hits: God's Favorite Band",4
"2018","Future ~ HNDRXX",4
"2018","The Turtles ~ Happy Together",4
"2018","Shawn Mendes ~ Illuminate",4
"2018","Sam Smith ~ In The Lonely Hour",4
"2018","Future ~ Mask Off (feat. Kendrick Lamar)",4
"2018","ZAYN ~ Mind Of Mine",4
"2018","Flo Rida ~ My House",4
"2018","Lil Mosey ~ Northsbest",4
"2018","Lil Skies ~ Nowadays (feat. Landon Cube)",4
"2018","Death Cab for Cutie ~ Plans",4
"2018","Quality Control ~ Quality Control: Control The Streets Volume 1",4
"2018","Flo Rida ~ R.O.O.T.S. (Route of Overcoming the Struggle)",4
"2018","BROCKHAMPTON ~ SATURATION III",4
"2018","Drake ~ Summer Sixteen",4
"2018","Post Malone ~ Sunflower",4
"2018","Eurythmics ~ Sweet Dreams (Are Made Of This)",4
"2018","Lil Wayne ~ Tha Carter III",4
"2018","Justin Timberlake ~ The 20/20 Experience",4
"2018","The Beatles ~ The Beatles 1967 - 1970",4
"2018","NF ~ Therapy Session",4
"2018","Gucci Mane ~ Tone it Down (feat. Chris Brown)",4
"2018","Jhene Aiko ~ Trip",4
"2018","Travis Scott ~ Watch (feat. Lil Uzi Vert & Kanye West)",4
"2018","Yung Gravy ~ Yung Gravity",4
"2018","Kodak Black ~ ZEZE (feat. Travis Scott & Offset)",4
"2019","Zoe de Vera ~ 19",4
"2019","XXXTENTACION ~ ?",4
"2019","Max Richter ~ A Catalogue Of Afternoons",4
"2019","James Spiteri ~ A New Beginning",4
"2019","Piotr Miteska ~ A Prominent Response",4
"2019","Eamonn Watt ~ A Simple Little Lullaby",4
"2019","Laura Frey ~ Acacia",4
"2019","Max Swan ~ After The Rain",4
"2019","Petra Birgisdottir ~ Akureyri",4
"2019","Sumsar ~ Amorous Rebound",4
"2019","Saeko Seki ~ Aoyama Bochi",4
"2019","Laetitia Dostie ~ Apres la pluie",4
"2019","Shaun Taylor McManus ~ Ascend",4
"2019","Kyle McEvoy ~ Ashokan",4
"2019","Tonie Green ~ Away",4
"2019","Joji ~ BALLADS 1",4
"2019","Drake ~ Back To Back",4
"2019","Peter Sandberg ~ Balm",4
"2019","Juice WRLD ~ Bandit (with YoungBoy Never Broke Again)",4
"2019","Lo Mimieux ~ Berceuse",4
"2019","Renato Luigi ~ Bergamo",4
"2019","Peter Bradley Adams ~ Between Us",4
"2019","Sufi Ellman ~ Bliss",4
"2019","Dustin O'Halloran ~ Breathe In (Original Motion Picture Soundtrack)",4
"2019","Bazzi ~ COSMIC",4
"2019","Una Luna ~ Calm At Last",4
"2019","Zwera ~ Causality",4
"2019","Alexandra Streliski ~ Changing Winds",4
"2019","Edward Elysseus ~ Clear Blue Skies",4
"2019","8th Floor Wide ~ Cor Meum",4
"2019","Jensine Fleischer ~ Dalliance",4
"2019","Lorraine J. Kovach ~ Dear Lara",4
"2019","Kylian Rebour ~ Different Beginning",4
"2019","Peter Sandberg ~ Dismantle",4
"2019","Max Swan ~ Downstreams",4
"2019","Matt van Stern ~ En Technicolor",4
"2019","Steven Mudd ~ Evoluer: Solo Piano",4
"2019","Jozef Gatysik ~ Evolutionistically Yours",4
"2019","DJ Khaled ~ Father Of Asahd",4
"2019","Blue Oyster Cult ~ Fire of Unknown Origin",4
"2019","Tyler, The Creator ~ Flower Boy",4
"2019","Gabriel Parker ~ Fractions",4
"2019","$NOT ~ GOSHA",4
"2019","Figgy Malone ~ Hope And Glory",4
"2019","Tom Merrall ~ Hopedale",4
"2019","Hugar ~ Hugar",4
"2019","Leyton Stills ~ Human",4
"2019","Santo Trevisani ~ If you ever change your mind",4
"2019","Annebelle Coenraad ~ Ik blijf hier nog wel even",4
"2019","Alec Windt ~ In Love",4
"2019","Ruben Galloway ~ In The Stillness",4
"2019","The Lemonheads ~ It's A Shame About Ray",4
"2019","Dario Marianelli ~ Jane Eyre - Original Motion Picture Soundtrack",4
"2019","French Montana ~ Jungle Rules",4
"2019","Karin Borg ~ Kebnekajse",4
"2019","Alida Sorby ~ Kjareste",4
"2019","Jitka Kubr ~ Komorebi",4
"2019","Piano Novel ~ La Clairiere",4
"2019","Samuel Lindon ~ La tour",4
"2019","Tosh Moller ~ Langsel",4
"2019","Flipp Dinero ~ Leave Me Alone",4
"2019","Hermann ~ Leaves",4
"2019","KYLE ~ Light of Mine",4
"2019","Novo Talos ~ Longevity",4
"2019","Robin Bennich ~ Looking Forward, Looking Backward",4
"2019","Slow Fade Sailors ~ Lovers in No Mind's Land",4
"2019","Tristan Eckerson ~ Luz",4
"2019","Riccardo Lettiere ~ Magari",4
"2019","Snow in April ~ Magnolia",4
"2019","Oskar Schuster ~ Maribel",4
"2019","Robin Bennich ~ Mirage",4
"2019","Frano Stanic ~ Misli na tebe",4
"2019","A.K. ~ Model Minority",4
"2019","Simeon Walker ~ Mono",4
"2019","Sia ~ Mountains",4
"2019","Flo Rida ~ My House",4
"2019","Aaron Lansing ~ Naive Spin",4
"2019","Lummus Park ~ Ocean And 17th",4
"2019","American Authors ~ Oh, What A Life",4
"2019","Jacob David ~ Omkuld",4
"2019","Josh McCausland ~ Opus 30",4
"2019","Darrell Boxman ~ Oudewater",4
"2019","Beta Radio ~ Our Remains",4
"2019","Lucas Vendrai ~ Pas de deux",4
"2019","Romaine LaGrande ~ Pense a moi",4
"2019","Dmitry Evgrafov ~ Pereehali",4
"2019","Floriscope ~ Petals",4
"2019","The Daydream Club ~ Piano Project",4
"2019","Alexandra Streliski ~ Pianoscope",4
"2019","Alexandra Streliski ~ Plus tot",4
"2019","Quality Control ~ Quality Control: Control The Streets Volume 2",4
"2019","Oneke ~ Rays of Hope",4
"2019","dvsn ~ SEPT 5TH",4
"2019","Henrietta Kuipers ~ Salvatore",4
"2019","Hayden Cargile ~ Scarlet Macaw",4
"2019","Mbo Mentho ~ Sea Mist",4
"2019","Franz Gordon ~ Shadowman's Waltz",4
"2019","Viljar Iversen ~ Silhuett",4
"2019","Elliot Ziegler ~ Sleepless",4
"2019","A.R. Rahman ~ Slumdog Millionaire - Music From The Motion Picture",4
"2019","Drake ~ So Far Gone",4
"2019","Gavin Luke ~ Solace",4
"2019","Christopher Dicker ~ Solitaire",4
"2019","Piano Novel ~ Songe",4
"2019","Black Elk ~ Sparks",4
"2019","Piotr Miteska ~ Squares of Life",4
"2019","Ola Gjeilo ~ Still",4
"2019","Lil Mosey ~ Stuck In A Dream (feat. Gunna)",4
"2019","Ana Olgica ~ Sugarcane",4
"2019","Rex Orange County ~ Sunflower",4
"2019","Csizmazia Etel ~ Szerelem",4
"2019","Bela Nemeth ~ Talisman Stallion",4
"2019","Dustin O'Halloran ~ The Beauty Inside (Original Film Score)",4
"2019","Max Richter ~ The Blue Notebooks",4
"2019","Chad Lawson ~ The Broad Sun",4
"2019","Relajar ~ The Diary",4
"2019","Electric Light Orchestra ~ The Essential Electric Light Orchestra",4
"2019","Otto A. Totland ~ The Lost",4
"2019","Milo Edale ~ The Piano Inside",4
"2019","Melanie Adler ~ The Thing With Feathers",4
"2019","Hreidar ~ The Way There",4
"2019","Bela Nemeth ~ This Moment",4
"2019","Gian Marco Castro ~ Through Your Eyes",4
"2019","Jan Kubec ~ Touzebny",4
"2019","Heinz Goldblatt ~ Traveling",4
"2019","Julius Aston ~ Trieste",4
"2019","8th Floor Wide ~ Valentine",4
"2019","Eric Badanti ~ Vals De Rodrigues",4
"2019","Migos ~ Versace (feat. Drake) [Remix] - Single",4
"2019","Mae Ji-Yoon ~ Vibrations",4
"2019","Sergio Diaz De Rojas ~ Waltz",4
"2019","San Holo ~ We Rise",4
"2019","Louis Armstrong ~ What A Wonderful World",4
"2019","Carl Easterling ~ When in doubt",4
"2019","Duckwrth ~ an XTRA UUGLY Mixtape",4
"2019","Klaus Weissmuller ~ fabienne",4
"2019","Young Thug ~ pick up the phone",4
"2019","Ariana Grande ~ thank u, next",4
"2020","Salil Chowdhury ~ Aakhri Badla (Original Motion Picture Soundtrack)",4
"2020","Neha Kakkar ~ Aankh Marey (From """"Simmba"""")",4
"2020","Jay Sean ~ All Or Nothing",4
"2020","Bryson Tiller ~ Always Forever",4
"2020","JAY VANILLA ~ Antoine",4
"2020","Twenty One Pilots ~ Blurryface",4
"2020","Country Joe & The Fish ~ C.J. Fish",4
"2020","Drake ~ Care Package",4
"2020","Meek Mill ~ Championships",4
"2020","Creedence Clearwater Revival ~ Chronicle: 20 Greatest Hits",4
"2020","Hoodie Allen ~ Crew Cuts",4
"2020","Sweetwater ~ Cycles:The Reprise Collection",4
"2020","Baby Keem ~ DIE FOR MY BITCH",4
"2020","Mustard ~ Dangerous World (feat. Travis Scott & YG)",4
"2020","R.E.M. ~ Document (R.E.M. No. 5)",4
"2020","Mac Miller ~ GO:OD AM",4
"2020","The Incredible String Band ~ I Looked Up",4
"2020","Drake ~ If You're Reading This It's Too Late",4
"2020","Frank Ocean ~ In My Room",4
"2020","The Lemonheads ~ It's A Shame About Ray",4
"2020","JACKBOYS ~ JACKBOYS",4
"2020","Brent Faiyaz ~ Lost",4
"2020","Joey Bada$$ ~ Love Is Only a Feeling",4
"2020","Richie Havens ~ Paris Live 1969",4
"2020","NF ~ Perception",4
"2020","Sad Frosty ~ Playground",4
"2020","Chris Brown ~ Questions",4
"2020","The Band ~ Rock Of Ages",4
"2020","Arlo Guthrie ~ Running Down the Road (Remastered)",4
"2020","Sha Na Na ~ Sha Na Na",4
"2020","Ta-ku ~ Somehow / Remember Me",4
"2020","Brent Faiyaz ~ Sonder Son",4
"2020","Joni Mitchell ~ Song to a Seagull",4
"2020","monte booker ~ Soulection White Label - Monte Booker",4
"2020","Blaccmass ~ Starseed",4
"2020","Kendrick Lamar ~ Swimming Pools (Drank)",4
"2020","Ten Years After ~ Ten Years After",4
"2020","Rahat Fateh Ali Khan ~ Tere Bin (From """"Simmba"""")",4
"2020","Lil Wayne ~ Tha Carter V",4
"2020","Joe Cocker ~ The Anthology",4
"2020","Macklemore & Ryan Lewis ~ The Heist",4
"2020","Eminem ~ The Marshall Mathers LP",4
"2020","Rich The Kid ~ The World Is Yours",4
"2020","Half Empty ~ Thermo EP",4
"2020","Jack Harlow ~ WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne)",4
"2020","Wale ~ Wow... That's Crazy",4
"2020","Kendrick Lamar ~ untitled 07 | levitate",4
"2021","XXXTENTACION ~ 17",4
"2021","Nicki Minaj ~ Beam Me Up Scotty",4
"2021","Ludwig van Beethoven ~ Beethoven: The Piano Sonatas",4
"2021","Hevi ~ Before It's Late",4
"2021","Van Halen ~ Best of Volume 1",4
"2021","Logic ~ Bobby Tarantino",4
"2021","J. Cole ~ Born Sinner",4
"2021","Tyler, The Creator ~ CALL ME IF YOU GET LOST",4
"2021","Jaden ~ CTV2",4
"2021","Frederic Chopin ~ Chopin: Nocturnes",4
"2021","Ellie Goulding ~ Close To Me (feat. Swae Lee)",4
"2021","Migos ~ Culture II",4
"2021","Frank Ocean ~ DHL",4
"2021","A.R. Rahman ~ Dil Se",4
"2021","6LACK ~ FREE 6LACK",4
"2021","Kainbeats ~ Finding Beauty",4
"2021","Tee Grizzley ~ From The D To The A (feat. Lil Yachty)",4
"2021","50 Cent ~ Get Rich Or Die Tryin'",4
"2021","Elton John ~ Goodbye Yellow Brick Road",4
"2021","Polo G ~ Hall of Fame",4
"2021","Post Malone ~ Hollywood's Bleeding",4
"2021","a-ha ~ Hunting High and Low",4
"2021","Capital Cities ~ In A Tidal Wave Of Mystery",4
"2021","ayokay ~ In the Shape of a Dream",4
"2021","Swedish House Mafia ~ Moth To A Flame",4
"2021","GROUPLOVE ~ Never Trust a Happy Song",4
"2021","Nirvana ~ Nevermind",4
