"Year","Artist","Plays"
"2022","Lil Wayne, Drake",4
"2022","Lit",4
"2022","Manic Street Preachers",4
"2022","Mario Judah",4
"2022","Men At Work",4
"2022","Natasha Bedingfield",4
"2022","Nick Jonas",4
"2022","Nicki Minaj",4
"2022","NxWorries, Knxwledge, H.E.R., Anderson .Paak",4
"2022","Offset, Metro Boomin",4
"2022","Oliver",4
"2022","One Direction",4
"2022","Outasight",4
"2022","Patrick Cc:, Malik",4
"2022","Pearl Jam",4
"2022","Plain White T's",4
"2022","Pooh Shiesty, Jack Harlow",4
"2022","Pusha T, Joey Bada$$",4
"2022","Q-Tip, GoonRock, Fergie",4
"2022","Quality Control, Lil Baby, Kodak Black",4
"2022","Quavo, Quality Control",4
"2022","Queen, David Bowie",4
"2022","Raleigh Ritchie",4
"2022","Ramones",4
"2022","Rascal Flatts",4
"2022","Recliner",4
"2022","Rio Da Yung Og",4
"2022","Rise Against",4
"2022","Robert DeLong",4
"2022","Russ",4
"2022","Saint Motel",4
"2022","Seddy Hendrinx",4
"2022","Sheck Wes, DJ Snake",4
"2022","ShooterGang Kony",4
"2022","Sia",4
"2022","Smash Mouth",4
"2022","Smino, Dreezy",4
"2022","Smokepurpp, Murda Beatz",4
"2022","Soulja Boy Tell 'Em",4
"2022","Steve Lacy",4
"2022","Sufjan Stevens",4
"2022","Supergrass",4
"2022","Taihaul",4
"2022","Tammi Terrell, Marvin Gaye",4
"2022","Tee Grizzley, Takeoff, Quality Control",4
"2022","The Animals",4
"2022","The Cab",4
"2022","The Cataracs, Far East Movement, Dev",4
"2022","The Chainsmokers",4
"2022","The Fratellis",4
"2022","The Goo Goo Dolls",4
"2022","The Naked and Famous",4
"2022","The Offspring",4
"2022","The Royal Concept",4
"2022","The Weeknd, Kendrick Lamar",4
"2022","The Who",4
"2022","Theophilus London",4
"2022","Thundercat",4
"2022","Thursday",4
"2022","Timmy Trumpet, Blasterjaxx",4
"2022","Tom Misch",4
"2022","Tom Petty",4
"2022","Travie McCoy",4
"2022","Trippie Redd, Cydnee with a C, Chris King",4
"2022","Trippie Redd, FOREVERANTiPoP",4
"2022","UGK, JAY-Z",4
"2022","Whitney Houston",4
"2022","Yo Gotti, Travis Scott, Quavo, Kanye West, Gucci Mane, Desiigner, Big Sean, 2 Chainz",4
"2022","Young Thug, Travis Scott, Metro Boomin",4
"2022","Yung Lean",4
"2022","blink-182",4
"2022","slowthai, A$AP Rocky",4
"2022","twenty one pilots",4
"2022","will.i.am, The Script",4
"2016","A Great Big World",3
"2016","Akon",3
"2016","Aloe Blacc",3
"2016","Beyonce",3
"2016","Bobby Shmurda",3
"2016","CGB",3
"2016","Chris Brown",3
"2016","Clipse",3
"2016","D12",3
"2016","DJ Kool",3
"2016","Dave East",3
"2016","Diplo",3
"2016","Dougie F",3
"2016","Drop City Yacht Club",3
"2016","Fashawn",3
"2016","G-Eazy, Borgore",3
"2016","Gang Starr",3
"2016","Greg Street, DJ Greg Street",3
"2016","Hoodie Allen",3
"2016","Ice Cube",3
"2016","Jerreau",3
"2016","Jeru the Damaja",3
"2016","Joe Ortiz Jr",3
"2016","Kehlani",3
"2016","Lil Dicky",3
"2016","Lil Wayne, Kanye West, Eminem, Drake",3
"2016","Lupe Fiasco, Guy Sebastian",3
"2016","MF DOOM",3
"2016","Nico & Vinz",3
"2016","Oh Wonder",3
"2016","PRhyme",3
"2016","Rick Ross",3
"2016","Sia, Angel Haze",3
"2016","Slaughterhouse",3
"2016","Sufjan Stevens",3
"2016","T-Wayne",3
"2016","T.I., JAY-Z",3
"2016","Ugly God",3
"2016","Wu-Tang Clan",3
"2016","YG",3
"2016","Zara Larsson, MNEK",3
"2016","Zedd, Aloe Blacc",3
"2016","mike.",3
"2017","Alabama Shakes",3
"2017","Baka Not Nice",3
"2017","Bibi Bourelly",3
"2017","Bobby Shmurda",3
"2017","Chris Brown",3
"2017","Coldplay",3
"2017","FUTURISTIC",3
"2017","Gerry Rafferty",3
"2017","Iggy Azalea",3
"2017","Jerreau",3
"2017","Jhene Aiko",3
"2017","Joey Purp",3
"2017","Kanye West, Charlie Wilson, Big Sean, Beyonce",3
"2017","Machine Gun Kelly, Camila Cabello",3
"2017","Matt Martians",3
"2017","Nate Ruess",3
"2017","Nick Colionne",3
"2017","Nicki Minaj, Gucci Mane",3
"2017","Portugal. The Man",3
"2017","Pressure",3
"2017","Problem",3
"2017","Quality Control, Offset, Lil Baby",3
"2017","Quavo, Quality Control, Nicki Minaj",3
"2017","SiR",3
"2017","Skylar Grey",3
"2017","Sounds of Blackness",3
"2017","TWENTY88",3
"2017","Tabby",3
"2017","Takeoff, Quavo, Quality Control, Offset",3
"2017","Trinidad James",3
"2017","Trippie Redd, Rocket Da Goon, Chris King",3
"2017","Young Thug, Quality Control, Lil Yachty",3
"2017","YoungBoy Never Broke Again",3
"2018","ANTKNEE",3
"2018","AWOLNATION",3
"2018","Albin Lee Meldau",3
"2018","B.o.B",3
"2018","Big Shaq",3
"2018","Brent Faiyaz",3
"2018","Bryce Vine",3
"2018","Cheech & Chong",3
"2018","Chiddy Bang",3
"2018","Clipse",3
"2018","Cordae, Almighty Jay",3
"2018","Dean Martin",3
"2018","Domo Genesis",3
"2018","Elvis Presley",3
"2018","GoldLink",3
"2018","Ike & Tina Turner",3
"2018","K. Johnny",3
"2018","Kanye West, DJ Premier",3
"2018","Kanye West, JAY-Z",3
"2018","Kennedy Parker",3
"2018","LSD",3
"2018","Link Wray",3
"2018","Michael Jackson",3
"2018","Michael Jackson, Drake",3
"2018","Mos Def, Kanye West, Al Be Back",3
"2018","My Morning Jacket",3
"2018","Nicki Minaj",3
"2018","OneRepublic",3
"2018","Pressa, Murda Beatz, Lil Uzi Vert",3
"2018","Quality Control, Kollision",3
"2018","Quality Control, Lil Baby",3
"2018","Quality Control, Offset, Lil Yachty",3
"2018","Rhye, King Henry",3
"2018","Ryan Lewis, Macklemore, Hollis",3
"2018","Skrillex",3
"2018","Takeoff, Quality Control, Offset",3
"2018","The Beatles",3
"2018","The Chainsmokers",3
"2018","The Neighbourhood",3
"2018","They Might Be Giants (For Kids)",3
"2018","Trinidad James",3
"2018","Twista, Kanye West, Jamie Foxx",3
"2018","Valee",3
"2018","Vince Staples, Billie Eilish",3
"2018","Weezer",3
"2018","Ye Ali, Jazz Cartier",3
"2018","iLoveMakonnen",3
"2018","iLoveMakonnen, Lil Peep",3
"2019","6xaidan",3
"2019","AWOLNATION",3
"2019","Aesop Rock",3
"2019","B.o.B",3
"2019","Bing Crosby",3
"2019","Blueface",3
"2019","Cal Chuchesta",3
"2019","Cassius Jay",3
"2019","Chief Keef",3
"2019","Chris Brown",3
"2019","Corey",3
"2019","Feign",3
"2019","Flying Lotus",3
"2019","Free Nationals, Chronixx",3
"2019","Grouplove",3
"2019","Imagine Dragons",3
"2019","JAY-Z, Alicia Keys",3
"2019","Jalen Santoy",3
"2019","John Denver",3
"2019","Kaash Paige",3
"2019","Kelly Clarkson",3
"2019","Kid Trunks",3
"2019","Kin$oul, Cooliecut, Bass Santana",3
"2019","Lecrae",3
"2019","M.C. Breed, DFC",3
"2019","Marian Hill",3
"2019","Matstubs",3
"2019","Migos, Marshmello",3
"2019","Moslikely",3
"2019","Ms. Danniboo, DJ Rell",3
"2019","Nelly",3
"2019","Neon Trees",3
"2019","Oasis",3
"2019","Omen, Lute, Dreamville",3
"2019","PSY",3
"2019","Parsa",3
"2019","Petit Biscuit",3
"2019","Phony Ppl",3
"2019","Pro Musica Kiev, Kapp, cond.",3
"2019","Quavo, Quality Control",3
"2019","Queen",3
"2019","Rae Sremmurd, Quavo, Pharrell Williams, Mike WiLL Made-It, Big Sean",3
"2019","Robb Bank$, Kid Trunks, Flyboy Tarantino",3
"2019","SAINt JHN",3
"2019","Sheck Wes, DJ Snake",3
"2019","Smino, Dreezy",3
"2019","Sol K. Bright's Hollywaiians",3
"2019","Southside, G Herbo",3
"2019","Swae Lee, Post Malone",3
"2019","Tankhead, Ikabod Veins",3
"2019","Trilla Kid",3
"2019","Trinidad James, Jaden",3
"2019","Tyga",3
"2019","Usher",3
"2019","Weezer",3
"2019","XXXTENTACION, Reddz, Kin$oul, Bass Santana",3
"2019","XXXTENTACION, Ski Mask the Slump God, Bass Santana",3
"2019","Yogi",3
"2019","absentwill, Robb Bank$, Kin$oul, Bhris, Bass Santana",3
"2019","lovelytheband",3
"2019","rawhool mane, ratchet roach, Tankhead, SB, Kin$oul, Kid Trunks, Flyboy Tarantino, Craig Xen, Cooliecut, Bass Santana",3
"2020","070 Shake",3
"2020","2 Chainz",3
"2020","AJR",3
"2020","Bad Meets Evil",3
"2020","Bahamas",3
"2020","Barlito",3
"2020","Bazzi",3
"2020","Beach House",3
"2020","Ben E. King",3
"2020","Beyonce",3
"2020","Black Rebel Motorcycle Club",3
"2020","Brodsky Quartet",3
"2020","CHVRCHES",3
"2020","Chipmunk",3
"2020","Comethazine",3
"2020","Corbin",3
"2020","DJ ESCO",3
"2020","Daughtry",3
"2020","David Dallas",3
"2020","David Guetta",3
"2020","Dean Martin",3
"2020","Dillon Francis, DJ Snake",3
"2020","Diplo",3
"2020","Disclosure",3
"2020","Drop City Yacht Club",3
"2020","EGOVERT",3
"2020","Ed Sheeran",3
"2020","FINNEAS",3
"2020","Famous Dex",3
"2020","Fleetwood Mac",3
"2020","Flo Rida",3
"2020","Flux Pavilion",3
"2020","Four Tops",3
"2020","Gbabysan",3
"2020","GoldLink",3
"2020","Grupo G",3
"2020","Gucci Mane",3
"2020","Imagine Dragons",3
"2020","Jack Stauber",3
"2020","Jesse McCartney",3
"2020","John Newman",3
"2020","Led Zeppelin",3
"2020","Lee Bannon, Joey Bada$$",3
"2020","MadeinTYO",3
"2020","Mark Battles",3
"2020","Masego, Don Toliver",3
"2020","Metro Station",3
"2020","Mick Jenkins, Disclosure",3
"2020","Ms. Danniboo, DJ Rell",3
"2020","Nelly",3
"2020","Nyck @ Knight",3
"2020","ODIE",3
"2020","Oasis",3
"2020","Pitbull",3
"2020","Plain White T's",3
"2020","Quality Control, Lil Baby, Kodak Black",3
"2020","Quality Control, Migos",3
"2020","Queen",3
"2020","RJmrLA",3
"2020","Russ",3
"2020","Ryan Adams & The Cardinals",3
"2020","Ryan Trey",3
"2020","Skrillex, Damian """"Jr. Gong"""" Marley",3
"2020","Slaughterhouse",3
"2020","Smino, Jay2, Bari",3
"2020","Smino, Kenny Beats, JID",3
"2020","Surfaces",3
"2020","Swae Lee, Slim Jxmmi, Rae Sremmurd",3
"2020","Takeoff",3
"2020","Taylor Swift",3
"2020","The Doors",3
"2020","The Naked and Famous",3
"2020","The Police",3
"2020","The Who",3
"2020","The Willowz",3
"2020","Thrice",3
"2020","Timbaland, Nelly Furtado",3
"2020","Tinie Tempah",3
"2020","Travis Scott, Quality Control, Offset",3
"2020","Travis Scott, ROSALIA",3
"2020","Trey Songz",3
"2020","USS",3
"2020","V. Bozeman, Timbaland",3
"2020","WESTSIDE BOOGIE",3
"2020","Waka Flocka Flame",3
"2020","We Are Scientists",3
"2020","Wolfmother",3
"2020","Zachary Thielen",3
"2020","iLoveMakonnen",3
"2021","2AM Club",3
"2021","42 Dugg",3
"2021","AC/DC",3
"2021","Ace of Base",3
"2021","American Authors",3
"2021","Barry White",3
"2021","Big Boi",3
"2021","Bring Me The Horizon",3
"2021","Busta Rhymes",3
"2021","Cl4pers",3
"2021","Cody Jinks",3
"2021","Corbin",3
"2021","Corroded",3
"2021","Cream",3
"2021","DMX",3
"2021","Daniel Powter",3
"2021","Darude",3
"2021","Deee-Lite",3
"2021","Deorro, Chris Brown",3
"2021","Dexys Midnight Runners",3
"2021","Dion",3
"2021","Endor",3
"2021","Engelwood",3
"2021","Europe",3
"2021","Fitz and The Tantrums",3
"2021","Five Finger Death Punch",3
"2021","Flipp Dinero",3
"2021","Foghat",3
"2021","Frank Sinatra",3
"2021","Glass Animals",3
"2021","Golden Earring",3
"2021","Gym Class Heroes",3
"2021","Haiti Babii",3
"2021","Harry Styles",3
"2021","Isaiah Rashad, Bando.",3
"2021","JID, Conway the Machine",3
"2021","Jack Harlow, Felly",3
"2021","Jackson 5",3
"2021","Jeezy",3
"2021","Jetta",3
"2021","Jimmy Buffett",3
"2021","Joyner Lucas, Chris Brown",3
"2021","Judas and the Black Messiah",3
"2021","Justin Bieber, Juice WRLD",3
"2021","Kelly Clarkson",3
"2021","KiddNeutron",3
"2021","Lecrae",3
"2021","Lorde",3
"2021","Lute, J. Cole, Dreamville",3
"2021","Lynchparty",3
"2021","MAVI",3
"2021","MGMT",3
"2021","MKTO",3
"2021","Major Lazer",3
"2021","Meek Mill, Lil Durk, Lil Baby",3
"2021","Melvoni, Kill Jasper",3
"2021","Metro Boomin, 21 Savage",3
"2021","Missy Elliott",3
"2021","Mura Masa",3
"2021","NAV, Metro Boomin",3
"2021","Nicki Minaj",3
"2021","Nyck Caution, Kirk Knight",3
"2021","Orchestre de la Suisse Romande, Ernest Ansermet",3
"2021","PUBLIC",3
"2021","Parade of Lights",3
"2021","Peter CottonTale",3
"2021","Pi'erre Bourne",3
"2021","Portugal. The Man",3
"2021","Protest the Hero",3
"2021","Quavo, Quality Control, Lil Yachty",3
"2021","Rick Astley",3
"2021","Rise Against",3
"2021","Rob $tone",3
"2021","Rooga",3
"2021","Sammy Adams",3
"2021","Santigold",3
"2021","Sean Kingston",3
"2021","Shout Out Louds",3
"2021","Simple Plan",3
"2021","Social Distortion",3
"2021","Swizz Beatz, RZA, Pusha T, Prynce Cy Hi, Kanye West, JAY-Z",3
"2021","THE CARTERS",3
"2021","TJ Porter",3
"2021","Tay B",3
"2021","Taylor Swift",3
"2021","Tee Grizzley, Takeoff, Quality Control",3
"2021","The Atlantics",3
"2021","The Flaming Lips",3
"2021","The Growlers",3
"2021","The Neighbourhood",3
"2021","The Notorious B.I.G.",3
"2021","The Rapture",3
"2021","The Script",3
"2021","The Vaccines",3
"2021","Theophilus London",3
"2021","This Life. We Lead.",3
"2021","Toto",3
"2021","Twista, Kanye West, Jamie Foxx",3
"2021","Typhoon",3
"2021","U2",3
"2021","Uno Hype",3
"2021","Wallpaper.",3
"2021","Watson, Jonah Zed",3
"2021","Weezer",3
"2021","Wiz Khalifa, 2 Chainz",3
"2021","YG",3
"2021","Yeat",3
"2021","Young Stoner Life, Yak Gotti, Sheck Wes",3
"2021","Young Thug, Young Stoner Life, Meek Mill",3
"2021","slowthai, Mura Masa",3
"2021","tobi lou",3
"2022","$NOT",3
"2022","Ace Hood",3
"2022","Aerosmith",3
"2022","Alice In Chains",3
"2022","Asher Roth",3
"2022","Bakar",3
"2022","Barry Manilow",3
"2022","Barry White",3
"2022","Bell Biv DeVoe",3
"2022","Big Time Rush",3
"2022","Bloc Party",3
"2022","Blue Oyster Cult",3
"2022","Blur",3
"2022","Brand New",3
"2022","Breathe Carolina",3
"2022","Brenda Lee",3
"2022","Brock Berrigan",3
"2022","CHASE B",3
"2022","Chuck Strangers",3
"2022","Clairo",3
"2022","Clean Bandit",3
"2022","Corbin",3
"2022","DDG",3
"2022","Dan Croll",3
"2022","Dayglow",3
"2022","Dexys Midnight Runners",3
"2022","Dominic Fike",3
"2022","Double 0 Zero",3
"2022","Dynamicduo, DJ Premier",3
"2022","Elroy",3
"2022","Flying Lotus",3
"2022","GIVEON, Drake",3
"2022","Genghis Tron",3
"2022","Gerry Rafferty",3
"2022","Green Day",3
"2022","Hermitude",3
"2022","High On Fire",3
"2022","Hotel St. George",3
"2022","Jack Harlow, Charlie Sloth",3
"2022","Jalen Santoy",3
"2022","Jamie xx",3
"2022","Jay Sean",3
"2022","Jonas Brothers",3
"2022","Jorja Smith",3
"2022","Joseph McFashion",3
"2022","Kansas",3
"2022","Kanye West, JAY-Z, Big Sean",3
"2022","Kendrick Lamar, Jay Rock, James Blake, Future",3
"2022","King Harvest",3
"2022","Lance Skiiiwalker, Ab-Soul",3
"2022","Lil Baby, Gunna, Drake",3
"2022","Lil Nas X",3
"2022","Lil Pump",3
"2022","Link Wray",3
"2022","Lou Bega",3
"2022","MF DOOM, CZARFACE",3
"2022","Markee Steele",3
"2022","Marshmello, Logic",3
"2022","Metro Boomin, A$AP Rocky",3
"2022","Metro Boomin, Gunna",3
"2022","Migos, Marshmello",3
"2022","Modestep",3
"2022","Moe",3
"2022","Morray, J. Cole, 21 Savage",3
"2022","Motley Crue",3
"2022","My Chemical Romance",3
"2022","My Morning Jacket",3
"2022","NAV, Lil Baby",3
"2022","Nardo Wick, Lil Baby",3
"2022","Nickelback",3
"2022","Nipsey Hussle",3
"2022","Oasis",3
"2022","Ol' Dirty Bastard",3
"2022","Omen, Dreamville, Cozz",3
"2022","Only The Family, Lil Durk",3
"2022","Operation Ivy",3
"2022","Pentatonix",3
"2022","Phil Collins",3
"2022","Phillip Phillips",3
"2022","Pinback",3
"2022","Pitbull, Ne-Yo",3
"2022","REASON",3
"2022","RJD2, Dean Martin",3
"2022","Ricky Martin",3
"2022","Rio Da Yung Og, RMC Mike",3
"2022","Robin Schulz, Lilly Wood and The Prick",3
"2022","Roddy Ricch, 42 Dugg",3
"2022","Rooga",3
"2022","Rupert Holmes",3
"2022","Ryan Tedder, Far East Movement",3
"2022","SALES",3
"2022","Santana",3
"2022","Sean Kingston, Justin Bieber",3
"2022","Since99",3
"2022","SoFaygo",3
"2022","SpotemGottem",3
"2022","Sting, Shaggy",3
"2022","Swedish House Mafia",3
"2022","Taio Cruz",3
"2022","Taking Back Sunday",3
"2022","Tanna Leone",3
"2022","Tantric",3
"2022","Team Clutch",3
"2022","Telekinesis",3
"2022","The Backseat Lovers",3
"2022","The Colourist",3
"2022","The Fray",3
"2022","The Jimi Hendrix Experience",3
"2022","The Knife",3
"2022","The Turtles",3
"2022","Timbaland, Nelly Furtado",3
"2022","Timeflies",3
"2022","Tiny Tim",3
"2022","Tove Lo",3
"2022","Travis Scott, Kendrick Lamar",3
"2022","Travis Scott, Metro Boomin, 21 Savage",3
"2022","Travis Scott, ScHoolboy Q",3
"2022","Tujamo, Steve Aoki, Chris Lake",3
"2022","V. Bozeman, Timbaland",3
"2022","Vampire Weekend",3
"2022","WESTSIDE BOOGIE, Joey Bada$$",3
"2022","Wakai, Mick Jenkins",3
"2022","Wu-Tang Clan",3
"2022","Ye Ali, Jazz Cartier",3
"2022","convolk",3
"2022","kerri",3
"2022","reggie, monte booker, Kenny Beats",3
"2016","Ady Suleiman",2
"2016","Afrika Bambaataa & The Soul Sonic Force",2
"2016","Alabama Shakes",2
"2016","Benny Benassi",2
"2016","Biz Markie",2
"2016","Black Sheep",2
"2016","Blackstreet",2
"2016","Chief Keef",2
"2016","Dreezy",2
"2016","E-40",2
"2016","Empire Cast",2
"2016","Ina-P, DJ Inappropriate",2
"2016","Iyaz",2
"2016","Joe Budden",2
"2016","John Newman",2
"2016","King Los",2
"2016","Knox Brown",2
"2016","Kp & Envyi",2
"2016","Lil Wayne, Drake",2
"2016","London Music Works",2
"2016","LunchMoney Lewis",2
"2016","Mac Dre",2
"2016","Macklemore",2
"2016","Markee Steele",2
"2016","Maroon 5",2
"2016","Migos",2
"2016","Mobb Deep",2
"2016","Natalie Cole",2
"2016","Nate Ruess",2
"2016","New Boyz",2
"2016","Nick Grant",2
"2016","Orchestre de la Suisse Romande, Ernest Ansermet",2
"2016","Patrick Stump",2
"2016","Pusha T, Kanye West, Big Sean, 2 Chainz",2
"2016","Raleigh Ritchie",2
"2016","Rich Gang",2
"2016","Rich Homie Quan",2
"2016","Santigold",2
"2016","Snakehips",2
"2016","Sofi de la Torre",2
"2016","Steely Dan",2
"2016","TWENTY88",2
"2016","The Sugarhill Gang",2
"2016","Trinidad James",2
"2016","Zayion McCall, Zay Hilfigerrr",2
"2016","will.i.am",2
"2017","2Pac",2
"2017","A Great Big World",2
"2017","B.o.B",2
"2017","BROCKBEATS",2
"2017","Bankroll Fresh",2
"2017","Belly",2
"2017","Betty Wright",2
"2017","Bobby Caldwell",2
"2017","Bonus Points",2
"2017","CGB",2
"2017","Chairlift",2
"2017","Electric Light Orchestra",2
"2017","Flux Pavilion",2
"2017","Hare Squead, GoldLink",2
"2017","Jackson 5",2
"2017","John Legend",2
"2017","Jretro",2
"2017","Julian Vaughn",2
"2017","K'naan",2
"2017","KR Official",2
"2017","Kenny Loggins",2
"2017","Kevin Gates",2
"2017","Lecrae",2
"2017","Lil Windex",2
"2017","Lil Xan",2
"2017","Luis Fonsi, Daddy Yankee",2
"2017","Luke Christopher",2
"2017","M83",2
"2017","Maroon 5",2
"2017","Migos, Marshmello",2
"2017","Muse",2
"2017","N.E.R.D, Kendrick Lamar",2
"2017","NNAMDI",2
"2017","Nicki Minaj",2
"2017","Nicki Minaj, Lil Wayne, Drake",2
"2017","Nova Rockafeller",2
"2017","O.T. Genasis",2
"2017","Oh Wonder",2
"2017","Oswin Benjamin",2
"2017","Outasight",2
"2017","Owl City",2
"2017","Pedro Fernandez",2
"2017","Petit Biscuit",2
"2017","Pitbull",2
"2017","Pusha T, Kanye West, Big Sean, 2 Chainz",2
"2017","Quality Control, City Girls",2
"2017","Quality Control, Marlo",2
"2017","Quality Control, Offset",2
"2017","Quality Control, Offset, Lil Yachty",2
"2017","Quality Control, Offset, Mango",2
"2017","Raekwon",2
"2017","Rich Brian",2
"2017","Rick Braun",2
"2017","Rihanna",2
"2017","Rob Thomas",2
"2017","Saba",2
"2017","Sia",2
"2017","Skrillex, Damian """"Jr. Gong"""" Marley",2
"2017","Snoh Aalegra",2
"2017","Snow Patrol",2
"2017","Stokeswood",2
"2017","Swedish House Mafia",2
"2017","Syndicate Sound Labs",2
"2017","T.I.",2
"2017","Taio Cruz",2
"2017","Tee Grizzley, Lil Durk",2
"2017","The Internet",2
"2017","The Knife",2
"2017","Tinashe",2
"2017","Trick Trick, Royce da 5'9, Eminem, DeJ Loaf, Danny Brown, Big Sean",2
"2017","Troy Ave",2
"2017","Ty Dolla $ign, Quality Control, Lil Yachty",2
"2017","U2",2
"2017","Vest and Tyler",2
"2017","Wiz Khalifa, Lil Wayne, Imagine Dragons",2
"2017","XXXTENTACION, Rich Brian, Keith Ape",2
"2017","iLoveMakonnen",2
"2018","50 Cent",2
"2018","A Great Big World",2
"2018","Alabama Shakes",2
"2018","Avicii",2
"2018","Baauer",2
"2018","Belly",2
"2018","Billy Preston",2
"2018","Black Eyed Peas",2
"2018","Black Sheep",2
"2018","Bobby Shmurda",2
"2018","Cher Lloyd",2
"2018","Chief Keef",2
"2018","City Girls",2
"2018","DJ ESCO",2
"2018","DVBBS, Borgeous",2
"2018","Deee-Lite",2
"2018","Dianne Reeves",2
"2018","Dion",2
"2018","Flux Pavilion",2
"2018","Foo Fighters",2
"2018","Fort Minor",2
"2018","Frankie Avalon",2
"2018","Ghost Town DJs",2
"2018","Guns N' Roses",2
"2018","Hoodie Allen",2
"2018","Hott Headzz",2
"2018","Ice-T",2
"2018","Jackson 5",2
"2018","Jamie xx",2
"2018","Jason Derulo",2
"2018","Jeezy",2
"2018","John Legend",2
"2018","Juicy J",2
"2018","Julia Michaels",2
"2018","Kanye West, Chris Martin",2
"2018","Kevin Garrett",2
"2018","Korn",2
"2018","LANY",2
"2018","Lil Mosey, BlocBoy JB",2
"2018","Lil Ugly Mane",2
"2018","Luis Fonsi",2
"2018","MAX, Joey Bada$$",2
"2018","Majid Jordan",2
"2018","Mark Battles",2
"2018","Mountain",2
"2018","NF",2
"2018","Natasha Bedingfield",2
"2018","Nicki Minaj, Anuel AA",2
"2018","Nirvana",2
"2018","Nova Rockafeller",2
"2018","Oh Wonder",2
"2018","Peter CottonTale",2
"2018","Phil Collins",2
"2018","Powers Pleasant",2
"2018","Public Enemy",2
"2018","Quality Control, Lil Yachty",2
"2018","Quality Control, Offset",2
"2018","Ramones",2
"2018","Rick Ross, Nicki Minaj, Kanye West, JAY-Z, Bon Iver",2
"2018","Russ",2
"2018","Skee-Lo",2
"2018","Sunny Ozuna",2
"2018","Tay-K",2
"2018","The Countdown Kids",2
"2018","The Script",2
"2018","The Turtles",2
"2018","The Zombies",2
"2018","Thundercat",2
"2018","Trip Lee",2
"2018","Ty Dolla $ign, Khalid, 6LACK",2
"2018","Wale",2
"2018","Wayne Newton",2
"2018","YBN Nahmir, Cordae",2
"2018","YBN Nahmir, YBN (Young Boss N*ggas), Almighty Jay",2
"2018","YoungBoy Never Broke Again",2
"2018","benny blanco, Khalid, Halsey",2
"2018","will.i.am, The Script",2
"2019","14 trapdoors",2
"2019","A Great Big World",2
"2019","AJR",2
"2019","Al Green",2
"2019","Alphaville",2
"2019","Andy Grammer",2
"2019","Barry White",2
"2019","Bgotclout",2
"2019","Big Daddy Kane",2
"2019","Blaqbonez",2
"2019","Brent Faiyaz",2
"2019","Bryce Vine",2
"2019","Cardi B",2
"2019","Casanova",2
"2019","Charle$",2
"2019","Cherub",2
"2019","Common",2
"2019","Conway",2
"2019","DJ Luke Nasty",2
"2019","DRAM",2
"2019","Daft Punk",2
"2019","Dreamville, Bas, Ari Lennox",2
"2019","Dreamville, Cozz",2
"2019","EDEN",2
"2019","Felix Snow",2
"2019","Gavin DeGraw",2
"2019","Golden Earring",2
"2019","Gorillaz",2
"2019","Harry Belafonte",2
"2019","ICECOLDBISHOP",2
"2019","J. Cole, Bas",2
"2019","JID, Dreamville",2
"2019","Jeremih",2
"2019","Jetta",2
"2019","Joe Satriani",2
"2019","Justin Timberlake",2
"2019","Kap G",2
"2019","Kin$oul, Cooliecut",2
"2019","King Los",2
"2019","LCD Soundsystem",2
"2019","Lance Skiiiwalker",2
"2019","Lecrae, John Reilly, Flame",2
"2019","Lizzo",2
"2019","Lorde",2
"2019","Macklemore",2
"2019","Major Lazer",2
"2019","Maroon 5",2
"2019","Metro Station",2
"2019","MihTy",2
"2019","Modestep",2
"2019","Mr. Mister",2
"2019","Mura Masa, Bonzai",2
"2019","N.W.A.",2
"2019","Nick Waterhouse",2
"2019","Nova",2
"2019","NxWorries",2
"2019","Odd Future",2
"2019","P!nk",2
"2019","POUNDZ",2
"2019","Pete Rock, C.L. Smooth",2
"2019","Quality Control, Lil Baby, Kodak Black",2
"2019","Quality Control, Offset",2
"2019","Queen Naija",2
"2019","Quin NFN",2
"2019","Route 94",2
"2019","Ryan Tedder, Far East Movement",2
"2019","Sage the Gemini",2
"2019","Seafood Sam",2
"2019","Ski Mask the Slump God, Kin$oul, Craig Xen, Cooliecut",2
"2019","Snow Patrol",2
"2019","Solange",2
"2019","Soldier Kidd",2
"2019","Steve Lacy",2
"2019","Sublime",2
"2019","Sunbeam Sound Machine",2
"2019","THE CARTERS",2
"2019","Teejayx6",2
"2019","The Cataracs, Far East Movement, Dev",2
"2019","The Instrumentals",2
"2019","The Knife",2
"2019","The Neighbourhood",2
"2019","Train",2
"2019","Trevor Daniel",2
"2019","V.I.C.",2
"2019","Valee, Smino",2
"2019","Will",2
"2019","Wu-Tang Clan",2
"2019","XXXTENTACION, Killstation",2
"2019","YG",2
"2019","Yael Naim",2
"2019","Yo Gotti",2
"2019","Young Nudy, Pi'erre Bourne",2
"2019","Yung Gravy",2
"2019","Yuno",2
"2019","Zack Fox, Kenny Beats",2
"2019","Zhavaughn Reed",2
"2019","bLAck pARty",2
"2019","ratchet roach, Robb Bank$, Bass Santana",2
"2019","rawhool mane, Kin$oul, Cooliecut",2
"2020","$uicideboy$",2
"2020","A Great Big World",2
"2020","Action Bronson",2
"2020","Alice Deejay",2
"2020","Alphaville",2
"2020","Aly & AJ",2
"2020","America",2
"2020","Andy Grammer",2
"2020","Arizona Zervas",2
"2020","Ayanis",2
"2020","Bas",2
"2020","Bastille",2
"2020","Big Time Rush",2
"2020","Billy Idol",2
"2020","Billy Joel",2
"2020","Bingo Players",2
