"SchoolPeriod","Artist","Plays"
"10th-11th Summer","Meek Mill",3
"10th-11th Summer","Offset",3
"10th-11th Summer","Red Hot Chili Peppers",3
"10th-11th Summer","Rihanna",3
"10th-11th Summer","Roy Woods",3
"10th-11th Summer","Selena Gomez",3
"10th-11th Summer","TOTO",3
"10th-11th Summer","The Turtles",3
"10th-11th Summer","Vance Joy",3
"10th-11th Summer","Young Money",3
"10th-11th Summer","Zedd",3
"11th Grade","6LACK",3
"11th Grade","Anderson .Paak",3
"11th Grade","BROCKHAMPTON",3
"11th Grade","Bazzi",3
"11th Grade","Big Sean",3
"11th Grade","Bryson Tiller",3
"11th Grade","Chance the Rapper",3
"11th Grade","Coldplay",3
"11th Grade","Cordae",3
"11th Grade","Far East Movement",3
"11th Grade","Frederic Chopin",3
"11th Grade","Gunna",3
"11th Grade","Jaden",3
"11th Grade","Ludwig van Beethoven",3
"11th Grade","MO",3
"11th Grade","Majid Jordan",3
"11th Grade","Mr. Probz",3
"11th Grade","Rich The Kid",3
"11th Grade","Skizzy Mars",3
"11th Grade","TOTO",3
"11th Grade","Udit Narayan",3
"11th Grade","Vance Joy",3
"11th Grade","WALK THE MOON",3
"11th Grade","YNW Melly",3
"11th Grade","mzpb",3
"11th-12th Summer","A Boogie Wit da Hoodie",3
"11th-12th Summer","Aerosmith",3
"11th-12th Summer","Billy Joel",3
"11th-12th Summer","Coldplay",3
"11th-12th Summer","DJ Khaled",3
"11th-12th Summer","Deraj",3
"11th-12th Summer","Ed Sheeran & Justin Bieber",3
"11th-12th Summer","Frank Ocean",3
"11th-12th Summer","Huncho Jack",3
"11th-12th Summer","Kodak Black",3
"11th-12th Summer","Paul McCartney",3
"11th-12th Summer","Playboi Carti",3
"11th-12th Summer","Rae Sremmurd",3
"11th-12th Summer","Rahat Fateh Ali Khan",3
"11th-12th Summer","Sub Urban",3
"11th-12th Summer","The Jackson 5",3
"11th-12th Summer","The Temptations",3
"11th-12th Summer","Tom Petty",3
"11th-12th Summer","YG",3
"12th Grade","24kGoldn",3
"12th Grade","6ix9ine",3
"12th Grade","A$AP Rocky",3
"12th Grade","Aenor",3
"12th Grade","Andy Gbormittah",3
"12th Grade","Arelius",3
"12th Grade","Aron Edwards",3
"12th Grade","Bob Seger",3
"12th Grade","Bobby Shmurda",3
"12th Grade","Fabrizio Paterlini",3
"12th Grade","Falerina Paquet",3
"12th Grade","Fioretta Rizzo",3
"12th Grade","Half Moon Run",3
"12th Grade","Hior Chronik",3
"12th Grade","Huncho Jack",3
"12th Grade","Ian Wong",3
"12th Grade","Jef Martens",3
"12th Grade","Jim Perkins",3
"12th Grade","Justin Rarri",3
"12th Grade","Kasper Schill",3
"12th Grade","Katy Perry",3
"12th Grade","Kodak Black",3
"12th Grade","Layla Frost",3
"12th Grade","Leon Noel",3
"12th Grade","Lil Tjay",3
"12th Grade","Ludovico Einaudi",3
"12th Grade","Machine Gun Kelly",3
"12th Grade","Mark Souzek",3
"12th Grade","Neha Kakkar",3
"12th Grade","Nel Brim",3
"12th Grade","Ossie Woods",3
"12th Grade","Peter Broderick",3
"12th Grade","Pitbull",3
"12th Grade","Playboi Carti",3
"12th Grade","Quality Control",3
"12th Grade","Redbone",3
"12th Grade","Sam Eber",3
"12th Grade","Sigrid Vass",3
"12th Grade","The Lemonheads",3
"12th Grade","Vontmer",3
"12th Grade","Way Beyond",3
"12th Grade","XXXTENTACION",3
"12th Grade","YG",3
"12th Grade","benny blanco",3
"12th-Freshman Summer","6ix9ine",3
"12th-Freshman Summer","Bruce Springsteen",3
"12th-Freshman Summer","Capital Cities",3
"12th-Freshman Summer","Chance the Rapper",3
"12th-Freshman Summer","Flight",3
"12th-Freshman Summer","Huncho Jack",3
"12th-Freshman Summer","Iyaz",3
"12th-Freshman Summer","Jay Sean",3
"12th-Freshman Summer","Jorja Smith",3
"12th-Freshman Summer","Lil Skies",3
"12th-Freshman Summer","Magic System",3
"12th-Freshman Summer","Mark Chesnutt",3
"12th-Freshman Summer","Osibih",3
"12th-Freshman Summer","ROSALIA",3
"12th-Freshman Summer","Rich The Kid",3
"12th-Freshman Summer","Rupert Holmes",3
"12th-Freshman Summer","Rvssian",3
"12th-Freshman Summer","The Beach Boys",3
"12th-Freshman Summer","The Lemonheads",3
"12th-Freshman Summer","The Memphis Horns",3
"12th-Freshman Summer","Tracy Byrd",3
"12th-Freshman Summer","Wale",3
"12th-Freshman Summer","Wings",3
"8th Grade","A$AP Rocky",3
"8th Grade","Coldplay",3
"8th Grade","Kesha",3
"8th Grade","ODESZA",3
"8th Grade","Passion Pit",3
"8th Grade","Pitbull",3
"8th Grade","Royksopp",3
"8th Grade","Sebastian Ingrosso",3
"8th Grade","Timbaland",3
"9th Grade","Migos",3
"9th Grade","Tee Grizzley",3
"9th Grade","Travis Scott",3
"9th Grade","Trey Songz",3
"Freshman Year","AJR",3
"Freshman Year","Allman Brothers Band",3
"Freshman Year","Amit Kumar",3
"Freshman Year","Anthony Drawn",3
"Freshman Year","BROCKHAMPTON",3
"Freshman Year","BVG",3
"Freshman Year","Birds Of The West",3
"Freshman Year","Common",3
"Freshman Year","Crosby, Stills, Nash & Young",3
"Freshman Year","Dreamer Boy",3
"Freshman Year","FloFilz",3
"Freshman Year","Flughand",3
"Freshman Year","Gloria Gaynor",3
"Freshman Year","IAMPAUL",3
"Freshman Year","IROCC",3
"Freshman Year","Jason Derulo",3
"Freshman Year","Jhene Aiko",3
"Freshman Year","John Legend",3
"Freshman Year","Keef Hartley Band",3
"Freshman Year","Kirko Bangz",3
"Freshman Year","Kris Wu",3
"Freshman Year","Kyle Dion",3
"Freshman Year","Laffey",3
"Freshman Year","Lukas Graham",3
"Freshman Year","Luxury Tax",3
"Freshman Year","MAX",3
"Freshman Year","Mariah Carey",3
"Freshman Year","Mary Shannon",3
"Freshman Year","Mick Jenkins",3
"Freshman Year","Neha Kakkar",3
"Freshman Year","Nujabes",3
"Freshman Year","Nvmb.",3
"Freshman Year","Osibih",3
"Freshman Year","Paul Grant",3
"Freshman Year","PnB Rock",3
"Freshman Year","R. D. Burman",3
"Freshman Year","RLLBTS",3
"Freshman Year","Ravi Shankar",3
"Freshman Year","Ruel",3
"Freshman Year","SL",3
"Freshman Year","Saba",3
"Freshman Year","Saltyyyy V",3
"Freshman Year","ScHoolboy Q",3
"Freshman Year","Shawn Mendes",3
"Freshman Year","Shuko",3
"Freshman Year","Skengdo",3
"Freshman Year","Stellar",3
"Freshman Year","Still Woozy",3
"Freshman Year","Summers Sons",3
"Freshman Year","Sunil Dutt",3
"Freshman Year","Swae Lee",3
"Freshman Year","SwuM",3
"Freshman Year","TLC",3
"Freshman Year","Talat Mahmood",3
"Freshman Year","The Zombies",3
"Freshman Year","Torky Tork",3
"Freshman Year","UMI",3
"Freshman Year","UNCOMMENN",3
"Freshman Year","Weezer",3
"Freshman Year","Wings",3
"Freshman Year","X Ambassadors",3
"Freshman Year","XXXTENTACION",3
"Freshman Year","Young Money",3
"Freshman Year","Young Stoner Life",3
"Freshman Year","Zmeyev",3
"Freshman Year","a-ha",3
"Freshman Year","amies",3
"Freshman Year","gnash",3
"Freshman Year","khoa",3
"Freshman Year","paris91",3
"Freshman Year","softy",3
"Freshman Year","trxxshed",3
"Freshman-Sophomore Summer","50 Cent",3
"Freshman-Sophomore Summer","Andy Grammer",3
"Freshman-Sophomore Summer","Avicii",3
"Freshman-Sophomore Summer","Bob Seger",3
"Freshman-Sophomore Summer","D. Savage",3
"Freshman-Sophomore Summer","Daryl Hall & John Oates",3
"Freshman-Sophomore Summer","Free Nationals",3
"Freshman-Sophomore Summer","Grateful Dead",3
"Freshman-Sophomore Summer","HYTYD",3
"Freshman-Sophomore Summer","Isaiah Rashad",3
"Freshman-Sophomore Summer","Jaden",3
"Freshman-Sophomore Summer","Jorja Smith",3
"Freshman-Sophomore Summer","Kota the Friend",3
"Freshman-Sophomore Summer","LUCKI",3
"Freshman-Sophomore Summer","Machine Gun Kelly",3
"Freshman-Sophomore Summer","ODIE",3
"Freshman-Sophomore Summer","Old Man Canyon",3
"Freshman-Sophomore Summer","Roddy Ricch",3
"Freshman-Sophomore Summer","Rooga",3
"Freshman-Sophomore Summer","Saba",3
"Freshman-Sophomore Summer","Selena Gomez",3
"Freshman-Sophomore Summer","Sigala",3
"Freshman-Sophomore Summer","Snoop Dogg",3
"Freshman-Sophomore Summer","The Doobie Brothers",3
"Freshman-Sophomore Summer","The Lemonheads",3
"Freshman-Sophomore Summer","The Temptations",3
"Freshman-Sophomore Summer","Tiesto",3
"Freshman-Sophomore Summer","Weezer",3
"Freshman-Sophomore Summer","Young Nudy",3
"Freshman-Sophomore Summer","Zack Fox",3
"Freshman-Sophomore Summer","blackbear",3
"Sophomore Year","24kGoldn",3
"Sophomore Year","Aaron May",3
"Sophomore Year","Ab-Soul",3
"Sophomore Year","Aerosmith",3
"Sophomore Year","Anderson .Paak",3
"Sophomore Year","Atomic Drum Assembly",3
"Sophomore Year","BabyJake",3
"Sophomore Year","Bantu",3
"Sophomore Year","Bee Gees",3
"Sophomore Year","Bert",3
"Sophomore Year","Busta Rhymes",3
"Sophomore Year","Chamath Sangeeth",3
"Sophomore Year","Chris Mazuera",3
"Sophomore Year","Cl4pers",3
"Sophomore Year","Dontcry",3
"Sophomore Year","Dr. Dog",3
"Sophomore Year","Elior",3
"Sophomore Year","Eye Knives",3
"Sophomore Year","George Harrison",3
"Sophomore Year","Gucci Mane",3
"Sophomore Year","Hariharan",3
"Sophomore Year","Harris Jayaraj",3
"Sophomore Year","Imran Khan",3
"Sophomore Year","Jason Mraz",3
"Sophomore Year","Jost Esser",3
"Sophomore Year","Kansas",3
"Sophomore Year","Katy Perry",3
"Sophomore Year","Kris Wu",3
"Sophomore Year","Lil Tjay",3
"Sophomore Year","Louk",3
"Sophomore Year","M83",3
"Sophomore Year","Magic System",3
"Sophomore Year","Mano",3
"Sophomore Year","Michael Jackson",3
"Sophomore Year","Mick Jenkins",3
"Sophomore Year","Mondo Loops",3
"Sophomore Year","Mozzy",3
"Sophomore Year","Nico & Vinz",3
"Sophomore Year","Only The Family",3
"Sophomore Year","P. B. Sreenivas",3
"Sophomore Year","PLVTINUM",3
"Sophomore Year","Paul Simon",3
"Sophomore Year","Phlocalyst",3
"Sophomore Year","Pusha T",3
"Sophomore Year","Rixton",3
"Sophomore Year","Rooga",3
"Sophomore Year","S N U G",3
"Sophomore Year","SHLOK",3
"Sophomore Year","SSGKobe",3
"Sophomore Year","Sada Baby",3
"Sophomore Year","San Holo",3
"Sophomore Year","Shoreline Mafia",3
"Sophomore Year","Skrillex",3
"Sophomore Year","Soul Legend",3
"Sophomore Year","Still Woozy",3
"Sophomore Year","The Script",3
"Sophomore Year","The Temptations",3
"Sophomore Year","Train",3
"Sophomore Year","Two Door Cinema Club",3
"Sophomore Year","Ty Dolla $ign",3
"Sophomore Year","Warren G",3
"Sophomore Year","Young Dolph",3
"Sophomore Year","benny blanco",3
"Sophomore Year","eugenio izzi",3
"Sophomore Year","fourwalls",3
"Sophomore Year","glaive",3
"Sophomore Year","mell-o",3
"Sophomore-Junior Summer","Absofacto",3
"Sophomore-Junior Summer","Anderson .Paak",3
"Sophomore-Junior Summer","Ariana Grande",3
"Sophomore-Junior Summer","BROCKHAMPTON",3
"Sophomore-Junior Summer","Ben Platt",3
"Sophomore-Junior Summer","Benzz",3
"Sophomore-Junior Summer","Beyonce",3
"Sophomore-Junior Summer","Boyish",3
"Sophomore-Junior Summer","Bryce Vine",3
"Sophomore-Junior Summer","CZARFACE",3
"Sophomore-Junior Summer","Chief Keef",3
"Sophomore-Junior Summer","Chris Brown",3
"Sophomore-Junior Summer","Cl4pers",3
"Sophomore-Junior Summer","DVBBS",3
"Sophomore-Junior Summer","Daniel Caesar",3
"Sophomore-Junior Summer","Death Cab for Cutie",3
"Sophomore-Junior Summer","Dr. Dre",3
"Sophomore-Junior Summer","Dreamville",3
"Sophomore-Junior Summer","Earl Sweatshirt",3
"Sophomore-Junior Summer","Earth, Wind & Fire",3
"Sophomore-Junior Summer","Flo Rida",3
"Sophomore-Junior Summer","French Montana",3
"Sophomore-Junior Summer","Gorillaz",3
"Sophomore-Junior Summer","JID",3
"Sophomore-Junior Summer","Jaden",3
"Sophomore-Junior Summer","Jeremih",3
"Sophomore-Junior Summer","Jorja Smith",3
"Sophomore-Junior Summer","Journey",3
"Sophomore-Junior Summer","Justin Bieber",3
"Sophomore-Junior Summer","Katy Perry",3
"Sophomore-Junior Summer","Lil Mosey",3
"Sophomore-Junior Summer","Looking Glass",3
"Sophomore-Junior Summer","Mike WiLL Made-It",3
"Sophomore-Junior Summer","NF",3
"Sophomore-Junior Summer","Nas",3
"Sophomore-Junior Summer","No Fun Haus",3
"Sophomore-Junior Summer","P-Lo",3
"Sophomore-Junior Summer","PARTYNEXTDOOR",3
"Sophomore-Junior Summer","Poco",3
"Sophomore-Junior Summer","Premo Rice",3
"Sophomore-Junior Summer","Quinn XCII",3
"Sophomore-Junior Summer","Shakira",3
"Sophomore-Junior Summer","The 1975",3
"Sophomore-Junior Summer","The Neighbourhood",3
"Sophomore-Junior Summer","The Turtles",3
"Sophomore-Junior Summer","Thin Lizzy",3
"Sophomore-Junior Summer","Train",3
"Sophomore-Junior Summer","Twenty One Pilots",3
"Sophomore-Junior Summer","Veorra",3
"Sophomore-Junior Summer","Young Nudy",3
"Sophomore-Junior Summer","Yukmouth",3
"Sophomore-Junior Summer","Zack Fox",3
"Sophomore-Junior Summer","benny blanco",3
"10th Grade","BROCKHAMPTON",2
"10th Grade","Bastille",2
"10th Grade","Big Boi",2
"10th Grade","Capital Cities",2
"10th Grade","Florida Georgia Line",2
"10th Grade","Higher Brothers",2
"10th Grade","Lil Skies",2
"10th Grade","Lil Xan",2
"10th Grade","Meek Mill",2
"10th Grade","Quality Control",2
"10th Grade","Steppenwolf",2
"10th Grade","TOTO",2
"10th Grade","Tear Da Club Up Thugs",2
"10th Grade","Tee Grizzley",2
"10th Grade","The Chainsmokers",2
"10th Grade","Yo Gotti",2
"10th Grade","bbno$",2
"10th-11th Summer","AJR",2
"10th-11th Summer","Adele",2
"10th-11th Summer","BROCKHAMPTON",2
"10th-11th Summer","Bebe Rexha",2
"10th-11th Summer","Black Eyed Peas",2
"10th-11th Summer","BlocBoy JB",2
"10th-11th Summer","Cardi B",2
"10th-11th Summer","Cashmere Cat",2
"10th-11th Summer","DVBBS",2
"10th-11th Summer","Daniel Caesar",2
"10th-11th Summer","Death Cab for Cutie",2
"10th-11th Summer","Diary Of Dreams",2
"10th-11th Summer","Elton John",2
"10th-11th Summer","Famous Dex",2
"10th-11th Summer","Halsey",2
"10th-11th Summer","ILOVEMAKONNEN",2
"10th-11th Summer","Iyaz",2
"10th-11th Summer","Jhene Aiko",2
"10th-11th Summer","Journey",2
"10th-11th Summer","Macklemore",2
"10th-11th Summer","Martin Garrix",2
"10th-11th Summer","Nicki Minaj",2
"10th-11th Summer","Queen",2
"10th-11th Summer","Rae Sremmurd",2
"10th-11th Summer","San Holo",2
"10th-11th Summer","The Who",2
"10th-11th Summer","Tiesto",2
"10th-11th Summer","Tom Petty",2
"10th-11th Summer","Tove Lo",2
"11th Grade","Aliotta Haynes Jeremiah",2
"11th Grade","Bebe Rexha",2
"11th Grade","Brent Faiyaz",2
"11th Grade","Bruno Major",2
"11th Grade","Caillou",2
"11th Grade","Camila Cabello",2
"11th Grade","Charlie Puth",2
"11th Grade","Claude Debussy",2
"11th Grade","Ed Sheeran",2
"11th Grade","Franz Liszt",2
"11th Grade","Gwen Stefani",2
"11th Grade","Jay Sean",2
"11th Grade","Johann Sebastian Bach",2
"11th Grade","John Legend",2
"11th Grade","John Lennon",2
"11th Grade","John Mayer",2
"11th Grade","John Newman",2
"11th Grade","Joyner Lucas",2
"11th Grade","Lana Del Rey",2
"11th Grade","Mariah Carey",2
"11th Grade","Mozzy",2
"11th Grade","Paul McCartney",2
"11th Grade","Poco",2
"11th Grade","Preme",2
"11th Grade","Quinn XCII",2
"11th Grade","Rick Ross",2
"11th Grade","Rihanna",2
"11th Grade","Russ",2
"11th Grade","Shawn Mendes",2
"11th Grade","Sonu Nigam",2
"11th Grade","T-Pain",2
"11th Grade","Taio Cruz",2
"11th Grade","Tay-K",2
"11th Grade","The Foundations",2
"11th Grade","The Rolling Stones",2
"11th Grade","The Script",2
"11th Grade","The Strokes",2
"11th Grade","The Turtles",2
"11th Grade","Train",2
"11th Grade","Troye Sivan",2
"11th Grade","Vicente Fernandez",2
"11th Grade","Wiz Khalifa",2
"11th Grade","ZAYN",2
"11th-12th Summer","Billie Eilish",2
"11th-12th Summer","Blueface",2
"11th-12th Summer","Chinmayi",2
"11th-12th Summer","David Bowie",2
"11th-12th Summer","Electric Light Orchestra",2
"11th-12th Summer","Eurythmics",2
"11th-12th Summer","Fleetwood Mac",2
"11th-12th Summer","Flipp Dinero",2
"11th-12th Summer","Hoodie Allen",2
"11th-12th Summer","JID",2
"11th-12th Summer","Journey",2
"11th-12th Summer","Kelly Clarkson",2
"11th-12th Summer","Kevin Abstract",2
"11th-12th Summer","Kido",2
"11th-12th Summer","Macklemore & Ryan Lewis",2
"11th-12th Summer","Red Hot Chili Peppers",2
"11th-12th Summer","Redbone",2
"11th-12th Summer","SOB X RBE",2
"11th-12th Summer","Ski Mask The Slump God",2
"11th-12th Summer","Snoop Dogg",2
"11th-12th Summer","Srinivas",2
"11th-12th Summer","TOTO",2
"11th-12th Summer","Ty Dolla $ign",2
"11th-12th Summer","WALK THE MOON",2
"12th Grade","2 Chainz",2
"12th Grade","6LACK",2
"12th Grade","Arctic Monkeys",2
"12th Grade","Benny Treskow",2
"12th Grade","Big Sean",2
"12th Grade","Black Eyed Peas",2
"12th Grade","Blueface",2
"12th Grade","Capital Cities",2
"12th Grade","Carly Rae Jepsen",2
"12th Grade","Charlotte Funke",2
"12th Grade","Comethazine",2
"12th Grade","DRAM",2
"12th Grade","David Guetta",2
"12th Grade","Elvis Presley",2
"12th Grade","Famous Dex",2
"12th Grade","Gucci Mane",2
"12th Grade","Joseph Caleb",2
"12th Grade","Leo Sayer",2
"12th Grade","Lil Skies",2
"12th Grade","Loverboy",2
"12th Grade","Mr. Probz",2
"12th Grade","Nena",2
"12th Grade","Nico & Vinz",2
"12th Grade","PnB Rock",2
"12th Grade","Quinn MacKenzie",2
"12th Grade","Rae Sremmurd",2
"12th Grade","Ray Hutchcraft",2
"12th Grade","Rihanna",2
"12th Grade","Ruel",2
"12th Grade","Sage The Gemini",2
"12th Grade","Shaan",2
"12th Grade","Shordie Shordie",2
"12th Grade","Snoop Dogg",2
"12th Grade","Sunidhi Chauhan",2
"12th Grade","Suraj Jagan",2
"12th Grade","Taio Cruz",2
"12th Grade","The Lovin' Spoonful",2
"12th Grade","The Strokes",2
"12th Grade","The Tides",2
"12th Grade","The Wanted",2
"12th Grade","Twista",2
"12th Grade","Udit Narayan",2
"12th Grade","Wiz Khalifa",2
"12th Grade","Y2K",2
"12th Grade","YBN Nahmir",2
"12th-Freshman Summer","2Pac",2
"12th-Freshman Summer","88rising",2
"12th-Freshman Summer","A.K.",2
"12th-Freshman Summer","Baby Keem",2
"12th-Freshman Summer","Bryce Hase",2
"12th-Freshman Summer","Carly Rae Jepsen",2
"12th-Freshman Summer","DJ Khaled",2
"12th-Freshman Summer","David Lee Murphy",2
"12th-Freshman Summer","Dominic Fike",2
"12th-Freshman Summer","Ed Sheeran",2
"12th-Freshman Summer","Gotye",2
"12th-Freshman Summer","Gym Class Heroes",2
"12th-Freshman Summer","JACKBOYS",2
"12th-Freshman Summer","Jill Scott",2
"12th-Freshman Summer","Jimmy Buffett",2
"12th-Freshman Summer","Jo Dee Messina",2
"12th-Freshman Summer","John Michael Montgomery",2
"12th-Freshman Summer","Journey",2
"12th-Freshman Summer","Kenny Chesney",2
"12th-Freshman Summer","Louis Armstrong",2
"12th-Freshman Summer","Love",2
"12th-Freshman Summer","Machine Gun Kelly",2
"12th-Freshman Summer","Mary Chapin Carpenter",2
"12th-Freshman Summer","Mike WiLL Made-It",2
"12th-Freshman Summer","Paul Simon",2
"12th-Freshman Summer","Playboi Carti",2
"12th-Freshman Summer","Reba McEntire",2
"12th-Freshman Summer","Shankar Mahadevan",2
"12th-Freshman Summer","Shankar-Ehsaan-Loy",2
"12th-Freshman Summer","Ski Mask The Slump God",2
"12th-Freshman Summer","T-Pain",2
"12th-Freshman Summer","TLC",2
"12th-Freshman Summer","Trisha Yearwood",2
"12th-Freshman Summer","Ty Herndon",2
"12th-Freshman Summer","Van Halen",2
"12th-Freshman Summer","Wynonna",2
"12th-Freshman Summer","YG",2
"12th-Freshman Summer","benny blanco",2
"8th Grade","DMX",2
"8th Grade","Dzeko & Torres",2
"8th Grade","Example",2
"8th Grade","Fetty Wap",2
"8th Grade","HAIM",2
"8th Grade","Jeremih",2
"8th Grade","Jonas Blue",2
"8th Grade","Jordy Dazz",2
"8th Grade","Knife Party",2
"8th Grade","Major Lazer",2
"8th Grade","Nicky Jam",2
"8th Grade","Nicky Romero",2
"8th Grade","Pierce Fulton",2
"8th Grade","Sub Focus",2
"8th Grade","The Chainsmokers",2
"8th Grade","The Rolling Stones",2
"8th Grade","The Temper Trap",2
"8th Grade","blink-182",2
"9th Grade","Flo Rida",2
"9th Grade","Halsey",2
"9th Grade","Ludwig van Beethoven",2
"9th-10th Summer","2 Chainz",2
"9th-10th Summer","Black Eyed Peas",2
"9th-10th Summer","Chief Keef",2
"9th-10th Summer","Childish Gambino",2
"9th-10th Summer","Coldplay",2
"9th-10th Summer","Eminem",2
"9th-10th Summer","Lana Del Rey",2
"9th-10th Summer","Maroon 5",2
"9th-10th Summer","The Very Nice Interesting Singer Man",2
"Freshman Year","070 Shake",2
"Freshman Year","A Tribe Called Quest",2
"Freshman Year","A$AP Ferg",2
"Freshman Year","Aastha Gill",2
"Freshman Year","Alec Benjamin",2
"Freshman Year","Anderson .Paak",2
"Freshman Year","Anti Lilly",2
"Freshman Year","Arctic Monkeys",2
"Freshman Year","Asher Roth",2
"Freshman Year","Bas",2
"Freshman Year","Bhupen Hazarika",2
"Freshman Year","Blu",2
"Freshman Year","Bobby Dreamz BIG",2
"Freshman Year","Burrito Brown",2
"Freshman Year","CB",2
"Freshman Year","Cap Kendricks",2
"Freshman Year","Chinmayi",2
"Freshman Year","DaniLeigh",2
"Freshman Year","Dave",2
"Freshman Year","Dean Lewis",2
"Freshman Year","Depf",2
"Freshman Year","Don Diablo",2
"Freshman Year","Dream",2
"Freshman Year","Ed Sheeran",2
"Freshman Year","Elaquent",2
"Freshman Year","FKJ",2
"Freshman Year","Felly",2
"Freshman Year","G R I Z",2
"Freshman Year","GROUPLOVE",2
"Freshman Year","Genra",2
"Freshman Year","Grand Puba",2
"Freshman Year","Gunna",2
"Freshman Year","HM Surf",2
"Freshman Year","Handbook",2
"Freshman Year","Harlem Spartans",2
"Freshman Year","Huey Daze",2
"Freshman Year","Hulk Hodn",2
"Freshman Year","Idealism",2
"Freshman Year","Iris Temple",2
"Freshman Year","Ivan Ave",2
"Freshman Year","James Blake",2
"Freshman Year","Jatin-Lalit",2
"Freshman Year","Jay Rock",2
"Freshman Year","Jerry Goldsmith",2
"Freshman Year","John Coltrane",2
"Freshman Year","Jr. Wellness",2
"Freshman Year","Kainbeats",2
"Freshman Year","Katashi Kaito",2
"Freshman Year","Kevoe West",2
"Freshman Year","King Harvest",2
"Freshman Year","Kodaline",2
"Freshman Year","Konteks",2
"Freshman Year","LBL",2
"Freshman Year","LEGAXY",2
"Freshman Year","Large Professor",2
"Freshman Year","Leslie West",2
"Freshman Year","Loafy Building",2
"Freshman Year","Lofi Fruits Music",2
"Freshman Year","Loski",2
"Freshman Year","Lost Kids",2
"Freshman Year","Loyle Carner",2
"Freshman Year","Luke Christopher",2
"Freshman Year","Made in M",2
"Freshman Year","Maluma",2
"Freshman Year","Mario Judah",2
"Freshman Year","Max I Million",2
"Freshman Year","Michael Buble",2
"Freshman Year","Moon Taxi",2
"Freshman Year","Morgan Wallen",2
"Freshman Year","Mvdk",2
"Freshman Year","Nafe Smallz",2
"Freshman Year","Nana",2
"Freshman Year","Nat King Cole",2
"Freshman Year","Nicki Minaj",2
"Freshman Year","Otis Neon",2
"Freshman Year","Otis Ubaka",2
"Freshman Year","PRETTYMUCH",2
"Freshman Year","Pachakuti",2
"Freshman Year","Pandrezz",2
"Freshman Year","Pete Rock",2
"Freshman Year","Peter Kind",2
"Freshman Year","Pi'erre Bourne",2
"Freshman Year","Pink Floyd",2
"Freshman Year","Plusma",2
"Freshman Year","Quinte",2
"Freshman Year","RINI",2
"Freshman Year","RIZ LA VIE",2
"Freshman Year","Raphael Lake",2
"Freshman Year","Ray Charles",2
"Freshman Year","Rex Orange County",2
"Freshman Year","Russ",2
"Freshman Year","Ryan Beatty",2
"Freshman Year","S N U G",2
"Freshman Year","S. D. Burman",2
"Freshman Year","SLXWCLXP",2
"Freshman Year","Saib",2
"Freshman Year","Sammy TQ",2
"Freshman Year","Screen Jazzmaster",2
"Freshman Year","Shakira",2
"Freshman Year","SiR",2
"Freshman Year","Ski Mask The Slump God",2
"Freshman Year","Slum Village",2
"Freshman Year","Smino",2
"Freshman Year","Snoop Dogg",2
"Freshman Year","Steppenwolf",2
"Freshman Year","Sublime",2
"Freshman Year","Syrup",2
"Freshman Year","Ta-ku",2
"Freshman Year","Taylor Swift",2
"Freshman Year","Team Astro",2
"Freshman Year","The Alchemist",2
"Freshman Year","The All-American Singers",2
"Freshman Year","The Mouse Outfit",2
"Freshman Year","The Silhouettes Project",2
"Freshman Year","Thirupathi V Sathyanarayana",2
"Freshman Year","Thundercat",2
"Freshman Year","Toby Schay",2
"Freshman Year","Tom Doolie",2
"Freshman Year","Twotrees",2
"Freshman Year","Undagawds",2
"Freshman Year","V Jackk",2
"Freshman Year","Van Halen",2
"Freshman Year","Vince Staples",2
"Freshman Year","WALK THE MOON",2
"Freshman Year","Westside Gunn",2
"Freshman Year","Wyl",2
"Freshman Year","Yasumu",2
"Freshman Year","Young T & Bugsey",2
"Freshman Year","Yvng Jin",2
"Freshman Year","dryhope",2
"Freshman Year","gianni & kyle",2
"Freshman Year","halfpastseven",2
"Freshman Year","lisnn",2
"Freshman Year","loland",2
"Freshman Year","pettersson",2
"Freshman Year","sumishii",2
"Freshman Year","tobi lou",2
"Freshman-Sophomore Summer","2 Friends Remixes",2
"Freshman-Sophomore Summer","2Pac",2
"Freshman-Sophomore Summer","A$AP Ferg",2
"Freshman-Sophomore Summer","AG Club",2
"Freshman-Sophomore Summer","Aliotta Haynes Jeremiah",2
"Freshman-Sophomore Summer","Arctic Monkeys",2
"Freshman-Sophomore Summer","BIGBABYGUCCI",2
"Freshman-Sophomore Summer","Bantu",2
"Freshman-Sophomore Summer","Blaccmass",2
"Freshman-Sophomore Summer","Chavo",2
"Freshman-Sophomore Summer","Claude Debussy",2
"Freshman-Sophomore Summer","Cordae",2
"Freshman-Sophomore Summer","Daniel Caesar",2
"Freshman-Sophomore Summer","Dobie Gray",2
"Freshman-Sophomore Summer","Earl Sweatshirt",2
"Freshman-Sophomore Summer","Electric Light Orchestra",2
"Freshman-Sophomore Summer","Eminem",2
"Freshman-Sophomore Summer","FITZ",2
"Freshman-Sophomore Summer","Flo Rida",2
"Freshman-Sophomore Summer","Halsey",2
"Freshman-Sophomore Summer","JACKBOYS",2
"Freshman-Sophomore Summer","JID",2
"Freshman-Sophomore Summer","Jeremih",2
"Freshman-Sophomore Summer","Jhene Aiko",2
"Freshman-Sophomore Summer","KSI",2
"Freshman-Sophomore Summer","Kodak Black",2
"Freshman-Sophomore Summer","Lil Yachty",2
