"Year","Album","Plays"
"2020","Little May ~ For The Company",1
"2020","Paloma Mami ~ For Ya",1
"2020","Adam Lambert ~ For Your Entertainment",1
"2020","Jordan Mackampa ~ Foreigner",1
"2020","Peter CottonTale ~ Forever Always",1
"2020","Boy In Space ~ Forever Young",1
"2020","Krimelife Ca$$ ~ Forrest Gump (feat. ABG Neal)",1
"2020","Kasbo ~ Found You",1
"2020","Lil Keed ~ Fox 5 (feat. Gunna)",1
"2020","Ian Wong ~ Fragile",1
"2020","Ever So Blue ~ Fragment",1
"2020","Doja Cat ~ Freak",1
"2020","Robin Bennich ~ Free Fall",1
"2020","Free Nationals ~ Free Nationals",1
"2020","Lofi Fruits Music ~ Frenemy",1
"2020","Jack Johnson ~ From Here To Now To You",1
"2020","Anthony Sullivan ~ From This Day",1
"2020","Fall Out Boy ~ From Under The Cork Tree",1
"2020","Fleurs de Son ~ From Within",1
"2020","Gregbard Masis ~ Fruity Declarations",1
"2020","Aldor Moreland ~ Fruity Endings",1
"2020","Ceth Drayen ~ Fruity Forgiveness",1
"2020","Shordie Shordie ~ Fucc Friends",1
"2020","Eddie Benjamin ~ Fuck My Friends",1
"2020","R3HAB ~ Fuego",1
"2020","Scott Storch ~ Fuego Del Calor (feat. Ozuna & Tyga)",1
"2020","Lil Wayne ~ Funeral",1
"2020","Lil Uzi Vert ~ Futsal Shuffle 2020",1
"2020","Justin Timberlake ~ FutureSex/LoveSounds",1
"2020","Shay George ~ Futuristic Spotlight",1
"2020","Pharrell Williams ~ G I R L",1
"2020","Tropico ~ G Wagon",1
"2020","GASHI ~ GASHI",1
"2020","Maggie Lindemann ~ GASLIGHT!",1
"2020","Niko Moon ~ GOOD TIME",1
"2020","DJ Khaled ~ GREECE (feat. Drake)",1
"2020","DRAMA ~ Gallows",1
"2020","Shoreline Mafia ~ Gangstas & Sippas (feat. Q Da Fool)",1
"2020","Badshah ~ Garmi (From """"Street Dancer 3D"""")",1
"2020","Yung Gravy ~ Gasanova",1
"2020","Nebu Kiniza ~ Gassed Up",1
"2020","Moux ~ Gaze",1
"2020","Sid Sriram ~ Geetha Govindam",1
"2020","Young Dolph ~ Gelato",1
"2020","Domo Genesis ~ Genesis",1
"2020","Asiahn ~ Get Away",1
"2020","Justin Bieber ~ Get Me",1
"2020","Fazilpuria ~ Ghar Aaya Mera Pardesi - Single",1
"2020","Vishal-Shekhar ~ Ghungroo (From """"War"""")",1
"2020","Vacation Manor ~ Girl, Say",1
"2020","Julia Michaels ~ Give It To You (from Songland)",1
"2020","Codima ~ Give It Up",1
"2020","Blewbird ~ Give It a Name",1
"2020","Sigala ~ Give Me Your Love (feat. Nile Rodgers)",1
"2020","Russ ~ Give Up",1
"2020","070 Shake ~ Glitter",1
"2020","Pitbull ~ Global Warming: Meltdown",1
"2020","Gavin James ~ Glow",1
"2020","Marius Kings ~ Gnadengesuch",1
"2020","Y2K ~ Go Dumb (feat. blackbear, The Kid LAROI and Bankrol Hayden)",1
"2020","Gorgon City ~ Go Slow (with Kaskade)",1
"2020","Hungry ~ Goals",1
"2020","Tyler, The Creator ~ Goblin",1
"2020","Palis Schwant ~ God Damn Prison",1
"2020","ILLENIUM ~ God Damnit (with Call Me Karizma)",1
"2020","Nucleya ~ Going to America",1
"2020","Ellona Leqarna ~ Golden Ghost",1
"2020","Feki ~ Golden Remedy",1
"2020","Brasstracks ~ Golden Ticket (feat. Masego & Common)",1
"2020","Fourpoint ~ Gone",1
"2020","Tone Stith ~ Good Company",1
"2020","R3HAB ~ Good Example (with Andy Grammer)",1
"2020","Bastille ~ Good Grief",1
"2020","Madison Beer ~ Good In Goodbye",1
"2020","R3HAB ~ Good Intentions (feat. Lourdiz)",1
"2020","Alicia Keys ~ Good Job",1
"2020","Leon Bridges ~ Good Thing",1
"2020","Nexeri ~ Good Time [Remixes]",1
"2020","Roman Muller ~ Good Times",1
"2020","Glass Animals ~ Gooey",1
"2020","Texas Drew ~ Goosebumps",1
"2020","Cramsey ~ Gordon Flip",1
"2020","Mena Zamba ~ Grab Your Ghost",1
"2020","Tommy Boysen ~ Gracias X",1
"2020","Leonid Gautier ~ Gran Separado",1
"2020","Gryffin ~ Gravity Pt. 1",1
"2020","hey eli ~ Great Danes",1
"2020","Aboriginally ~ Green Bombshell",1
"2020","1990nowhere ~ Grim Mary",1
"2020","Girls In Hawaii ~ Guinea Pig",1
"2020","Vivek - Mervin ~ Gulaebaghavali",1
"2020","A.R. Rahman ~ Guru (Original Motion Picture Soundtrack)",1
"2020","Wavy Navy Pooh ~ Guwop",1
"2020","Hailee Steinfeld ~ HAIZ",1
"2020","Future ~ HNDRXX",1
"2020","Houdini ~ HOU I AM",1
"2020","Skrillex ~ HUMBLE.",1
"2020","Still Woozy ~ Habit",1
"2020","Big Sean ~ Hall Of Fame",1
"2020","Oliver Riot ~ Hallucinate",1
"2020","Christopher Dicker ~ Hands",1
"2020","Maroon 5 ~ Hands All Over",1
"2020","ScHoolboy Q ~ Hands On The Wheel",1
"2020","DACOREX ~ Happiness",1
"2020","Uncle Kracker ~ Happy Hour",1
"2020","Pentatonix ~ Happy Now",1
"2020","Caren Magnum ~ Happy Religion",1
"2020","Charlie Puth ~ Hard On Yourself",1
"2020","The Neighbourhood ~ Hard To Imagine The Neighbourhood Ever Changing",1
"2020","Vybz Kartel ~ Hard to Love",1
"2020","Tiesto ~ Harder (feat. Talay Riley)",1
"2020","Big Sean ~ Harder Than My Demons",1
"2020","New West ~ Hate That I Love You",1
"2020","Dean Terriss ~ Hateful Blackout",1
"2020","Social House ~ Haunt You",1
"2020","X Lovers ~ Haunt You (feat. chloe moriondo)",1
"2020","Nurantessamen ~ He Cares About Us",1
"2020","Joel Corry ~ Head & Heart (feat. MNEK)",1
"2020","88rising ~ Head In The Clouds II",1
"2020","Kaivon ~ Heartbeat",1
"2020","Niall Horan ~ Heartbreak Weather",1
"2020","Offset ~ Heathens",1
"2020","MAX ~ Hell's Kitchen Angel",1
"2020","Carnage ~ Hella Neck",1
"2020","Delaney Jane ~ Hello My Loneliness",1
"2020","Bridgit Mendler ~ Hello My Name Is...",1
"2020","Fets ~ Helping Hands",1
"2020","Kelly Rowland ~ Here I Am",1
"2020","NLSN ~ Here With You",1
"2020","Col3trane ~ Heroine",1
"2020","Jelani ~ Hey Hello",1
"2020","Thaman S ~ Hey Idi Nenena",1
"2020","Klangkarussell ~ Hey Maria",1
"2020","Harris Cole ~ Hey, September",1
"2020","Ashnikko ~ Hi, It's Me",1
"2020","Ambient Fruits Music ~ Hidden Beauty",1
"2020","Blewbird ~ Hideout",1
"2020","Maria Marble ~ Hiemal",1
"2020","Jaz Dhami ~ High Heels",1
"2020","Reem ~ Higher",1
"2020","Goldbird ~ Hit and Run",1
"2020","The Temptations ~ Hitsville USA, The Motown Collection 1972-1992",1
"2020","louw ~ Hold Me Down",1
"2020","GoldFish ~ Hold Your Kite",1
"2020","A R I Z O N A ~ Hold the Line",1
"2020","Benji Lewis ~ Home For Now",1
"2020","Young the Giant ~ Home of the Strange",1
"2020","Nymano ~ Hometown",1
"2020","Kehlani ~ Honey",1
"2020","CNCO ~ Honey Boo",1
"2020","AJ Mitchell ~ Hopeful",1
"2020","Robertti Bailo ~ Hormelad",1
"2020","Young Thug ~ Hot (Remix) [feat. Gunna and Travis Scott]",1
"2020","The Killers ~ Hot Fuss",1
"2020","Bobby Shmurda ~ Hot N*gga",1
"2020","Jose P ~ Hourglass",1
"2020","MKTO ~ How Can I Forget",1
"2020","The Regrettes ~ How Do You Love?",1
"2020","Rita Ora ~ How To Be Lonely",1
"2020","The Fray ~ How To Save A Life",1
"2020","Leyton Stills ~ Human",1
"2020","Sachet Tandon ~ Humraah (From """"Malang - Unleash The Madness"""")",1
"2020","Huncho Jack ~ Huncho Jack, Jack Huncho",1
"2020","Nimus ~ Hung over You",1
"2020","Rod Wave ~ Hunger Games 2",1
"2020","Rod Wave ~ Hunger Games 3",1
"2020","Valbona Ceferin ~ Hvalezni",1
"2020","Carl Stark Willgold ~ Hymn",1
"2020","Deorro ~ I Can Be Somebody",1
"2020","benny blanco ~ I Can't Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",1
"2020","Kelly Clarkson ~ I Dare You (Multi-Language Duets)",1
"2020","Matthew Wilder ~ I Don't Speak The Language",1
"2020","Yxngxr1 ~ I Don't Suit Hats",1
"2020","Ben Phipps ~ I Don't Think So",1
"2020","Doendoyrbe ~ I Got Your Vortex",1
"2020","Vishal-Shekhar ~ I Hate Luv Storys (Original Motion Picture Soundtrack)",1
"2020","Lizzy Corr ~ I Keep Going",1
"2020","Pink Sweat$ ~ I Know",1
"2020","Lauv ~ I Like Me Better",1
"2020","Mr. Me Me ~ I Like That You're Broken",1
"2020","MVCA ~ I Might As Well Live In A Hotel Room",1
"2020","NOTD ~ I Miss Myself (with HRVY)",1
"2020","Massari ~ I See The Dream (Badna Salam) [feat. Ali Gatie]",1
"2020","Yo Gotti ~ I Still Am",1
"2020","Fake Blood ~ I Think I Like It",1
"2020","Tyla Yaweh ~ I Think I Luv Her (feat. YG)",1
"2020","Tory Lanez ~ I Told You",1
"2020","Jasmine Thompson ~ I Try",1
"2020","NOTD ~ I Wanna Know (feat. Bea Miller)",1
"2020","SYML ~ I Wanted to Leave",1
"2020","Gus Glasser ~ I'll Be Home Soon",1
"2020","ILLENIUM ~ I'll Be Your Reason",1
"2020","sagun ~ I'll Keep You Safe",1
"2020","Drake ~ I'm Goin In",1
"2020","iann dior ~ I'm Gone",1
"2020","Loud Luxury ~ I'm Not Alright",1
"2020","ConKi ~ I'm On Fire",1
"2020","Sam Smith ~ I'm Ready (with Demi Lovato)",1
"2020","lovETHAN. ~ I'm in Love with You, Sorry.",1
"2020","Mokita ~ ICLYA",1
"2020","Missy Elliott ~ ICONOLOGY",1
"2020","Alexander 23 ~ IDK You Yet/Caught in the Middle",1
"2020","Breathe Carolina ~ IF U",1
"2020","Doma Cyno ~ INTERPOLATIONS",1
"2020","Tyga ~ Ibiza",1
"2020","Jake Hope ~ Icare2much",1
"2020","Phoenix ~ Identical",1
"2020","C. Tangana ~ Idolo",1
"2020","Shawn Mendes ~ If I Can't Have You",1
"2020","Years & Years ~ If You're Over Me",1
"2020","Drake ~ If You're Reading This It's Too Late",1
"2020","Black M ~ Il etait une fois...",1
"2020","Jasmine Sandlas ~ Illegal Weapon 2.0 (From """"Street Dancer 3D"""")",1
"2020","Steve Aoki ~ Imagine",1
"2020","SYML ~ In My Body",1
"2020","Dynoro ~ In My Mind",1
"2020","Hior Chronik ~ In The Morning I'll Be With You",1
"2020","Hans Zimmer ~ Inception",1
"2020","Telo Richardson ~ Infinite Plans",1
"2020","Fall Out Boy ~ Infinity On High",1
"2020","Alok ~ Innocent (feat. Gavin James)",1
"2020","Aly & AJ ~ Insomniatic",1
"2020","Dimitri Vegas & Like Mike ~ Instagram",1
"2020","The Clashcze ~ Instrumentals",1
"2020","Sigri?ur ~ Interconnectivity",1
"2020","PDR ~ International Islands",1
"2020","Paris Blohm ~ Into Dust",1
"2020","RAHH ~ Into The Dawn",1
"2020","UMI ~ Introspection",1
"2020","Big Wild ~ Invincible EP",1
"2020","Iration ~ Iration",1
"2020","3LAU ~ Is It Love",1
"2020","The Strokes ~ Is This It",1
"2020","Ludovico Einaudi ~ Islands - Essential Einaudi",1
"2020","Kali Uchis ~ Isolation",1
"2020","Ben Rector ~ It Would Be You",1
"2020","Jonas Brothers ~ It's About Time",1
"2020","Mabel ~ Ivy To Roses",1
"2020","Victoria Monet ~ JAGUAR",1
"2020","Yugo Kanno ~ JOJO'S BIZARRE ADVENTURE -Golden Wind O.S.T vol.1 Overture",1
"2020","LOONY ~ JOYRiDE",1
"2020","Rashid Ali ~ Jaane Tu... Ya Jaane Na",1
"2020","Yo Yo Honey Singh ~ Jabariya Jodi",1
"2020","DPR LIVE ~ Jasmine",1
"2020","Jim-E Stack ~ Jeanie (feat. Bon Iver)",1
"2020","Amit Trivedi ~ Jee Ve Sohaneya",1
"2020","Shankar-Ehsaan-Loy ~ Jhoom Barabar Jhoom",1
"2020","SiR ~ John Redcorn - A COLORS SHOW",1
"2020","Jubin Nautiyal ~ Jolly Ll.B 2",1
"2020","Oran Juice Jones ~ Juice",1
"2020","Noah Cyrus ~ July (feat. Leon Bridges)",1
"2020","Ayotemi ~ June",1
"2020","Lil Durk ~ Just Cause Y'all Waited 2",1
"2020","Audrey Mika ~ Just Friends",1
"2020","Grace VanderWaal ~ Just The Beginning",1
"2020","SRTW ~ Just a Fool",1
"2020","Dvicio ~ Justo Ahora",1
"2020","Teyana Taylor ~ K.T.S.E.",1
"2020","BRONSON ~ KEEP MOVING",1
"2020","Electric Guest ~ KIN",1
"2020","BRONSON ~ KNOW ME (Cassian Remix)",1
"2020","J. Cole ~ KOD",1
"2020","Badshah ~ Kar Gayi Chull (From """"Kapoor & Sons (Since 1921)"""")",1
"2020","Shankar Mahadevan ~ Karthik Calling Karthik",1
"2020","Childish Gambino ~ Kauai",1
"2020","MORTEN ~ Keep Me From You (feat. ODA)",1
"2020","NOTD ~ Keep You Mine",1
"2020","Lindsey Ray ~ Keep You Safe",1
"2020","Maciel ~ Keeps Me High",1
"2020","Arijit Singh ~ Kesari",1
"2020","Nils Frahm ~ Keys",1
"2020","Sickick ~ Kill Me Slowly",1
"2020","Alex Newell ~ Kill The Lights (with Nile Rodgers)",1
"2020","Gelzo ~ King",1
"2020","R-Mean ~ King James",1
"2020","A Boogie Wit da Hoodie ~ King Of My City",1
"2020","Nas ~ King's Disease",1
"2020","Ava Max ~ Kings & Queens, Pt. 2 (feat. Lauv & Saweetie)",1
"2020","Lil Jon & The East Side Boyz ~ Kings Of Crunk",1
"2020","Carly Rae Jepsen ~ Kiss",1
"2020","Selena Gomez & The Scene ~ Kiss & Tell",1
"2020","Anitta ~ Kisses",1
"2020","Sevyn Streeter ~ Kissez",1
"2020","KK ~ Kites",1
"2020","Alida Sorby ~ Kjareste",1
"2020","Justine Skye ~ Know Myself",1
"2020","Jasbir Jassi ~ Koka (From """"Khandaani Shafakhana"""")",1
"2020","Akira Kosemura ~ Komorebi",1
"2020","Clinton, Hema Chandra, Raman Mahadevan ~ Konchem Ishtam Konchem Kashtam",1
"2020","L.Dre ~ Korra",1
"2020","Jatin-Lalit ~ Kuch Kuch Hota Hai",1
"2020","Vidya Vox ~ Kuthu Fire",1
"2020","Cold War Kids ~ LA DIVINE",1
"2020","ASTN ~ LA DON'T LOOK GOOD ON U",1
"2020","Yandel ~ LAS QUE NO IBAN A SALIR",1
"2020","Wham! ~ LAST CHRISTMAS",1
"2020","Trippie Redd ~ LIFE'S A TRIP",1
"2020","PARTYNEXTDOOR ~ LOYAL (feat. Drake)",1
"2020","QUIN ~ LUCID",1
"2020","Blumen ~ La Hague",1
"2020","Bryce Vine ~ La La Land (feat. YG)",1
"2020","Sech ~ La Luz",1
"2020","Pedro Capo ~ La Sabana y los Pies",1
"2020","Alexander Descartes ~ La Storia",1
"2020","Samuel Lindon ~ La tour",1
"2020","Machine Gun Kelly ~ Lace Up",1
"2020","George Michael ~ Ladies And Gentlemen... The Best Of George Michael",1
"2020","Cynomorphic ~ Lapidarious",1
"2020","Barnes Blvd. ~ Last Summer",1
"2020","Louis The Child ~ Last To Leave (feat. Caroline Ailin)",1
"2020","Fourpoint ~ Late Nights",1
"2020","Reykon ~ Latina",1
"2020","Aleksy Wysocki ~ Lato",1
"2020","WUSA ~ Lay It on the Line",1
"2020","Travie McCoy ~ Lazarus",1
"2020","Yasumu ~ Lazy Sunday",1
"2020","Antoine Minot ~ Le Castellet",1
"2020","TAL ~ Le Droit De Rever",1
"2020","Vegard ~ Le Mouton Noir",1
"2020","Kid Cudi ~ Leader Of The Delinquents",1
"2020","Jai Paul ~ Leak 04-13 (Bait Ones)",1
"2020","Ruhde ~ Lean Back",1
"2020","Surfaces ~ Learn To Fly",1
"2020","Nekfeu ~ Les etoiles vagabondes : expansion",1
"2020","Black M ~ Les yeux plus gros que le monde",1
"2020","The Band CAMINO ~ Less Than I Do",1
"2020","chromonicci ~ Let Go.",1
"2020","The Kid LAROI ~ Let Her Go",1
"2020","JUNG ~ Let Him Go (feat. Clara Mae)",1
"2020","Houses On The Hill ~ Let It All out on Me",1
"2020","Hailee Steinfeld ~ Let Me Go (with Alesso, Florida Georgia Line & watt)",1
"2020","Alok ~ Let Me Go (with MKLA)",1
"2020","A R I Z O N A ~ Let Me Touch Your Fire",1
"2020","Moon Taxi ~ Let The Record Play",1
"2020","Rixton ~ Let The Road",1
"2020","Y.V.E. 48 ~ Let You Know",1
"2020","Essence ~ Let's Run Away and Never Look Back",1
"2020","Arthur Nery ~ Letters Never Sent",1
"2020","Leven Kali ~ Leven Kali: Low Tide",1
"2020","Dua Lipa ~ Levitating (feat. DaBaby)",1
"2020","Dua Lipa ~ Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix]",1
"2020","Sasha Alex Sloan ~ Lie",1
"2020","Sole Sole ~ Lie Machine",1
"2020","Stay Inside ~ Lie to Yourself",1
"2020","Kidprinc3 ~ Lies",1
"2020","Bryce Vine ~ Life Goes On",1
"2020","Duncan ~ Light Up The Sky",1
"2020","Lil Skies ~ Lightbeam (feat. NoCap)",1
"2020","Ellie Goulding ~ Lights",1
"2020","Mansions On The Moon ~ Lightyears",1
"2020","NGHTMRE ~ Like That",1
"2020","nourii ~ Like a Wolf",1
"2020","Lil Yachty ~ Lil Boat 3",1
"2020","Lil Uzi Vert ~ Lil Uzi Vert vs. The World",1
"2020","TM Stevens ~ Limousine Drive",1
"2020","ODESZA ~ Line Of Sight",1
"2020","Timer Rose ~ Lit Like Travis Sc?tt",1
"2020","Louis The Child ~ Little Things (feat. Quinn XCII & Chelsea Cutler)",1
"2020","Adam Stacks ~ Live It Again",1
"2020","UnoTheActivist ~ Live.Shyne.Die",1
"2020","Big Sean ~ Living Single",1
"2020","Phil Good ~ Living With No One",1
"2020","Reik ~ Lo Intente Todo",1
"2020","Kimberley Tell ~ Lo Que No Me Dices",1
"2020","Babi ~ Lo jodiste",1
"2020","Tory Lanez ~ LoVE me NOw",1
"2020","Crumb ~ Locket",1
"2020","Hard September ~ Lonely Life",1
"2020","Adam Nystrom ~ Look at Me Now",1
"2020","Usher ~ Looking 4 Myself",1
"2020","Brenky ~ Loose",1
"2020","S1mba ~ Loose (feat. KSI)",1
"2020","Beowulf ~ Lose A Friend",1
"2020","k?d ~ Lose Myself",1
"2020","Jacquees ~ Lost At Sea 2",1
"2020","Sickick ~ Lost My Way",1
"2020","Jazmine Sullivan ~ Lost One",1
"2020","Blewbird ~ Lost Souls",1
"2020","Kwamie Liv ~ Lost in the Girl",1
"2020","Why Don't We ~ Lotus Inn",1
"2020","Thutmose ~ Love In The Morning",1
"2020","Phora ~ Love Is Hell",1
"2020","Joey Bada$$ ~ Love Is Only a Feeling",1
"2020","Shankar-Ehsaan-Loy ~ Love Mashup 2015 (By DJ Chetas)",1
"2020","Smeyeul. ~ Love Me",1
"2020","Zara Larsson ~ Love Me Land",1
"2020","Jason Derulo ~ Love Not War (The Tampa Beat) (Acoustic)",1
"2020","BTS ~ Love Yourself <U+7D50> 'Answer'",1
"2020","Robin Knaak ~ Lovefool",1
"2020","Fly By Midnight ~ Lovely",1
"2020","Young Bombs ~ Loyal",1
"2020","Odin Sorlie ~ Lucida",1
"2020","Ludovico Einaudi ~ Ludovico Einaudi: In a time lapse",1
"2020","Lupe Fiasco ~ Lupe Fiasco's The Cool",1
"2020","Lil Uzi Vert ~ Luv Is Rage",1
"2020","Rozy ~ Luxury Love",1
"2020","Tristan Eckerson ~ Luz",1
"2020","JC Stewart ~ Lying That You Love Me",1
"2020","BTS ~ MAP OF THE SOUL : 7 ~ THE JOURNEY ~",1
"2020","Tory Lanez ~ MEMORIES DON'T DIE",1
"2020","Bad Bunny ~ MIA (feat. Drake)",1
"2020","Melii ~ MOTIONS",1
"2020","Sean Paul ~ Mad Love The Prequel",1
"2020","Riccardo Lettiere ~ Magari",1
"2020","Mickey Singh ~ Magic",1
"2020","Ralpi Composer ~ Magic Guitar Sounds, Vol. 2",1
"2020","Flo Rida ~ Mail on Sunday",1
"2020","Sonu Nigam ~ Main Hoon Na",1
"2020","Blewbird ~ Make It Work",1
"2020","Noah Cyrus ~ Make Me (Cry)",1
"2020","Pip Millett ~ Make Me Cry",1
"2020","Carsky ~ Make Me Pure",1
"2020","LANY ~ Make Out",1
"2020","Pitbull ~ Mala (feat. Becky G & De La Ghetto)",1
"2020","Ved Sharma ~ Malang (Title Track) [From """"Malang - Unleash The Madness""""]",1
"2020","Shakka ~ Man Down (feat. AlunaGeorge)",1
"2020","Thutmose ~ Man On Fire",1
"2020","NGHTMRE ~ Man's First Inhibition",1
"2020","Vegedream ~ Marchand de sable",1
"2020","Zwera ~ Mass",1
"2020","St. Lucia ~ Matter",1
"2020","Francis and the Lights ~ May I Have This Dance (Remix) [feat. Chance the Rapper]",1
"2020","Trinix ~ Mayday",1
"2020","SAINt JHN ~ McDonalds Rich",1
"2020","Piso 21 ~ Me Llamas (feat. Maluma)",1
"2020","Pitbull ~ Me Quedare Contigo (Shndo Remix)",1
"2020","Havelin ~ Me Without You",1
"2020","Pop Smoke ~ Meet The Woo",1
"2020","Salvor Febri ~ Megacerine",1
"2020","Pritam ~ Mehrama",1
"2020","Hakaisu ~ Mellow Skies",1
"2020","YNW Melly ~ Melly vs. Melvin",1
"2020","Little Venice ~ Melody",1
"2020","JONES ~ Melt (Acoustic Version)",1
"2020","SecondNameDanny ~ Melting Love",1
"2020","Pied-a-Terre ~ Memoir",1
"2020","Mariah Carey ~ Memoirs of an imperfect Angel",1
"2020","Neha Kakkar ~ Mesmeric Voice - Tulsi Kumar",1
"2020","Fourpoint ~ Messed Up",1
"2020","Tillar Setas ~ Metal Signs",1
"2020","Mia Strass ~ Mid-Life",1
"2020","HOSH ~ Midnight (The Hanging Tree)",1
"2020","Skrillex ~ Midnight Hour with Boys Noize & Ty Dolla $ign",1
"2020","Leslie Miles ~ Miles Away",1
"2020","Stone Steps ~ Milestone",1
"2020","Aashiq Raj ~ Mili to Sali Facebook Per",1
"2020","Billie Marten ~ Milk & Honey",1
"2020","Likybo ~ Million Dollar Mindset",1
"2020","Felix Cartal ~ Mine",1
"2020","Indila ~ Mini World",1
"2020","Blewbird ~ Mirai",1
"2020","CaFire ~ Mircoelectronic",1
"2020","EARTHGANG ~ Mirrorland",1
"2020","070 Shake ~ Modus Vivendi",1
"2020","Terrell Morris ~ Molasses",1
"2020","Stitches ~ Molly Cyrus",1
"2020","Lvly ~ Mom's Old Hatchback (In Too Deep)",1
"2020","Caleb Brown ~ Moment",1
"2020","Gang Starr ~ Moment Of Truth",1
"2020","Swizznife ~ Moments",1
"2020","Goth Babe ~ Moments / Tides",1
"2020","kokocob ~ Momo Rap Ma",1
"2020","Tinie Tempah ~ Moncler (feat. Roy Woods) [Remix]",1
"2020","HENRY ~ Monster",1
"2020","Cami ~ Monstruo",1
"2020","HNNY ~ Montara",1
"2020","Keem Isaiah ~ Mood Change",1
"2020","Pop Smoke ~ Mood Swings",1
"2020","Frank Ocean ~ Moon River",1
"2020","Ali Gatie ~ Moonlight",1
"2020","Alina Baraz ~ More Than Enough (Remixes)",1
"2020","Mokita ~ More Than Friends",1
"2020","Fitz and The Tantrums ~ More Than Just a Dream",1
"2020","Oneke ~ More than Close",1
"2020","Guru Randhawa ~ Morni Banke (From """"Badhaai Ho"""")",1
"2020","dvsn ~ Morning After",1
"2020","Lucas Estrada ~ Mostly Mine",1
"2020","Coris Inkari ~ Motion Of A Stranger",1
"2020","Don Diablo ~ Mr. Brightside",1
"2020","Action Bronson ~ Mr. Wonderful",1
"2020","Mura Masa ~ Mura Masa",1
"2020","Fergie ~ Music From Baz Luhrmann's Film The Great Gatsby",1
"2020","Alec Benjamin ~ Must Have Been The Wind",1
"2020","Khalid ~ My Bad",1
"2020","DaBaby ~ My Brother's Keeper (Long Live G)",1
"2020","MELON ~ My Church's Organ",1
"2020","The North 41 ~ My Ecstasy",1
"2020","Ariana Grande ~ My Everything",1
"2020","Mr_hotspot ~ My Friends",1
"2020","Ava Max ~ My Head & My Heart",1
"2020","Tahiri Niachei ~ My Kinda Promise",1
"2020","Felix Da Housecat ~ My Life Is Music",1
"2020","Above & Beyond ~ My Own Hymn",1
"2020","Saint Motel ~ My Type EP",1
"2020","Justin Bieber ~ My World",1
"2020","Justin Bieber ~ My World 2.0",1
"2020","Eternal Hope ~ Mysterious Forest",1
"2020","Masego ~ Mystery Lady",1
"2020","Russ ~ NIGHTTIME (Interlude)",1
"2020","NIKI ~ NIKI Acoustic Sessions: Head In The Clouds II",1
"2020","LOONY ~ NO !",1
"2020","Funsho ~ NUMB3RZ",1
"2020","Aaron Lansing ~ Naive Spin",1
"2020","RIZ LA VIE ~ Napkins",1
"2020","NLE Choppa ~ Narrow Road (feat. Lil Baby)",1
"2020","GMC ~ Naturale",1
"2020","Nature Recordings ~ Nature Recordings Bird Sounds",1
"2020","Coris Inkari ~ Need For A Rainy Day",1
"2020","Migos ~ Need It",1
"2020","Emanuel ~ Need You",1
"2020","Neha Kakkar ~ Neha Kakkar: Love Songs",1
"2020","Stwo ~ Neither Do I",1
"2020","David Guetta ~ Never Be Alone (feat. Aloe Blacc)",1
"2020","Paratone ~ Never Came Back",1
"2020","Don Diablo ~ Never Change",1
"2020","Dennis Lloyd ~ Never Go Back",1
"2020","VIZE ~ Never Let Me Down",1
"2020","Yellow Claw ~ New Blood",1
"2020","L.Dre ~ New Gospel",1
"2020","The Chainsmokers ~ New York City",1
"2020","Brain Timbre ~ New York Rain",1
"2020","Nick Cannon ~ Nick Cannon",1
"2020","Nick Jonas ~ Nick Jonas X2",1
"2020","Dijon ~ Nico's Red Truck",1
"2020","Trevor Daniel ~ Nicotine",1
"2020","The Vamps ~ Night & Day",1
"2020","Bryce Vine ~ Night Circus",1
"2020","DLJ ~ Night Emotions",1
"2020","Gavin Luke ~ Night Walk",1
"2020","ILLENIUM ~ Nightlight",1
"2020","Healy ~ Nikes On",1
"2020","Sid Sriram ~ Ninnu Kori",1
"2020","DeJ Loaf ~ No Fear",1
"2020","Nicki Minaj ~ No Frauds",1
"2020","Chris Brown ~ No Guidance (feat. Drake)",1
"2020","Don Toliver ~ No Idea",1
"2020","Migos ~ No Label II",1
"2020","Meynberg ~ No Longer The Same",1
"2020","Enchanting ~ No Luv (feat. Big Scarr, Key Glock)",1
"2020","Rvssian ~ No Me Ame",1
"2020","Ant Beale ~ No Rain No Flowers",1
"2020","Rhys Lewis ~ No Right To Love You",1
"2020","Philmon Lee ~ No Saving Me (feat. Lindsey Stirling)",1
"2020","Paloma Mami ~ No Te Enamores",1
"2020","Lastlings ~ No Time",1
"2020","Louis The Child ~ Nobody Like You (feat. Vera Blue)",1
"2020","shy martin ~ Nobody Likes Moving On",1
"2020","Ne-Yo ~ Non-Fiction",1
"2020","Lana Del Rey ~ Norman Fucking Rockwell!",1
"2020","WYS ~ North Pole",1
"2020","Ella Mai ~ Not Another Love Song",1
"2020","Xuitcasecity ~ Not Nice",1
"2020","Jesse Brown ~ Notes From Tom",1
"2020","The Polar Boys ~ Nothing Has Changed",1
"2020","Rebel Souljahz ~ Nothing To Hide",1
"2020","H.1 ~ Nothing changes: everything is different",1
"2020","Alexander 23 ~ Nothing's the Same",1
"2020","Jroach ~ November 24th",1
"2020","nowifi ~ November Nights",1
"2020","Lostboycrow ~ November Sleep",1
"2020","Carlie Hanson ~ Numb",1
"2020","Stevie Wonder ~ Number 1's",1
"2020","Lil Yachty ~ Nuthin' 2 Prove",1
"2020","A.R. Rahman ~ Nuvvu Nenu Prema",1
