"SchoolPeriod","Artist","Plays"
"Freshman-Sophomore Summer","Anderson .Paak",41
"Freshman-Sophomore Summer","Post Malone",41
"Sophomore-Junior Summer","Frank Ocean",41
"10th-11th Summer","Earl Sweatshirt",40
"10th-11th Summer","SiR",40
"9th Grade","MadeinTYO",40
"9th-10th Summer","Drake",40
"9th-10th Summer","Khalid",40
"Freshman Year","Baby Keem",40
"Freshman Year","Smino",40
"Sophomore Year","Flatbush Zombies",40
"Sophomore Year","Patrick Cc:, Jonah Zed",40
"Sophomore-Junior Summer","Kendrick Lamar, Blxst, Amanda Reifer",40
"10th Grade","Action Bronson",39
"10th-11th Summer","Logic",39
"11th Grade","SiR",39
"12th Grade","A$AP Rocky",39
"12th-Freshman Summer","Of Monsters and Men",39
"9th Grade","Machine Gun Kelly",39
"9th Grade","Macklemore & Ryan Lewis",39
"Freshman Year","A Boogie wit da Hoodie",39
"Freshman-Sophomore Summer","The Beatles",39
"Sophomore Year","Dave East",39
"Sophomore Year","Madlib, Freddie Gibbs",39
"Sophomore Year","Yeat",39
"Sophomore-Junior Summer","Roddy Ricch",39
"11th Grade","James Blake",38
"8th Grade","Lupe Fiasco",38
"9th Grade","CJ Fly",38
"9th Grade","Eminem",38
"Freshman Year","Young Thug, Young Stoner Life",38
"11th-12th Summer","Big K.R.I.T.",37
"12th Grade","Baby Smoove",37
"12th-Freshman Summer","VIC MENSA",37
"9th-10th Summer","Smino",37
"Freshman Year","A$AP Rocky",37
"Sophomore Year","Kendrick Lamar, Baby Keem",37
"Sophomore Year","Lil Wayne",37
"10th Grade","Amine",36
"10th-11th Summer","Flatbush Zombies",36
"10th-11th Summer","Yung Bans",36
"11th Grade","The Beatles",36
"12th Grade","whiterosemoxie",36
"12th-Freshman Summer","Madlib, Freddie Gibbs",36
"8th Grade","Tyler, The Creator",36
"Freshman Year","Chester Watson",36
"Freshman Year","J. Cole",36
"Freshman-Sophomore Summer","Ty Dolla $ign",36
"Sophomore-Junior Summer","The Beatles",36
"10th Grade","Desiigner",35
"11th Grade","DJ Khaled",35
"11th Grade","Symere Woods",35
"11th Grade","Taihaul",35
"12th Grade","Ahmir",35
"12th Grade","Kid Cudi",35
"12th Grade","Metro Boomin",35
"12th-Freshman Summer","Mir Fontane",35
"12th-Freshman Summer","Roddy Ricch",35
"12th-Freshman Summer","Vince Staples",35
"8th Grade","Common",35
"8th-9th Summer","Danny Brown",35
"Sophomore Year","A Tribe Called Quest",35
"Sophomore Year","Childish Gambino",35
"Sophomore Year","Mike WiLL Made-It",35
"Sophomore Year","Nas",35
"Sophomore Year","SZA",35
"Sophomore-Junior Summer","Baby Keem",35
"11th Grade","Desiigner",34
"11th Grade","Tory Lanez, Rich The Kid",34
"11th-12th Summer","Anderson .Paak",34
"11th-12th Summer","Madlib, Freddie Gibbs",34
"12th Grade","Free Nationals",34
"8th Grade","Kanye West, JAY-Z",34
"9th-10th Summer","6LACK",34
"Freshman-Sophomore Summer","The Black Keys",34
"Freshman-Sophomore Summer","nothing,nowhere.",34
"Sophomore Year","Chester Watson",34
"Sophomore Year","Mir Fontane",34
"Sophomore Year","Pink Floyd",34
"Sophomore-Junior Summer","Cage the Elephant",34
"Sophomore-Junior Summer","Led Zeppelin",34
"10th Grade","6LACK",33
"10th Grade","Danny Brown",33
"10th Grade","Denzel Curry",33
"10th Grade","VIC MENSA",33
"10th-11th Summer","Aries",33
"10th-11th Summer","Ty Dolla $ign",33
"11th Grade","YBN Nahmir",33
"12th Grade","BROCKHAMPTON",33
"12th Grade","Tyler, The Creator",33
"12th Grade","Young Thug, Future",33
"12th-Freshman Summer","Lil Skies",33
"9th Grade","Tory Lanez",33
"Freshman Year","Kanye West",33
"Freshman Year","Young Stoner Life",33
"Freshman-Sophomore Summer","JID",33
"Freshman-Sophomore Summer","Logic",33
"10th Grade","Aries",32
"10th Grade","Smokepurpp",32
"11th Grade","Madvillain, Madlib, MF DOOM",32
"11th Grade","Nas",32
"11th-12th Summer","Frank Ocean",32
"11th-12th Summer","Future",32
"12th-Freshman Summer","DaBaby",32
"12th-Freshman Summer","Jay Rock",32
"12th-Freshman Summer","NxWorries, Knxwledge, Anderson .Paak",32
"8th Grade","G-Eazy, Bebe Rexha",32
"8th Grade","Lil Wayne",32
"9th Grade","BROCKHAMPTON",32
"9th Grade","Meek Mill",32
"9th Grade","Pusha T, Kanye West",32
"9th-10th Summer","PnB Rock",32
"Freshman Year","Tyler, The Creator",32
"Freshman-Sophomore Summer","Lil Baby",32
"Sophomore Year","Madvillain, Madlib, MF DOOM",32
"Sophomore-Junior Summer","Anderson .Paak",32
"Sophomore-Junior Summer","The Beach Boys",32
"10th Grade","Quavo, Quality Control, Lil Yachty",31
"10th Grade","ScHoolboy Q, Saudi, Kendrick Lamar, 2 Chainz",31
"10th-11th Summer","Rich The Kid",31
"11th Grade","Rae Sremmurd",31
"11th Grade","Swae Lee, Slim Jxmmi, Rae Sremmurd",31
"11th-12th Summer","Kanye West",31
"12th Grade","Jay Rock",31
"12th-Freshman Summer","Don Toliver",31
"8th Grade","Odd Future",31
"9th Grade","Madvillain, Madlib, MF DOOM",31
"9th Grade","Russ",31
"Freshman Year","Lil Skies",31
"Freshman Year","The Weeknd",31
"Freshman Year","Trippie Redd",31
"Freshman Year","Ty Dolla $ign",31
"Freshman Year","Young Thug, Young Stoner Life, Gunna",31
"Sophomore Year","Danny Brown",31
"Sophomore Year","Eminem",31
"Sophomore Year","Guapdad 4000, !llmind",31
"Sophomore Year","Koi",31
"Sophomore Year","redveil",31
"10th Grade","Carnage",30
"10th-11th Summer","THE CARTERS",30
"12th Grade","Mike WiLL Made-It",30
"12th-Freshman Summer","BROCKHAMPTON",30
"8th-9th Summer","Mick Jenkins",30
"9th Grade","Jay Rock",30
"9th Grade","NxWorries",30
"9th Grade","Tyga",30
"Freshman Year","Polo G",30
"Freshman Year","Pop Smoke",30
"Freshman Year","convolk",30
"Freshman-Sophomore Summer","NxWorries, Knxwledge, Anderson .Paak",30
"Sophomore Year","6LACK",30
"Sophomore Year","Silk Sonic, Bruno Mars, Anderson .Paak",30
"Sophomore Year","whiterosemoxie, Tom The Mail Man",30
"Sophomore-Junior Summer","Lil Skies",30
"Sophomore-Junior Summer","SiR",30
"Sophomore-Junior Summer","The Black Keys",30
"10th Grade","Juicy J",29
"12th Grade","Chester Watson",29
"12th Grade","Seafood Sam",29
"12th-Freshman Summer","JID",29
"8th Grade","Hermitude",29
"9th Grade","A Boogie wit da Hoodie",29
"9th Grade","Calvin Harris",29
"9th Grade","KYLE",29
"9th-10th Summer","ScHoolboy Q",29
"Freshman Year","Travis Scott, Quavo, HUNCHO JACK",29
"Freshman-Sophomore Summer","Radiohead",29
"Freshman-Sophomore Summer","The Isley Brothers",29
"Sophomore Year","Jay Rock",29
"Sophomore Year","Lil Yachty",29
"Sophomore Year","Of Monsters and Men",29
"Sophomore-Junior Summer","Dr. Dre",29
"10th Grade","BlocBoy JB",28
"11th-12th Summer","JID",28
"11th-12th Summer","Tyler, The Creator",28
"12th Grade","G Herbo",28
"12th Grade","Lil Baby, Gunna",28
"12th Grade","Travis Scott, JACKBOYS",28
"12th-Freshman Summer","Lil Baby, 42 Dugg",28
"12th-Freshman Summer","Lil Wayne",28
"8th Grade","Dr. Dre",28
"9th Grade","DJ ESCO",28
"9th Grade","Ugly God",28
"Freshman Year","Daniel Caesar",28
"Freshman-Sophomore Summer","Lil Wayne",28
"Freshman-Sophomore Summer","MF DOOM, CZARFACE",28
"Sophomore Year","No Fun Haus",28
"10th-11th Summer","Travis Scott, Quavo, HUNCHO JACK",27
"10th-11th Summer","Vince Staples",27
"11th Grade","Migos, Marshmello",27
"11th-12th Summer","Buddy",27
"12th Grade","KAYTRANADA",27
"12th Grade","PnB Rock",27
"12th Grade","Ramzoid",27
"12th-Freshman Summer","Chance the Rapper",27
"9th Grade","BJ the Chicago Kid",27
"9th-10th Summer","Danny Brown",27
"Freshman Year","DJ Dahi, Brent Faiyaz",27
"Freshman Year","Gunna",27
"Freshman Year","The Black Keys",27
"Sophomore Year","Joyner Lucas",27
"Sophomore Year","Khalid",27
"Sophomore Year","Lil Skies",27
"Sophomore Year","Rich Brian",27
"Sophomore-Junior Summer","6LACK",27
"Sophomore-Junior Summer","Chance the Rapper",27
"Sophomore-Junior Summer","Grouplove",27
"Sophomore-Junior Summer","Gunna",27
"Sophomore-Junior Summer","JID",27
"Sophomore-Junior Summer","Ramzoid",27
"10th Grade","Big Sean",26
"10th Grade","Macklemore",26
"10th-11th Summer","Tee Grizzley",26
"11th Grade","Buddy",26
"11th Grade","OutKast",26
"11th-12th Summer","Lil Keed",26
"12th Grade","J. Cole",26
"12th Grade","Juice WRLD, Future",26
"12th Grade","Mick Jenkins, Da-P",26
"12th-Freshman Summer","6LACK",26
"8th Grade","Kevin Gates",26
"8th-9th Summer","Big K.R.I.T.",26
"9th Grade","Action Bronson",26
"9th Grade","Wale",26
"9th-10th Summer","Gucci Mane",26
"9th-10th Summer","Logic",26
"9th-10th Summer","The Underachievers",26
"Freshman Year","Elroy",26
"Freshman Year","whiterosemoxie, Kato On The Track",26
"Freshman-Sophomore Summer","Felly",26
"Sophomore Year","Jet",26
"Sophomore Year","Kill Jasper",26
"Sophomore-Junior Summer","Jazz Cartier",26
"10th Grade","Travis Scott, Kendrick Lamar",25
"10th-11th Summer","Tory Lanez",25
"11th Grade","Smino, Ravyn Lenae",25
"12th Grade","BORNS",25
"12th Grade","MIKNNA, Kadhja Bonet, JID, Free Nationals",25
"12th-Freshman Summer","2forwOyNE",25
"12th-Freshman Summer","Pusha T",25
"8th Grade","Frank Ocean",25
"8th Grade","Kodak Black",25
"9th Grade","Ski Mask the Slump God",25
"9th-10th Summer","Chance the Rapper",25
"Freshman Year","Blaccmass",25
"Freshman Year","JAY-Z",25
"Freshman Year","Metro Boomin, 21 Savage",25
"Freshman Year","PnB Rock",25
"Freshman-Sophomore Summer","Ariana Grande",25
"Freshman-Sophomore Summer","Flatbush Zombies",25
"Freshman-Sophomore Summer","Jay Rock",25
"Freshman-Sophomore Summer","SiR",25
"Freshman-Sophomore Summer","VIC MENSA",25
"Sophomore Year","Bankrol Hayden",25
"Sophomore Year","Tee Grizzley",25
"Sophomore-Junior Summer","BROCKHAMPTON",25
"10th Grade","SZA, Kendrick Lamar",24
"11th Grade","Big K.R.I.T.",24
"11th Grade","John Givez",24
"11th Grade","YBN Nahmir, Almighty Jay",24
"11th-12th Summer","Gucci Mane",24
"11th-12th Summer","Gunna",24
"11th-12th Summer","J. Cole",24
"11th-12th Summer","VIC MENSA",24
"12th Grade","ALLBLACK",24
"12th Grade","Daniel Caesar, Brandy",24
"12th-Freshman Summer","Smokepurpp",24
"12th-Freshman Summer","Travis Scott, Quavo, HUNCHO JACK",24
"8th Grade","Snoop Dogg",24
"8th Grade","twenty one pilots",24
"8th-9th Summer","Amine",24
"9th Grade","Gorillaz",24
"9th-10th Summer","Mike WiLL Made-It",24
"Freshman Year","Arctic Monkeys",24
"Freshman Year","Cruza",24
"Freshman Year","Rich The Kid",24
"Freshman Year","Sol.Luna",24
"Freshman Year","Van Morrison",24
"Freshman-Sophomore Summer","Doja Cat",24
"Freshman-Sophomore Summer","Gunna",24
"Freshman-Sophomore Summer","Usher",24
"Sophomore Year","Maroon 5",24
"Sophomore-Junior Summer","Dave East",24
"Sophomore-Junior Summer","Lil Baby",24
"10th Grade","Jeezy",23
"10th Grade","Mura Masa",23
"10th Grade","OutKast",23
"10th Grade","Quavo, Quality Control",23
"10th Grade","Swae Lee, Khalid",23
"10th Grade","YBN Nahmir",23
"10th-11th Summer","Bas",23
"10th-11th Summer","Chance the Rapper",23
"10th-11th Summer","Isaiah Rashad",23
"11th Grade","Victor Oladipo",23
"12th Grade","Jazz Cartier",23
"12th Grade","Ty Dolla $ign",23
"12th-Freshman Summer","Post Malone",23
"12th-Freshman Summer","Vladimir Fedoseyev, Moscow RTV Symphony Orchestra",23
"8th-9th Summer","Drake",23
"8th-9th Summer","Kanye West, Chris Martin",23
"8th-9th Summer","Kodak Black",23
"8th-9th Summer","The Instrumentals",23
"9th Grade","Domo Genesis",23
"9th Grade","Raekwon, Kid Cudi, Kanye West",23
"9th-10th Summer","Rae Sremmurd",23
"Freshman Year","Koi",23
"Freshman Year","KuiBtw",23
"Freshman Year","Patrick Cc:, Jonah Zed",23
"Freshman-Sophomore Summer","6LACK",23
"Freshman-Sophomore Summer","Chance the Rapper",23
"Freshman-Sophomore Summer","Dave East",23
"Freshman-Sophomore Summer","David Guetta",23
"Sophomore Year","Beast Coast",23
"Sophomore Year","Pop Smoke",23
"Sophomore Year","Rauw Alejandro",23
"Sophomore-Junior Summer","BORNS",23
"Sophomore-Junior Summer","Logic",23
"Sophomore-Junior Summer","VIC MENSA",23
"Sophomore-Junior Summer","tsubi club",23
"10th Grade","Nicki Minaj, Migos, Cardi B",22
"10th Grade","Roy Woods",22
"10th Grade","Tee Grizzley, Takeoff, Quality Control",22
"10th Grade","Travis Scott, Quality Control, Offset",22
"10th-11th Summer","A$AP Mob",22
"10th-11th Summer","Migos",22
"11th Grade","Bas",22
"11th Grade","Frank Ocean",22
"11th-12th Summer","DaBaby",22
"11th-12th Summer","Mir Fontane",22
"12th Grade","YoungBoy Never Broke Again",22
"12th-Freshman Summer","Domo Genesis",22
"12th-Freshman Summer","SOB X RBE",22
"12th-Freshman Summer","SZA",22
"8th Grade","Big Sean",22
"8th Grade","Logic",22
"8th-9th Summer","Mac Miller",22
"9th Grade","Swizz Beatz, RZA, Pusha T, Prynce Cy Hi, Kanye West, JAY-Z",22
"9th-10th Summer","Calvin Harris",22
"Freshman Year","Vince Staples",22
"Freshman-Sophomore Summer","Don Toliver",22
"Freshman-Sophomore Summer","Mir Fontane",22
"Freshman-Sophomore Summer","The Cure",22
"Sophomore Year","Ariana Grande",22
"Sophomore Year","Brent Faiyaz",22
"Sophomore Year","Domo Genesis",22
"Sophomore Year","Don Toliver",22
"Sophomore Year","Macklemore & Ryan Lewis",22
"Sophomore Year","OutKast",22
"Sophomore-Junior Summer","Jay Rock",22
"Sophomore-Junior Summer","Travis Scott, Quavo, HUNCHO JACK",22
"10th Grade","Bhad Bhabie",21
"10th Grade","Calvin Harris",21
"10th Grade","Kirk Knight",21
"10th Grade","Metro Boomin",21
"10th Grade","Sting, Shaggy",21
"10th-11th Summer","Royce da 5'9",21
"11th-12th Summer","SiR",21
"11th-12th Summer","Vince Staples",21
"12th Grade","Don Toliver",21
"12th Grade","Pusha T",21
"12th Grade","The Black Keys",21
"12th-Freshman Summer","Flatbush Zombies",21
"8th Grade","JAY-Z",21
"8th-9th Summer","A$AP Rocky",21
"9th Grade","Kanye West, DJ Premier",21
"9th Grade","Post Malone",21
"9th-10th Summer","NAV, Metro Boomin",21
"9th-10th Summer","Ugly God",21
"Freshman-Sophomore Summer","Pitbull",21
"Freshman-Sophomore Summer","The Weeknd",21
"Freshman-Sophomore Summer","YoungBoy Never Broke Again",21
"Freshman-Sophomore Summer","sober rob, Ramzoid",21
"Sophomore Year","Calvin Harris",21
"Sophomore Year","Lil Durk, Lil Baby",21
"Sophomore Year","Neon Trees",21
"Sophomore Year","Vince Guaraldi Trio",21
"Sophomore Year","blackbear",21
"Sophomore-Junior Summer","Beach House",21
"Sophomore-Junior Summer","DJ Khaled",21
"Sophomore-Junior Summer","Daniyel",21
"10th Grade","Chief Keef",20
"10th Grade","Lil Wayne",20
"10th Grade","MadeinTYO",20
"10th Grade","Wiz Khalifa",20
"11th Grade","Breakbot",20
"11th Grade","EST Gee",20
"11th Grade","Flipp Dinero",20
"11th Grade","Kodak Black",20
"11th Grade","Lil Baby",20
"11th-12th Summer","Rich The Kid",20
"12th Grade","6LACK",20
"12th Grade","Rae Sremmurd",20
"12th Grade","Smino, Ravyn Lenae",20
"12th-Freshman Summer","Jaden",20
"8th-9th Summer","VIC MENSA",20
"9th Grade","Jalen Santoy",20
"9th Grade","KAYTRANADA",20
"Freshman Year","Cosmo Pyke",20
"Freshman Year","JID",20
"Freshman Year","SOB X RBE",20
"Freshman Year","Slippery Salazar",20
"Freshman-Sophomore Summer","Baby Smoove",20
"Freshman-Sophomore Summer","Black Eyed Peas",20
"Freshman-Sophomore Summer","Flo Rida",20
"Freshman-Sophomore Summer","Olivia Rodrigo",20
"Freshman-Sophomore Summer","Rich The Kid",20
"Sophomore Year","Snoop Dogg",20
"10th Grade","Joyner Lucas, Chris Brown",19
"10th Grade","Macklemore & Ryan Lewis",19
"10th Grade","Rapsody",19
"10th Grade","Rick Ross, Kanye West",19
"10th-11th Summer","Rich Brian",19
"11th Grade","XXXTENTACION, Lil Peep",19
"11th-12th Summer","Cordae",19
"11th-12th Summer","Mac Miller",19
"12th Grade","JAY-Z",19
"12th Grade","Knxwledge",19
"12th Grade","Lil Uzi Vert, HoodRich Pablo Juan",19
"12th Grade","WESTSIDE BOOGIE",19
"12th-Freshman Summer","Dave East",19
"12th-Freshman Summer","Denzel Curry",19
"8th Grade","Mac Miller",19
"8th Grade","Syndicate Sound Labs",19
"8th Grade","The Notorious B.I.G.",19
"8th-9th Summer","Future",19
"8th-9th Summer","Jay Rock",19
"8th-9th Summer","The Underachievers",19
"9th Grade","DJ Luke Nasty",19
"9th Grade","Odd Future",19
"9th Grade","The Game",19
"9th Grade","Young M.A",19
"9th-10th Summer","Lil Pump",19
"9th-10th Summer","Ty Dolla $ign",19
"Freshman Year","Chance the Rapper",19
"Freshman Year","UB40",19
"Freshman-Sophomore Summer","Lil Skies",19
"Freshman-Sophomore Summer","Neon Trees",19
"Freshman-Sophomore Summer","Trippie Redd, Playboi Carti",19
"Sophomore Year","2 Chainz",19
"Sophomore Year","Athan",19
"Sophomore Year","David Guetta",19
"Sophomore Year","SOB X RBE",19
"Sophomore-Junior Summer","Dro Kenji",19
"Sophomore-Junior Summer","Kodak Black, Kendrick Lamar",19
"Sophomore-Junior Summer","PnB Rock",19
"Sophomore-Junior Summer","Sam Dew, Kendrick Lamar, Baby Keem",19
"10th Grade","DJ Khaled",18
"10th Grade","Quality Control",18
"10th-11th Summer","Post Malone",18
"11th Grade","Bazzi",18
"11th Grade","Jack Harlow, Felly",18
"11th Grade","Lil Baby, Gunna, Drake",18
"11th Grade","Ms. Danniboo, DJ Rell",18
"11th-12th Summer","Dreamville",18
"11th-12th Summer","Kid Cudi",18
"11th-12th Summer","ScHoolboy Q",18
"11th-12th Summer","Tory Lanez",18
"12th Grade","Quality Control, Lil Baby, DaBaby",18
"12th Grade","YNW Melly",18
"12th-Freshman Summer","JAY-Z",18
"12th-Freshman Summer","Lil Baby, Gunna",18
"8th-9th Summer","twenty one pilots",18
"9th Grade","Kanye West, JAY-Z",18
"9th-10th Summer","Imagine Dragons",18
"9th-10th Summer","Migos",18
"9th-10th Summer","Pusha T",18
"9th-10th Summer","Young Thug, Travis Scott",18
"Freshman Year","Brent Faiyaz",18
"Freshman Year","Jaden",18
"Freshman Year","Lil Wayne",18
"Freshman Year","Logic",18
"Freshman Year","Slippery Salazar, Aries",18
"Freshman-Sophomore Summer","Calvin Harris",18
"Freshman-Sophomore Summer","Jazz Cartier",18
"Freshman-Sophomore Summer","Miguel",18
"Sophomore Year","ABBA",18
"Sophomore Year","DJ Dahi, Brent Faiyaz",18
"Sophomore Year","Fleetwood Mac",18
"Sophomore Year","slowthai",18
"Sophomore-Junior Summer","Arctic Monkeys",18
"Sophomore-Junior Summer","Migos",18
"Sophomore-Junior Summer","Polo G",18
"Sophomore-Junior Summer","Tanna Leone, Kendrick Lamar",18
"10th Grade","Mac Miller",17
"10th Grade","Odd Future",17
"10th Grade","Offset, Metro Boomin",17
"10th Grade","Statik Selektah",17
"10th-11th Summer","Big K.R.I.T.",17
"10th-11th Summer","NAV",17
"11th Grade","Calvin Harris",17
"11th Grade","Lil Keed",17
"11th Grade","Odd Future",17
"11th Grade","Wiz Khalifa",17
"11th-12th Summer","Baby Smoove",17
"11th-12th Summer","J. Cole, Dreamville",17
"12th Grade","Dave East",17
"12th Grade","Meek Mill",17
"12th Grade","Mustard",17
"12th Grade","Omen, Dreamville, Cozz",17
"8th Grade","Jay Rock",17
"8th Grade","Jeremih",17
"8th Grade","John Legend",17
"8th-9th Summer","Denzel Curry",17
"9th Grade","Neon Trees",17
"9th-10th Summer","Rick Ross",17
"Freshman Year","Kenny Beats, Denzel Curry",17
"Freshman Year","Marco Luka",17
"Freshman-Sophomore Summer","A$AP Mob",17
"Freshman-Sophomore Summer","Hippo Campus",17
"Freshman-Sophomore Summer","Lil Uzi Vert, Internet Money, Don Toliver",17
"Freshman-Sophomore Summer","Migos",17
"Freshman-Sophomore Summer","Pusha T",17
"Freshman-Sophomore Summer","Rich Brian",17
"Freshman-Sophomore Summer","SZA",17
"Freshman-Sophomore Summer","Shoreline Mafia",17
"Freshman-Sophomore Summer","The Beach Boys",17
