"SchoolPeriod","Artist","Plays"
"Freshman Year","Moy Finneas",1
"Freshman Year","Mr OCB",1
"Freshman Year","Mr_hotspot",1
"Freshman Year","Mutemath",1
"Freshman Year","MyKey",1
"Freshman Year","Myles Mackay",1
"Freshman Year","NIve",1
"Freshman Year","NO1-NOAH",1
"Freshman Year","NOTD",1
"Freshman Year","Nakash Aziz",1
"Freshman Year","Naresh Iyer",1
"Freshman Year","Nas",1
"Freshman Year","Nathan Lane",1
"Freshman Year","Nature Feels",1
"Freshman Year","Neeti Mohan",1
"Freshman Year","Neil Fonda",1
"Freshman Year","Nelccia",1
"Freshman Year","NexXthursday",1
"Freshman Year","Niakamilius",1
"Freshman Year","Nicholas Sipka",1
"Freshman Year","Nick Bateman",1
"Freshman Year","Nick Mulvey",1
"Freshman Year","Nimocraft",1
"Freshman Year","Nina Cobham",1
"Freshman Year","Niykee Heaton",1
"Freshman Year","No Rome",1
"Freshman Year","NoMBe",1
"Freshman Year","Noah Ransom",1
"Freshman Year","Noumlet",1
"Freshman Year","O.T. Genasis",1
"Freshman Year","OTR",1
"Freshman Year","Oasis",1
"Freshman Year","Oatmello",1
"Freshman Year","October Tooth",1
"Freshman Year","Olafur Arnalds",1
"Freshman Year","Old Man Canyon",1
"Freshman Year","Ole-Bjorn Talstad",1
"Freshman Year","Oliver Heldens",1
"Freshman Year","Oliver Riot",1
"Freshman Year","Oliver Tree",1
"Freshman Year","Olivier Mournier",1
"Freshman Year","Omega",1
"Freshman Year","Omotesando",1
"Freshman Year","One Direction",1
"Freshman Year","Oran Juice Jones",1
"Freshman Year","Orion Sun",1
"Freshman Year","Owl City",1
"Freshman Year","PLVTINUM",1
"Freshman Year","Paige",1
"Freshman Year","Pale Waves",1
"Freshman Year","Palis Schwant",1
"Freshman Year","Palis Schwarz",1
"Freshman Year","Paris Blohm",1
"Freshman Year","Party Favor",1
"Freshman Year","Pat Laine",1
"Freshman Year","Paul Whitacre",1
"Freshman Year","Pawni Pandey",1
"Freshman Year","Peaceful Pianos",1
"Freshman Year","Peachy!",1
"Freshman Year","Penelope Scott",1
"Freshman Year","Perth Prost",1
"Freshman Year","Pet Deaths",1
"Freshman Year","Peter Bjorn and John",1
"Freshman Year","Peter Cetera",1
"Freshman Year","Peter CottonTale",1
"Freshman Year","Phanot Arefy",1
"Freshman Year","Phil Collins",1
"Freshman Year","Phil Toni",1
"Freshman Year","Philanthrope",1
"Freshman Year","Philmon Lee",1
"Freshman Year","Phlocalyst",1
"Freshman Year","Phoebe Ryan",1
"Freshman Year","Phony Ppl",1
"Freshman Year","Piano Lullabies",1
"Freshman Year","Pip Millett",1
"Freshman Year","Plan B",1
"Freshman Year","Player",1
"Freshman Year","Playero",1
"Freshman Year","Plested",1
"Freshman Year","PnB Rock",1
"Freshman Year","Priest Jaja",1
"Freshman Year","Prudhvi Chandra",1
"Freshman Year","Psalm Trees",1
"Freshman Year","QUIN",1
"Freshman Year","Quippy",1
"Freshman Year","R-Mean",1
"Freshman Year","REI AMI",1
"Freshman Year","RILEY",1
"Freshman Year","RMR",1
"Freshman Year","Radiate Roxy",1
"Freshman Year","Rae Sremmurd",1
"Freshman Year","Rainlord.",1
"Freshman Year","Ralpi Composer",1
"Freshman Year","Ramsey the Fourth",1
"Freshman Year","Ramya",1
"Freshman Year","Randi Granta",1
"Freshman Year","Ranjith Govind",1
"Freshman Year","Raphael Creed",1
"Freshman Year","Rascal Flatts",1
"Freshman Year","Rashid Ali",1
"Freshman Year","Ravyn Lenae",1
"Freshman Year","Rayland Baxter",1
"Freshman Year","Rebecca Mayer",1
"Freshman Year","Rebecka Aether",1
"Freshman Year","Refeeld",1
"Freshman Year","Regina Mira",1
"Freshman Year","Rejjie Snow",1
"Freshman Year","Reklice",1
"Freshman Year","Rendezvous At Two",1
"Freshman Year","Reykon",1
"Freshman Year","Rick and Morty",1
"Freshman Year","Ricky Rosen",1
"Freshman Year","Ritviz",1
"Freshman Year","Robin Bennich",1
"Freshman Year","Robinson",1
"Freshman Year","Roboy",1
"Freshman Year","Rock Mafia",1
"Freshman Year","Roger Reuse",1
"Freshman Year","Ron Adelaar",1
"Freshman Year","Roop Kumar Rathod",1
"Freshman Year","Roscoe Claire",1
"Freshman Year","Rose Cousins",1
"Freshman Year","Roxrie Thieal",1
"Freshman Year","Royal & the Serpent",1
"Freshman Year","Rozy",1
"Freshman Year","Rudy Boy",1
"Freshman Year","Rumour",1
"Freshman Year","Run The Jewels",1
"Freshman Year","Rusted Root",1
"Freshman Year","Ruth B.",1
"Freshman Year","Rxseboy",1
"Freshman Year","Ryan Trey",1
"Freshman Year","RyanvanHygan",1
"Freshman Year","S. Carey",1
"Freshman Year","S.J Morgan",1
"Freshman Year","S.P.Balasubrahmanyam, Mallikarjun",1
"Freshman Year","SAFE",1
"Freshman Year","SAULT",1
"Freshman Year","SEBASTIAN PAUL",1
"Freshman Year","SLACER",1
"Freshman Year","SLATIN (ES)",1
"Freshman Year","SR",1
"Freshman Year","STEPHAN",1
"Freshman Year","Sabiine",1
"Freshman Year","Sabine Paulet",1
"Freshman Year","Sade",1
"Freshman Year","Sage The Gemini",1
"Freshman Year","Saint Maud",1
"Freshman Year","Saint Motel",1
"Freshman Year","Sainte",1
"Freshman Year","Sakloma24",1
"Freshman Year","Salvador Bem",1
"Freshman Year","Salvor Febri",1
"Freshman Year","Samarinen",1
"Freshman Year","Samia",1
"Freshman Year","Sampha",1
"Freshman Year","Samsa",1
"Freshman Year","Sander van Doorn",1
"Freshman Year","Sanjeev T",1
"Freshman Year","Sarath Santosh",1
"Freshman Year","Saweetie",1
"Freshman Year","Sean Oban",1
"Freshman Year","Seinabo Sey",1
"Freshman Year","Shaan",1
"Freshman Year","Shabba Ranks",1
"Freshman Year","Shad Da God",1
"Freshman Year","Shail Hada",1
"Freshman Year","Shake Shake Go",1
"Freshman Year","Shania Twain",1
"Freshman Year","Shavol",1
"Freshman Year","Shay George",1
"Freshman Year","Shreya Ghoshal, Amit Trivedi, Anurag Kulkarni",1
"Freshman Year","Shreya Ghoshal, Ashwin, Hari",1
"Freshman Year","Sid Sriram, ADK",1
"Freshman Year","Sigimund",1
"Freshman Year","Sigrid",1
"Freshman Year","Sileon",1
"Freshman Year","Silje Mansson",1
"Freshman Year","Sin Squad (SS)",1
"Freshman Year","Sir Sly",1
"Freshman Year","Sitting Duck",1
"Freshman Year","Skip Marley",1
"Freshman Year","Skrillex",1
"Freshman Year","Slo Loris",1
"Freshman Year","Slumberville",1
"Freshman Year","Smuv",1
"Freshman Year","Snakehips",1
"Freshman Year","Snow Patrol",1
"Freshman Year","SoMo",1
"Freshman Year","Soccer Mommy",1
"Freshman Year","Sody",1
"Freshman Year","Somni",1
"Freshman Year","Sonder",1
"Freshman Year","Sondr",1
"Freshman Year","Sonny Alven",1
"Freshman Year","Sophie Ann",1
"Freshman Year","Sorcha Richardson",1
"Freshman Year","Soulex",1
"Freshman Year","Soulja Boy",1
"Freshman Year","Spencer.",1
"Freshman Year","Stanton",1
"Freshman Year","StaySolidRocky",1
"Freshman Year","Step",1
"Freshman Year","Stevie Wonder",1
"Freshman Year","Stromae",1
"Freshman Year","Sub Urban",1
"Freshman Year","Suchith Suresan",1
"Freshman Year","Sumit",1
"Freshman Year","Sumsar",1
"Freshman Year","Sunidhi Chauhan",1
"Freshman Year","Syal Tarven",1
"Freshman Year","Sylvan Esso",1
"Freshman Year","TABAL",1
"Freshman Year","TAL",1
"Freshman Year","TOTO",1
"Freshman Year","Tahiri Niachei",1
"Freshman Year","Tai Verdes",1
"Freshman Year","Taio Cruz",1
"Freshman Year","Talina Chode",1
"Freshman Year","Tapes",1
"Freshman Year","Tapioka",1
"Freshman Year","Team Astro",1
"Freshman Year","Tee Grizzley",1
"Freshman Year","Teen Daze",1
"Freshman Year","Teenage Priest",1
"Freshman Year","Telo Richardson",1
"Freshman Year","Tensilsin",1
"Freshman Year","Terrell Morris",1
"Freshman Year","Tertia May",1
"Freshman Year","Tessa Violet",1
"Freshman Year","The Bonfyre",1
"Freshman Year","The Brother Brothers",1
"Freshman Year","The Clashcze",1
"Freshman Year","The Format",1
"Freshman Year","The Green",1
"Freshman Year","The Knocks",1
"Freshman Year","The North 41",1
"Freshman Year","The Polar Boys",1
"Freshman Year","The Police",1
"Freshman Year","The Score",1
"Freshman Year","The Temptations",1
"Freshman Year","The Vamps",1
"Freshman Year","The Walters",1
"Freshman Year","Theody Aktur",1
"Freshman Year","Thomas Rhett",1
"Freshman Year","Through & Through",1
"Freshman Year","Thunder Jackson",1
"Freshman Year","Tillar Setas",1
"Freshman Year","Timbaland",1
"Freshman Year","Timer Rose",1
"Freshman Year","Timmser Thorn",1
"Freshman Year","Tiwa Savage",1
"Freshman Year","Tj Dizzle SnoMan",1
"Freshman Year","Tom Aprils",1
"Freshman Year","Tom Odell",1
"Freshman Year","Tommy Boysen",1
"Freshman Year","Tony Kakkar",1
"Freshman Year","Trevor Daniel",1
"Freshman Year","Trey Songz",1
"Freshman Year","Trixxie",1
"Freshman Year","Tropico",1
"Freshman Year","Tuga Topic",1
"Freshman Year","Tulsi Kumar",1
"Freshman Year","Turn.",1
"Freshman Year","Tusks",1
"Freshman Year","Twenty One Pilots",1
"Freshman Year","Twinkz",1
"Freshman Year","Two Door Cinema Club",1
"Freshman Year","Two Feet",1
"Freshman Year","Tyler Shaw",1
"Freshman Year","Tyson Motsenbocker",1
"Freshman Year","UPSAHL",1
"Freshman Year","Udit Narayan",1
"Freshman Year","Udit Narayan, Sujatha",1
"Freshman Year","UnknownPodcasters",1
"Freshman Year","Urban Cone",1
"Freshman Year","VAX",1
"Freshman Year","VOILA",1
"Freshman Year","Valley Boy",1
"Freshman Year","Van Morrison",1
"Freshman Year","VanJess",1
"Freshman Year","Vansire",1
"Freshman Year","Ved Sharma",1
"Freshman Year","Vegard",1
"Freshman Year","Vera Fernandez",1
"Freshman Year","Vicetone",1
"Freshman Year","Vidya Vox",1
"Freshman Year","Vince Staples",1
"Freshman Year","Vincent",1
"Freshman Year","Vishal Mishra",1
"Freshman Year","Voyager",1
"Freshman Year","Vudaje",1
"Freshman Year","WUSA",1
"Freshman Year","Waka Flocka Flame",1
"Freshman Year","Waseem Stark",1
"Freshman Year","Wavy Navy Pooh",1
"Freshman Year","Wham!",1
"Freshman Year","Whitney Houston",1
"Freshman Year","Why Don't We",1
"Freshman Year","Wildflowers",1
"Freshman Year","Will Adagio",1
"Freshman Year","Within Temptation",1
"Freshman Year","Wolf",1
"Freshman Year","Wolfgang Schulmann",1
"Freshman Year","Wrabel",1
"Freshman Year","Wreed",1
"Freshman Year","X Lovers",1
"Freshman Year","Y2K",1
"Freshman Year","YBN Nahmir",1
"Freshman Year","YE<U+0418>DRY",1
"Freshman Year","YSB Eli",1
"Freshman Year","Yandel",1
"Freshman Year","Yashita Sharma",1
"Freshman Year","Yaws Wanpo",1
"Freshman Year","Ylenia Revik",1
"Freshman Year","Yo Gotti",1
"Freshman Year","Yo Yo Honey Singh",1
"Freshman Year","Yoe Mase",1
"Freshman Year","You Me At Six",1
"Freshman Year","Young the Giant",1
"Freshman Year","YoungBoy Never Broke Again",1
"Freshman Year","Youth",1
"Freshman Year","Yung Bleu",1
"Freshman Year","ZAAC",1
"Freshman Year","ZAYN",1
"Freshman Year","Zambonini",1
"Freshman Year","Zaps",1
"Freshman Year","Zion & Lennox",1
"Freshman Year","Ziv Zaifman",1
"Freshman Year","Zoe Wees",1
"Freshman Year","Zoe de Vera",1
"Freshman Year","Zonoma",1
"Freshman Year","Zuzana Kudova",1
"Freshman Year","[bsd.u]",1
"Freshman Year","aimless",1
"Freshman Year","alayna",1
"Freshman Year","anatu",1
"Freshman Year","bLAck pARty",1
"Freshman Year","bonecatcher",1
"Freshman Year","brooke",1
"Freshman Year","carobae",1
"Freshman Year","changing cleo",1
"Freshman Year","checkm4te",1
"Freshman Year","chocolate barrs",1
"Freshman Year","chromonicci",1
"Freshman Year","coldrain",1
"Freshman Year","deadxbeat",1
"Freshman Year","easy life",1
"Freshman Year","eevee",1
"Freshman Year","endless beauty",1
"Freshman Year","estee",1
"Freshman Year","eugenio izzi",1
"Freshman Year","filous",1
"Freshman Year","flowerkid",1
"Freshman Year","fourwalls",1
"Freshman Year","gianni & kyle",1
"Freshman Year","goosetaf",1
"Freshman Year","halfv",1
"Freshman Year","herana",1
"Freshman Year","heroku",1
"Freshman Year","hey eli",1
"Freshman Year","iamalex",1
"Freshman Year","icyslug",1
"Freshman Year","illflower",1
"Freshman Year","inbetweenjobs",1
"Freshman Year","itssvd",1
"Freshman Year","j ember",1
"Freshman Year","jaye",1
"Freshman Year","khai dreams",1
"Freshman Year","kokocob",1
"Freshman Year","lavender",1
"Freshman Year","maxime.",1
"Freshman Year","mazie",1
"Freshman Year","mazurka",1
"Freshman Year","meadowzz",1
"Freshman Year","merci, mercy",1
"Freshman Year","noisy village",1
"Freshman Year","nourii",1
"Freshman Year","offonoff",1
"Freshman Year","oh, the joy.",1
"Freshman Year","praam",1
"Freshman Year","ralft",1
"Freshman Year","sad alex",1
"Freshman Year","schnihel",1
"Freshman Year","slenderbodies",1
"Freshman Year","smle",1
"Freshman Year","sonolon",1
"Freshman Year","zake",1
"Freshman-Sophomore Summer","1PLIKE140",1
"Freshman-Sophomore Summer","A L E X",1
"Freshman-Sophomore Summer","ALLBLACK",1
"Freshman-Sophomore Summer","AP Dhillon",1
"Freshman-Sophomore Summer","AREA21",1
"Freshman-Sophomore Summer","ASKYA",1
"Freshman-Sophomore Summer","AURORA",1
"Freshman-Sophomore Summer","Aaron May",1
"Freshman-Sophomore Summer","Adrien de la Salle",1
"Freshman-Sophomore Summer","Adventure Club",1
"Freshman-Sophomore Summer","Ajay Stephens",1
"Freshman-Sophomore Summer","Akane",1
"Freshman-Sophomore Summer","Alex & Sierra",1
"Freshman-Sophomore Summer","Alex Isley",1
"Freshman-Sophomore Summer","Alexander Descartes",1
"Freshman-Sophomore Summer","Alfred Janders",1
"Freshman-Sophomore Summer","Alicia Premiere",1
"Freshman-Sophomore Summer","Alka Yagnik",1
"Freshman-Sophomore Summer","Allegra",1
"Freshman-Sophomore Summer","Allie X",1
"Freshman-Sophomore Summer","Almeda",1
"Freshman-Sophomore Summer","Aloe Blacc",1
"Freshman-Sophomore Summer","Alton",1
"Freshman-Sophomore Summer","Aluna",1
"Freshman-Sophomore Summer","Alvaro",1
"Freshman-Sophomore Summer","Aly Youranday",1
"Freshman-Sophomore Summer","Amaal Mallik",1
"Freshman-Sophomore Summer","Amelie Doret",1
"Freshman-Sophomore Summer","Amenazzy",1
"Freshman-Sophomore Summer","Amity Fall",1
"Freshman-Sophomore Summer","Amogh Agarwal",1
"Freshman-Sophomore Summer","Andrew Matarazzo",1
"Freshman-Sophomore Summer","Anirudh",1
"Freshman-Sophomore Summer","Ankit Tiwari",1
"Freshman-Sophomore Summer","Anne Straub",1
"Freshman-Sophomore Summer","Ant Clemons",1
"Freshman-Sophomore Summer","Anthony Daasan",1
"Freshman-Sophomore Summer","Arabelle Blanchar",1
"Freshman-Sophomore Summer","Ardhito Pramono",1
"Freshman-Sophomore Summer","Arjun Kanungo",1
"Freshman-Sophomore Summer","Arman Cekin",1
"Freshman-Sophomore Summer","Arndt Goudier",1
"Freshman-Sophomore Summer","Artura Ponce Valles",1
"Freshman-Sophomore Summer","Arya Shae",1
"Freshman-Sophomore Summer","Ashley Singh",1
"Freshman-Sophomore Summer","Au/Ra",1
"Freshman-Sophomore Summer","Aura Lynx",1
"Freshman-Sophomore Summer","Aurelin",1
"Freshman-Sophomore Summer","Avid Dancer",1
"Freshman-Sophomore Summer","Ayo & Teo",1
"Freshman-Sophomore Summer","BEAUZ",1
"Freshman-Sophomore Summer","BERWYN",1
"Freshman-Sophomore Summer","Babe Rainbow",1
"Freshman-Sophomore Summer","Baby Rose",1
"Freshman-Sophomore Summer","Backstreet Boys",1
"Freshman-Sophomore Summer","Bad Meets Evil",1
"Freshman-Sophomore Summer","Ballpoint",1
"Freshman-Sophomore Summer","Barrio Latino",1
"Freshman-Sophomore Summer","Bas",1
"Freshman-Sophomore Summer","Bassjackers",1
"Freshman-Sophomore Summer","Beauvois",1
"Freshman-Sophomore Summer","Bedroom",1
"Freshman-Sophomore Summer","Bella Poarch",1
"Freshman-Sophomore Summer","Belly",1
"Freshman-Sophomore Summer","Benjamin Carter",1
"Freshman-Sophomore Summer","Beowulf",1
"Freshman-Sophomore Summer","Big Time Rush",1
"Freshman-Sophomore Summer","Bill Evans",1
"Freshman-Sophomore Summer","Biskwiq",1
"Freshman-Sophomore Summer","Blue Ivy",1
"Freshman-Sophomore Summer","Blueface",1
"Freshman-Sophomore Summer","Bo Beauve",1
"Freshman-Sophomore Summer","Board-Man",1
"Freshman-Sophomore Summer","Bobby McFerrin",1
"Freshman-Sophomore Summer","Bolshiee",1
"Freshman-Sophomore Summer","Boombox Cartel",1
"Freshman-Sophomore Summer","Boyz II Men",1
"Freshman-Sophomore Summer","Brantley Gilbert",1
"Freshman-Sophomore Summer","Breakbot",1
"Freshman-Sophomore Summer","Brittany Howard",1
"Freshman-Sophomore Summer","Broken Back",1
"Freshman-Sophomore Summer","Bruce Hornsby",1
"Freshman-Sophomore Summer","Buju Banton",1
"Freshman-Sophomore Summer","CARYS",1
"Freshman-Sophomore Summer","CH4SINGTHEHIGH",1
"Freshman-Sophomore Summer","CORBAL",1
"Freshman-Sophomore Summer","Calan McIntyre",1
"Freshman-Sophomore Summer","Canyon City",1
"Freshman-Sophomore Summer","Capital Cities",1
"Freshman-Sophomore Summer","Carlie Hanson",1
"Freshman-Sophomore Summer","Catherine Holm",1
"Freshman-Sophomore Summer","Cedric Armfeldt",1
"Freshman-Sophomore Summer","Chance Pena",1
"Freshman-Sophomore Summer","Chance the Rapper",1
"Freshman-Sophomore Summer","Chase Atlantic",1
"Freshman-Sophomore Summer","Christine and the Queens",1
"Freshman-Sophomore Summer","Christopher Dicker",1
"Freshman-Sophomore Summer","Christopher Jackson",1
"Freshman-Sophomore Summer","Church-Hill",1
"Freshman-Sophomore Summer","Churchill Morris",1
"Freshman-Sophomore Summer","Cigarettes After Sex",1
"Freshman-Sophomore Summer","Claptone",1
"Freshman-Sophomore Summer","Claribel Ramon",1
"Freshman-Sophomore Summer","Claude Debussy",1
"Freshman-Sophomore Summer","CloZee",1
"Freshman-Sophomore Summer","Clouderr",1
"Freshman-Sophomore Summer","Coi Leray",1
"Freshman-Sophomore Summer","Cokobi",1
"Freshman-Sophomore Summer","Colton Bryan",1
"Freshman-Sophomore Summer","Conor Matthews",1
"Freshman-Sophomore Summer","CoryaYo",1
"Freshman-Sophomore Summer","Cosmo's Midnight",1
"Freshman-Sophomore Summer","Crystal Skies",1
"Freshman-Sophomore Summer","Cupidon",1
"Freshman-Sophomore Summer","Curren$y",1
"Freshman-Sophomore Summer","D I V I N I T Y",1
"Freshman-Sophomore Summer","DMX",1
"Freshman-Sophomore Summer","DRAMA",1
"Freshman-Sophomore Summer","Da Vinci Glow",1
"Freshman-Sophomore Summer","Dagmar Collier",1
"Freshman-Sophomore Summer","Damien Jurado",1
"Freshman-Sophomore Summer","Dan Stevens",1
"Freshman-Sophomore Summer","Daniel Jang",1
"Freshman-Sophomore Summer","Daniel Schulz",1
"Freshman-Sophomore Summer","Daniela Andrade",1
"Freshman-Sophomore Summer","Daryl Hall",1
"Freshman-Sophomore Summer","Daryl Hall & John Oates",1
"Freshman-Sophomore Summer","Daughter",1
"Freshman-Sophomore Summer","Davai",1
"Freshman-Sophomore Summer","Dave Bawa",1
"Freshman-Sophomore Summer","David Bisbal",1
"Freshman-Sophomore Summer","Daze",1
"Freshman-Sophomore Summer","Dean Caplan",1
"Freshman-Sophomore Summer","Deante' Hitchcock",1
"Freshman-Sophomore Summer","Deb Never",1
"Freshman-Sophomore Summer","Del The Funky Homosapien",1
"Freshman-Sophomore Summer","Denzel Curry",1
"Freshman-Sophomore Summer","Dexta Daps",1
"Freshman-Sophomore Summer","Dexter Osborne",1
"Freshman-Sophomore Summer","Dexys Midnight Runners",1
"Freshman-Sophomore Summer","Dirk van Arnhem",1
"Freshman-Sophomore Summer","Dixie",1
"Freshman-Sophomore Summer","Dj Meetha",1
"Freshman-Sophomore Summer","Djadja & Dinaz",1
"Freshman-Sophomore Summer","Doe Boy",1
"Freshman-Sophomore Summer","Doma Cyno",1
"Freshman-Sophomore Summer","Donnie Harman",1
"Freshman-Sophomore Summer","Doris Melwin",1
"Freshman-Sophomore Summer","Drake Chisholm",1
"Freshman-Sophomore Summer","Drew Hersch",1
"Freshman-Sophomore Summer","Drinker",1
"Freshman-Sophomore Summer","Dru Hill",1
"Freshman-Sophomore Summer","Duckwrth",1
"Freshman-Sophomore Summer","Dustin O'Halloran",1
"Freshman-Sophomore Summer","Dylan Sinclair",1
"Freshman-Sophomore Summer","EARTHGANG",1
"Freshman-Sophomore Summer","EASHA",1
"Freshman-Sophomore Summer","Edu Lahmar",1
"Freshman-Sophomore Summer","El Alfa",1
"Freshman-Sophomore Summer","Elias Braun",1
"Freshman-Sophomore Summer","Elijah Lee",1
"Freshman-Sophomore Summer","Elina",1
"Freshman-Sophomore Summer","Eliodoro Russo",1
"Freshman-Sophomore Summer","Elke Fischer",1
"Freshman-Sophomore Summer","Ella Vos",1
"Freshman-Sophomore Summer","Elliot Fitch",1
"Freshman-Sophomore Summer","Elliott Jack Sansom",1
"Freshman-Sophomore Summer","Elton John",1
"Freshman-Sophomore Summer","Elvira Ashmore",1
"Freshman-Sophomore Summer","Enluv",1
"Freshman-Sophomore Summer","Erica Banks",1
"Freshman-Sophomore Summer","Esperanza",1
"Freshman-Sophomore Summer","Ethan DeRose",1
"Freshman-Sophomore Summer","Ethan Tasch",1
"Freshman-Sophomore Summer","FRENSHIP",1
"Freshman-Sophomore Summer","Fabolous",1
"Freshman-Sophomore Summer","Fannie Shelton",1
"Freshman-Sophomore Summer","Farruko",1
"Freshman-Sophomore Summer","Feb",1
"Freshman-Sophomore Summer","Federico Squassabia",1
"Freshman-Sophomore Summer","Feid",1
"Freshman-Sophomore Summer","Felix Moller",1
"Freshman-Sophomore Summer","Fergie",1
"Freshman-Sophomore Summer","Ferran",1
"Freshman-Sophomore Summer","Finn",1
"Freshman-Sophomore Summer","Fivio Foreign",1
"Freshman-Sophomore Summer","Flenn",1
"Freshman-Sophomore Summer","Fleurs de Son",1
"Freshman-Sophomore Summer","Flozigg",1
"Freshman-Sophomore Summer","Forrest.",1
"Freshman-Sophomore Summer","Foxa",1
"Freshman-Sophomore Summer","Frank Pierce",1
"Freshman-Sophomore Summer","Friendzone",1
"Freshman-Sophomore Summer","Fukase Junichiro",1
"Freshman-Sophomore Summer","Fulvio Neri",1
"Freshman-Sophomore Summer","Funk Flex",1
"Freshman-Sophomore Summer","Furco",1
"Freshman-Sophomore Summer","G Herbo",1
"Freshman-Sophomore Summer","G. V. Prakash",1
"Freshman-Sophomore Summer","GAMPER & DADONI",1
"Freshman-Sophomore Summer","Gabrielle Aplin",1
"Freshman-Sophomore Summer","Gaidaa",1
"Freshman-Sophomore Summer","Galimatias",1
"Freshman-Sophomore Summer","Gallant",1
"Freshman-Sophomore Summer","Gaullin",1
"Freshman-Sophomore Summer","Gavin Luke",1
"Freshman-Sophomore Summer","Geir Gudmundson",1
"Freshman-Sophomore Summer","Genevieve Melton",1
"Freshman-Sophomore Summer","Gerald Sherman",1
"Freshman-Sophomore Summer","Gillian Heidi",1
"Freshman-Sophomore Summer","GoldLink",1
"Freshman-Sophomore Summer","Golden Vessel",1
"Freshman-Sophomore Summer","Gordi",1
"Freshman-Sophomore Summer","Goth Babe",1
"Freshman-Sophomore Summer","Grace VanderWaal",1
"Freshman-Sophomore Summer","Graffiti Ghosts",1
"Freshman-Sophomore Summer","Gucci Mane",1
"Freshman-Sophomore Summer","Gulay de Wind",1
"Freshman-Sophomore Summer","HAWK",1
"Freshman-Sophomore Summer","HRVY",1
"Freshman-Sophomore Summer","HVME",1
"Freshman-Sophomore Summer","Hailee Steinfeld",1
"Freshman-Sophomore Summer","Hanz",1
"Freshman-Sophomore Summer","Harlan Silverman",1
"Freshman-Sophomore Summer","Haux",1
"Freshman-Sophomore Summer","Hazey Eyes",1
"Freshman-Sophomore Summer","Hearts & Colors",1
"Freshman-Sophomore Summer","Hector Hellstrom",1
"Freshman-Sophomore Summer","Herbie Hancock",1
"Freshman-Sophomore Summer","Hilda",1
"Freshman-Sophomore Summer","Hiroko Murakami",1
"Freshman-Sophomore Summer","Hoang",1
"Freshman-Sophomore Summer","Hook N Sling",1
"Freshman-Sophomore Summer","Hope Tala",1
"Freshman-Sophomore Summer","Howard Shore",1
"Freshman-Sophomore Summer","Huncho Jack",1
"Freshman-Sophomore Summer","IDK",1
"Freshman-Sophomore Summer","INTRN",1
"Freshman-Sophomore Summer","ITSOKTOCRY",1
"Freshman-Sophomore Summer","IV JAY",1
"Freshman-Sophomore Summer","Imperial Atlas",1
"Freshman-Sophomore Summer","In Love With a Ghost",1
"Freshman-Sophomore Summer","Inside Lands",1
"Freshman-Sophomore Summer","Invadable Harmony",1
"Freshman-Sophomore Summer","Isobel Belano",1
"Freshman-Sophomore Summer","J Elle",1
"Freshman-Sophomore Summer","J Lisk",1
"Freshman-Sophomore Summer","J.Cyrus",1
"Freshman-Sophomore Summer","Jack Gilinsky",1
"Freshman-Sophomore Summer","Jack Harlow",1
"Freshman-Sophomore Summer","Jack Miller",1
"Freshman-Sophomore Summer","Jack U",1
"Freshman-Sophomore Summer","Jacob Banks",1
"Freshman-Sophomore Summer","Jacob David",1
"Freshman-Sophomore Summer","Jacob Higgins",1
"Freshman-Sophomore Summer","Jacob Pavek",1
"Freshman-Sophomore Summer","Jadu Jadu",1
"Freshman-Sophomore Summer","Jake Hope",1
"Freshman-Sophomore Summer","Jalabert",1
"Freshman-Sophomore Summer","James TW",1
"Freshman-Sophomore Summer","James Vickery",1
"Freshman-Sophomore Summer","Jamie Foxx",1
"Freshman-Sophomore Summer","Jan Thiel",1
"Freshman-Sophomore Summer","Jase Moran",1
"Freshman-Sophomore Summer","Javed Ali",1
"Freshman-Sophomore Summer","Javed-Mohsin",1
"Freshman-Sophomore Summer","Jay Rock",1
"Freshman-Sophomore Summer","Jay Sean",1
"Freshman-Sophomore Summer","Jazz Fruits Music",1
"Freshman-Sophomore Summer","Jeanelle Bolduc",1
"Freshman-Sophomore Summer","Jeffrey Iqbal",1
"Freshman-Sophomore Summer","Jelani Aryeh",1
"Freshman-Sophomore Summer","Jenny Lange",1
"Freshman-Sophomore Summer","Jesper Jenset",1
"Freshman-Sophomore Summer","Jessy Matador",1
"Freshman-Sophomore Summer","Jimi Charles Moody",1
"Freshman-Sophomore Summer","Joe Pass",1
"Freshman-Sophomore Summer","Joel",1
"Freshman-Sophomore Summer","Joel Adams",1
"Freshman-Sophomore Summer","Johannes Brahms",1
"Freshman-Sophomore Summer","John K",1
"Freshman-Sophomore Summer","John The Blind",1
"Freshman-Sophomore Summer","John Vincent III",1
"Freshman-Sophomore Summer","Jonas Gewald",1
"Freshman-Sophomore Summer","Jonas Holmes",1
"Freshman-Sophomore Summer","Joongle",1
"Freshman-Sophomore Summer","Jordan Ward",1
"Freshman-Sophomore Summer","Jordane Tumarinson",1
"Freshman-Sophomore Summer","Joseph Feinstein",1
"Freshman-Sophomore Summer","Josh Kramer",1
"Freshman-Sophomore Summer","Joshua Bassett",1
"Freshman-Sophomore Summer","Joy Oladokun",1
"Freshman-Sophomore Summer","Judy Kuhn",1
"Freshman-Sophomore Summer","Just A Gent",1
"Freshman-Sophomore Summer","Justin Wellington",1
"Freshman-Sophomore Summer","Justine Skye",1
