"SchoolPeriod","Artist","Plays"
"Freshman-Sophomore Summer","K CAMP",1
"Freshman-Sophomore Summer","K.A.A.N.",1
"Freshman-Sophomore Summer","KIDS SEE GHOSTS",1
"Freshman-Sophomore Summer","KK",1
"Freshman-Sophomore Summer","Kaela",1
"Freshman-Sophomore Summer","Kailash Kher",1
"Freshman-Sophomore Summer","Kameron Marlowe",1
"Freshman-Sophomore Summer","Kamryn Freeman",1
"Freshman-Sophomore Summer","Kansas",1
"Freshman-Sophomore Summer","Karnaval Blues",1
"Freshman-Sophomore Summer","Kate Bollinger",1
"Freshman-Sophomore Summer","Kaua Correia",1
"Freshman-Sophomore Summer","Kedam",1
"Freshman-Sophomore Summer","Keenan",1
"Freshman-Sophomore Summer","Kendrick Lamar",1
"Freshman-Sophomore Summer","Kevin Garrett",1
"Freshman-Sophomore Summer","Kevin Lyttle",1
"Freshman-Sophomore Summer","Keys & Copper",1
"Freshman-Sophomore Summer","Khruangbin",1
"Freshman-Sophomore Summer","Kiiara",1
"Freshman-Sophomore Summer","KillBunk",1
"Freshman-Sophomore Summer","King Princess",1
"Freshman-Sophomore Summer","Klahr",1
"Freshman-Sophomore Summer","Kun Faya Kun",1
"Freshman-Sophomore Summer","Kupla",1
"Freshman-Sophomore Summer","Kwesi",1
"Freshman-Sophomore Summer","LIONE",1
"Freshman-Sophomore Summer","Lama House",1
"Freshman-Sophomore Summer","Lana Del Rey",1
"Freshman-Sophomore Summer","Lapiz Conciente",1
"Freshman-Sophomore Summer","Lastlings",1
"Freshman-Sophomore Summer","Lateras",1
"Freshman-Sophomore Summer","Leah Day",1
"Freshman-Sophomore Summer","Leah Kate",1
"Freshman-Sophomore Summer","Lecrae",1
"Freshman-Sophomore Summer","Lennon Stella",1
"Freshman-Sophomore Summer","Leon Bridges",1
"Freshman-Sophomore Summer","Leon Leiden",1
"Freshman-Sophomore Summer","Leonard Gambrell",1
"Freshman-Sophomore Summer","Leonid Antonov",1
"Freshman-Sophomore Summer","Leyton Miller",1
"Freshman-Sophomore Summer","Lihua Zhao",1
"Freshman-Sophomore Summer","Lil Durk",1
"Freshman-Sophomore Summer","Lil Keed",1
"Freshman-Sophomore Summer","Lil Nas X",1
"Freshman-Sophomore Summer","Lil Peep",1
"Freshman-Sophomore Summer","Limes",1
"Freshman-Sophomore Summer","Limited Tym",1
"Freshman-Sophomore Summer","Limon Limon",1
"Freshman-Sophomore Summer","Linearwave",1
"Freshman-Sophomore Summer","Loafy Building",1
"Freshman-Sophomore Summer","Lonely Benson",1
"Freshman-Sophomore Summer","Lonr.",1
"Freshman-Sophomore Summer","Lorne Kroos",1
"Freshman-Sophomore Summer","Loui",1
"Freshman-Sophomore Summer","Loyle Carner",1
"Freshman-Sophomore Summer","Lucile Colbert",1
"Freshman-Sophomore Summer","Lucky Ali",1
"Freshman-Sophomore Summer","Ludwig Lloyd",1
"Freshman-Sophomore Summer","Ludwig van Beethoven",1
"Freshman-Sophomore Summer","Luh Kel",1
"Freshman-Sophomore Summer","Luis Berra",1
"Freshman-Sophomore Summer","Luisa Sonza",1
"Freshman-Sophomore Summer","Luna Li",1
"Freshman-Sophomore Summer","MGMT",1
"Freshman-Sophomore Summer","MOTHICA",1
"Freshman-Sophomore Summer","MadeinTYO",1
"Freshman-Sophomore Summer","Madilyn",1
"Freshman-Sophomore Summer","Madison Margot",1
"Freshman-Sophomore Summer","Maeta",1
"Freshman-Sophomore Summer","Magnifikate",1
"Freshman-Sophomore Summer","Mahalia",1
"Freshman-Sophomore Summer","Majid Jordan",1
"Freshman-Sophomore Summer","Maliboux",1
"Freshman-Sophomore Summer","Mandrazo",1
"Freshman-Sophomore Summer","Manvarv",1
"Freshman-Sophomore Summer","Marc Wavy",1
"Freshman-Sophomore Summer","Marco Caron",1
"Freshman-Sophomore Summer","Marie Protivova",1
"Freshman-Sophomore Summer","Marnik",1
"Freshman-Sophomore Summer","Martin O'Donnell",1
"Freshman-Sophomore Summer","Martin Solveig",1
"Freshman-Sophomore Summer","Marwa Loud",1
"Freshman-Sophomore Summer","Masked Man",1
"Freshman-Sophomore Summer","Masked Wolf",1
"Freshman-Sophomore Summer","MasterM",1
"Freshman-Sophomore Summer","Mat Cipher",1
"Freshman-Sophomore Summer","Mat Kearney",1
"Freshman-Sophomore Summer","Matti Roots",1
"Freshman-Sophomore Summer","Mattia Cupelli",1
"Freshman-Sophomore Summer","Maximilian Sievert",1
"Freshman-Sophomore Summer","Medasin",1
"Freshman-Sophomore Summer","Meltt",1
"Freshman-Sophomore Summer","Messiah",1
"Freshman-Sophomore Summer","Miami Horror",1
"Freshman-Sophomore Summer","Michael Jackson",1
"Freshman-Sophomore Summer","Mickey Darling",1
"Freshman-Sophomore Summer","Midnight Tales",1
"Freshman-Sophomore Summer","Migos",1
"Freshman-Sophomore Summer","Mimi Webb",1
"Freshman-Sophomore Summer","Misc.Inc",1
"Freshman-Sophomore Summer","MitiS",1
"Freshman-Sophomore Summer","Mk.gee",1
"Freshman-Sophomore Summer","Mob Rich",1
"Freshman-Sophomore Summer","Moments",1
"Freshman-Sophomore Summer","Money Man",1
"Freshman-Sophomore Summer","Monsune",1
"Freshman-Sophomore Summer","Motel 7",1
"Freshman-Sophomore Summer","Mr. Stee",1
"Freshman-Sophomore Summer","Mura Masa",1
"Freshman-Sophomore Summer","NATTI NATASHA",1
"Freshman-Sophomore Summer","NERVO",1
"Freshman-Sophomore Summer","Natalie Taylor",1
"Freshman-Sophomore Summer","Nate Traveller",1
"Freshman-Sophomore Summer","Nathaniel",1
"Freshman-Sophomore Summer","Neanderthal",1
"Freshman-Sophomore Summer","Nelly",1
"Freshman-Sophomore Summer","Nessa Barrett",1
"Freshman-Sophomore Summer","Nesta",1
"Freshman-Sophomore Summer","Netsky",1
"Freshman-Sophomore Summer","Niall Horan",1
"Freshman-Sophomore Summer","Nice & Wild",1
"Freshman-Sophomore Summer","Nick Mulvey",1
"Freshman-Sophomore Summer","Nicolai Bertoli",1
"Freshman-Sophomore Summer","NoMBe",1
"Freshman-Sophomore Summer","Noisebody",1
"Freshman-Sophomore Summer","Noname",1
"Freshman-Sophomore Summer","Nova Issue",1
"Freshman-Sophomore Summer","Novum Cordis",1
"Freshman-Sophomore Summer","NxWorries",1
"Freshman-Sophomore Summer","October Tooth",1
"Freshman-Sophomore Summer","Ohana Bam",1
"Freshman-Sophomore Summer","Olhans",1
"Freshman-Sophomore Summer","Oliver Heldens",1
"Freshman-Sophomore Summer","Olivia O'Brien",1
"Freshman-Sophomore Summer","OmenXIII",1
"Freshman-Sophomore Summer","Opia",1
"Freshman-Sophomore Summer","Orion Sun",1
"Freshman-Sophomore Summer","Otis Redding",1
"Freshman-Sophomore Summer","Ozuna",1
"Freshman-Sophomore Summer","PLVTINUM",1
"Freshman-Sophomore Summer","PUBLIC",1
"Freshman-Sophomore Summer","Paige",1
"Freshman-Sophomore Summer","Paloma Mami",1
"Freshman-Sophomore Summer","Paris Texas",1
"Freshman-Sophomore Summer","Park Bird",1
"Freshman-Sophomore Summer","Patrick Hamilton",1
"Freshman-Sophomore Summer","Paul Freeman",1
"Freshman-Sophomore Summer","Pawni Pandey",1
"Freshman-Sophomore Summer","Peter Bach",1
"Freshman-Sophomore Summer","Peter CottonTale",1
"Freshman-Sophomore Summer","Peter Hollens",1
"Freshman-Sophomore Summer","Peter Sandberg",1
"Freshman-Sophomore Summer","Petra Birgisdottir",1
"Freshman-Sophomore Summer","Pianoramix",1
"Freshman-Sophomore Summer","Piso 21",1
"Freshman-Sophomore Summer","PnB Rock",1
"Freshman-Sophomore Summer","Poppy-Mae Wilder",1
"Freshman-Sophomore Summer","Pranit Khedekar",1
"Freshman-Sophomore Summer","Prateek Kuhad",1
"Freshman-Sophomore Summer","Prison Mike",1
"Freshman-Sophomore Summer","Pusher",1
"Freshman-Sophomore Summer","Pyrex Pryce",1
"Freshman-Sophomore Summer","Quality Control",1
"Freshman-Sophomore Summer","RY X",1
"Freshman-Sophomore Summer","Rae Morris",1
"Freshman-Sophomore Summer","Rahul Nambiar",1
"Freshman-Sophomore Summer","Raiche",1
"Freshman-Sophomore Summer","Ralph Castelli",1
"Freshman-Sophomore Summer","Rascal Flatts",1
"Freshman-Sophomore Summer","Raveena",1
"Freshman-Sophomore Summer","Ravenscoon",1
"Freshman-Sophomore Summer","Refs",1
"Freshman-Sophomore Summer","Remi Wolf",1
"Freshman-Sophomore Summer","Rence",1
"Freshman-Sophomore Summer","Ressa",1
"Freshman-Sophomore Summer","Rhys Lewis",1
"Freshman-Sophomore Summer","Rightfield from College",1
"Freshman-Sophomore Summer","Riton",1
"Freshman-Sophomore Summer","Rob Curly",1
"Freshman-Sophomore Summer","Robin Schulz",1
"Freshman-Sophomore Summer","Ron Adelaar",1
"Freshman-Sophomore Summer","Rowan Blanchard",1
"Freshman-Sophomore Summer","Rowdy Rebel",1
"Freshman-Sophomore Summer","Rusted Root",1
"Freshman-Sophomore Summer","Ruth B.",1
"Freshman-Sophomore Summer","Ryan Beatty",1
"Freshman-Sophomore Summer","Ryan Woods",1
"Freshman-Sophomore Summer","S1mba",1
"Freshman-Sophomore Summer","SALES",1
"Freshman-Sophomore Summer","SASH",1
"Freshman-Sophomore Summer","SG Lewis",1
"Freshman-Sophomore Summer","STEPHAN",1
"Freshman-Sophomore Summer","Sabrina Carpenter",1
"Freshman-Sophomore Summer","Sachet-Parampara",1
"Freshman-Sophomore Summer","Saco",1
"Freshman-Sophomore Summer","Sage The Gemini",1
"Freshman-Sophomore Summer","Sam Feldt",1
"Freshman-Sophomore Summer","Sam Hunt",1
"Freshman-Sophomore Summer","Samyula",1
"Freshman-Sophomore Summer","Sandesh Shandilya",1
"Freshman-Sophomore Summer","Selena Gomez & The Scene",1
"Freshman-Sophomore Summer","Seven Lions",1
"Freshman-Sophomore Summer","Shaggy",1
"Freshman-Sophomore Summer","Shania Twain",1
"Freshman-Sophomore Summer","Shirene Sanjay",1
"Freshman-Sophomore Summer","Sista Prod",1
"Freshman-Sophomore Summer","Skeler",1
"Freshman-Sophomore Summer","Skydown",1
"Freshman-Sophomore Summer","Sleep in 8D",1
"Freshman-Sophomore Summer","Sleepwalkrs",1
"Freshman-Sophomore Summer","Slowed and Reverbed Hindi",1
"Freshman-Sophomore Summer","Smino",1
"Freshman-Sophomore Summer","Smoke Boys",1
"Freshman-Sophomore Summer","Snakehips",1
"Freshman-Sophomore Summer","Sody",1
"Freshman-Sophomore Summer","Sonder",1
"Freshman-Sophomore Summer","Sophie Ann",1
"Freshman-Sophomore Summer","Spacetactular",1
"Freshman-Sophomore Summer","Spencer.",1
"Freshman-Sophomore Summer","St. Vincent",1
"Freshman-Sophomore Summer","Stacie Weldon",1
"Freshman-Sophomore Summer","Stan Getz",1
"Freshman-Sophomore Summer","StaySolidRocky",1
"Freshman-Sophomore Summer","Steve Lacy",1
"Freshman-Sophomore Summer","Stromae",1
"Freshman-Sophomore Summer","Sudharshan Ashok",1
"Freshman-Sophomore Summer","Sufjan Stevens",1
"Freshman-Sophomore Summer","Susie Suh",1
"Freshman-Sophomore Summer","Swae Lee",1
"Freshman-Sophomore Summer","Swaraj Mohanty",1
"Freshman-Sophomore Summer","Sweekruti Panda",1
"Freshman-Sophomore Summer","Szymon Kowalczyk",1
"Freshman-Sophomore Summer","T.I.",1
"Freshman-Sophomore Summer","THE DRIVER ERA",1
"Freshman-Sophomore Summer","TOTO",1
"Freshman-Sophomore Summer","TWO LANES",1
"Freshman-Sophomore Summer","Tame Impala",1
"Freshman-Sophomore Summer","Tank",1
"Freshman-Sophomore Summer","Tasha",1
"Freshman-Sophomore Summer","Taylor Swift",1
"Freshman-Sophomore Summer","Tee Grizzley",1
"Freshman-Sophomore Summer","Teen Daze",1
"Freshman-Sophomore Summer","Teenage Priest",1
"Freshman-Sophomore Summer","Teqkoi",1
"Freshman-Sophomore Summer","Tevvez",1
"Freshman-Sophomore Summer","The Americanos",1
"Freshman-Sophomore Summer","The Beach Boys",1
"Freshman-Sophomore Summer","The Beatles",1
"Freshman-Sophomore Summer","The Brook & The Bluff",1
"Freshman-Sophomore Summer","The Deli",1
"Freshman-Sophomore Summer","The Fire Theft",1
"Freshman-Sophomore Summer","The Foundations",1
"Freshman-Sophomore Summer","The Hails",1
"Freshman-Sophomore Summer","The Ivy",1
"Freshman-Sophomore Summer","The NGHBRS",1
"Freshman-Sophomore Summer","The Police",1
"Freshman-Sophomore Summer","The PropheC",1
"Freshman-Sophomore Summer","The Script",1
"Freshman-Sophomore Summer","The Tides",1
"Freshman-Sophomore Summer","The Walters",1
"Freshman-Sophomore Summer","Tion Wayne",1
"Freshman-Sophomore Summer","ToTheMoon",1
"Freshman-Sophomore Summer","Tom Grennan",1
"Freshman-Sophomore Summer","Tom Rosenthal",1
"Freshman-Sophomore Summer","Tom Shea",1
"Freshman-Sophomore Summer","Tone Stith",1
"Freshman-Sophomore Summer","Tones And I",1
"Freshman-Sophomore Summer","Topic",1
"Freshman-Sophomore Summer","Tori Kelly",1
"Freshman-Sophomore Summer","Travis Porter",1
"Freshman-Sophomore Summer","Trinidad Cardona",1
"Freshman-Sophomore Summer","Tulpa & BLANKTS",1
"Freshman-Sophomore Summer","Ty Dolla $ign",1
"Freshman-Sophomore Summer","Tyla Yaweh",1
"Freshman-Sophomore Summer","UB40",1
"Freshman-Sophomore Summer","Udit Narayan",1
"Freshman-Sophomore Summer","Uffe Jorgensen",1
"Freshman-Sophomore Summer","Unclenathannn",1
"Freshman-Sophomore Summer","VAX",1
"Freshman-Sophomore Summer","Vaaisan",1
"Freshman-Sophomore Summer","VanJess",1
"Freshman-Sophomore Summer","Vance Joy",1
"Freshman-Sophomore Summer","Vansire",1
"Freshman-Sophomore Summer","Vedo",1
"Freshman-Sophomore Summer","Vice Vrsa",1
"Freshman-Sophomore Summer","Vishal Mishra",1
"Freshman-Sophomore Summer","Viva La Panda",1
"Freshman-Sophomore Summer","Vlad Holiday",1
"Freshman-Sophomore Summer","WALK THE MOON",1
"Freshman-Sophomore Summer","Waka Flocka Flame",1
"Freshman-Sophomore Summer","Waltzin",1
"Freshman-Sophomore Summer","Wes Nelson",1
"Freshman-Sophomore Summer","Wesley Joseph",1
"Freshman-Sophomore Summer","Whitney Houston",1
"Freshman-Sophomore Summer","William Keats",1
"Freshman-Sophomore Summer","Wilson Trouve",1
"Freshman-Sophomore Summer","Wiz Khalifa",1
"Freshman-Sophomore Summer","Wizkid",1
"Freshman-Sophomore Summer","Wolfgang Schulmann",1
"Freshman-Sophomore Summer","Xie Qi",1
"Freshman-Sophomore Summer","Xuitcasecity",1
"Freshman-Sophomore Summer","Yann Muller",1
"Freshman-Sophomore Summer","Yashita Sharma",1
"Freshman-Sophomore Summer","Yasper",1
"Freshman-Sophomore Summer","Yasuyuki Horigome",1
"Freshman-Sophomore Summer","Yelawolf",1
"Freshman-Sophomore Summer","Yoste",1
"Freshman-Sophomore Summer","Young T & Bugsey",1
"Freshman-Sophomore Summer","YoungBoy Never Broke Again",1
"Freshman-Sophomore Summer","Youngn Lipz",1
"Freshman-Sophomore Summer","Yung Gravy",1
"Freshman-Sophomore Summer","Yung Joc",1
"Freshman-Sophomore Summer","Yung Pinch",1
"Freshman-Sophomore Summer","Zac Brown Band",1
"Freshman-Sophomore Summer","Zachary Knowles",1
"Freshman-Sophomore Summer","Zeds Dead",1
"Freshman-Sophomore Summer","Zita",1
"Freshman-Sophomore Summer","Zmeyev",1
"Freshman-Sophomore Summer","altopalo",1
"Freshman-Sophomore Summer","boa",1
"Freshman-Sophomore Summer","boy pablo",1
"Freshman-Sophomore Summer","brother sundance",1
"Freshman-Sophomore Summer","courtship.",1
"Freshman-Sophomore Summer","fika",1
"Freshman-Sophomore Summer","filous",1
"Freshman-Sophomore Summer","frad",1
"Freshman-Sophomore Summer","gavn!",1
"Freshman-Sophomore Summer","iamnotshane",1
"Freshman-Sophomore Summer","itssvd",1
"Freshman-Sophomore Summer","jaye",1
"Freshman-Sophomore Summer","lophiile",1
"Freshman-Sophomore Summer","moow",1
"Freshman-Sophomore Summer","mxmtoon",1
"Freshman-Sophomore Summer","pH-1",1
"Freshman-Sophomore Summer","prxz",1
"Freshman-Sophomore Summer","redveil",1
"Freshman-Sophomore Summer","sagun",1
"Freshman-Sophomore Summer","sfe tav",1
"Freshman-Sophomore Summer","shy martin",1
"Freshman-Sophomore Summer","sohayl ryder",1
"Freshman-Sophomore Summer","twocolors",1
"Freshman-Sophomore Summer","undefinxd",1
"Freshman-Sophomore Summer","will.i.am",1
"Sophomore Year","$uicideboy$",1
"Sophomore Year","03 Greedo",1
"Sophomore Year","50 Cent",1
"Sophomore Year","6ix9ine",1
"Sophomore Year","80purppp",1
"Sophomore Year","99jakes",1
"Sophomore Year","?Teo?",1
"Sophomore Year","A Great Big World",1
"Sophomore Year","A Tribe Called Quest",1
"Sophomore Year","A$AP Mob",1
"Sophomore Year","A$AP Rocky",1
"Sophomore Year","A-Wall",1
"Sophomore Year","ABRA",1
"Sophomore Year","ACRAZE",1
"Sophomore Year","ASTN",1
"Sophomore Year","AYLO",1
"Sophomore Year","Aaron May",1
"Sophomore Year","Academia de Meditacao Buddha",1
"Sophomore Year","Adam Hicks",1
"Sophomore Year","Adam Youngman",1
"Sophomore Year","Adrian Marcel",1
"Sophomore Year","Aisha Badru",1
"Sophomore Year","Ajay-Atul",1
"Sophomore Year","Al Fakher",1
"Sophomore Year","Alec King",1
"Sophomore Year","Alesso",1
"Sophomore Year","Alex Rose",1
"Sophomore Year","Alexander Grandjean",1
"Sophomore Year","Allie X",1
"Sophomore Year","Alonestar",1
"Sophomore Year","Alonso Librado",1
"Sophomore Year","Amanda Frances",1
"Sophomore Year","Amber Glow",1
"Sophomore Year","Amenazzy",1
"Sophomore Year","Ami Mishra",1
"Sophomore Year","Andrew McMahon in the Wilderness",1
"Sophomore Year","Angelo Garnier",1
"Sophomore Year","Ankit Tiwari",1
"Sophomore Year","Anna Nicole",1
"Sophomore Year","Ant Saunders",1
"Sophomore Year","Anthem Lights",1
"Sophomore Year","Antonio Love",1
"Sophomore Year","Anurag Kulkarni",1
"Sophomore Year","Aqualung",1
"Sophomore Year","Arash Buana",1
"Sophomore Year","Arc North",1
"Sophomore Year","Ardhito Pramono",1
"Sophomore Year","Ardian Bujupi",1
"Sophomore Year","Ari Lennox",1
"Sophomore Year","Arindom",1
"Sophomore Year","Arjun",1
"Sophomore Year","Arush Mandal",1
"Sophomore Year","Asgeir",1
"Sophomore Year","Ashnikko",1
"Sophomore Year","Audiomachine",1
"Sophomore Year","Auli'i Cravalho",1
"Sophomore Year","Avonlea",1
"Sophomore Year","Ayotemi",1
"Sophomore Year","B Young",1
"Sophomore Year","B-Lovee",1
"Sophomore Year","BEAUZ",1
"Sophomore Year","BENEE",1
"Sophomore Year","BROODS",1
"Sophomore Year","Baby Sleep",1
"Sophomore Year","Baby Smoove",1
"Sophomore Year","Backstreet Boys",1
"Sophomore Year","Bad Bunny",1
"Sophomore Year","Bad Suns",1
"Sophomore Year","Badshah",1
"Sophomore Year","Bally Sagoo",1
"Sophomore Year","Barrio Latino",1
"Sophomore Year","Bearson",1
"Sophomore Year","BeauDamian",1
"Sophomore Year","Becoming Young",1
"Sophomore Year","Bedtijd",1
"Sophomore Year","Beele",1
"Sophomore Year","Ben Chandler",1
"Sophomore Year","Ben Kyle",1
"Sophomore Year","Benjamin Gustafsson",1
"Sophomore Year","BermudaCal",1
"Sophomore Year","Big Data",1
"Sophomore Year","Big Thief",1
"Sophomore Year","Bill Frisell",1
"Sophomore Year","Billie Holiday",1
"Sophomore Year","Billy Joel",1
"Sophomore Year","Bing Crosby",1
"Sophomore Year","Bloom Line",1
"Sophomore Year","Blu DeTiger",1
"Sophomore Year","Bob Dylan",1
"Sophomore Year","Bombay Jayashri",1
"Sophomore Year","Bonnie Tyler",1
"Sophomore Year","Boombox Cartel",1
"Sophomore Year","Boon",1
"Sophomore Year","Brett Young",1
"Sophomore Year","CJ",1
"Sophomore Year","CKay",1
"Sophomore Year","CaRter",1
"Sophomore Year","Caelando",1
"Sophomore Year","Caiola",1
"Sophomore Year","Cakir Vardar",1
"Sophomore Year","Caleb Belkin",1
"Sophomore Year","Caleb Gordon",1
"Sophomore Year","Calma Interiore",1
"Sophomore Year","Cameron Dallas",1
"Sophomore Year","Camila Cabello",1
"Sophomore Year","Casper Caan",1
"Sophomore Year","Castile Caoirle",1
"Sophomore Year","Chaitra Ambadipudi",1
"Sophomore Year","Chaka Demus & Pliers",1
"Sophomore Year","Chandeller",1
"Sophomore Year","Charlie Puth",1
"Sophomore Year","Chase Rice",1
"Sophomore Year","Chris Bates",1
"Sophomore Year","Chris Young",1
"Sophomore Year","Churchill Morris",1
"Sophomore Year","Cimorelli",1
"Sophomore Year","Clairo",1
"Sophomore Year","Closed on Sunday",1
"Sophomore Year","Coconut Calm",1
"Sophomore Year","Cody Ash",1
"Sophomore Year","Cody Frost",1
"Sophomore Year","Cole Swindell",1
"Sophomore Year","Colouring",1
"Sophomore Year","Comethazine",1
"Sophomore Year","Conch",1
